,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Pennsylvania,24306,27133.6,30404.1,24014.3,29746.0,22266.8,2827.6,6098.1,-291.7,5440.0,-2039.2,False,True,False,True
Rhode Island,2541,2647.3,2592.2,2246.5,2375.0,2175.0,249.3,194.2,-151.5,-23.0,-223.0,True,True,True,True
South Carolina,8719,6790.3,7046.8,6184.1,6834.0,6631.8,-1928.7,-1672.2,-2534.9,-1885.0,-2087.2,True,False,True,False
South Dakota,1898,3025.7,2402.9,2049.2,3483.0,1690.1,1127.7,504.9,151.2,1585.0,-207.9,True,True,False,True
Tennessee,11543,11615.9,11566.2,8389.9,12184.0,12498.4,72.9,23.2,-3153.1,641.0,955.4,True,False,False,False
Texas,45249,38806.4,39944.2,33785.2,44328.0,34269.2,-6205.6,-5067.8,-11226.8,-684.0,-10742.8,True,False,True,False
Utah,1975,2430.4,2799.1,2286.0,2592.0,2024.5,455.4,824.1,311.0,617.0,49.5,False,True,False,True
Vermont,208,284.7,256.3,184.5,366.0,191.3,76.7,48.3,-23.5,158.0,-16.7,True,True,False,True
Virginia,9519,6912.9,7705.6,5991.1,7217.0,6221.9,-2606.1,-1813.4,-3527.9,-2302.0,-3297.1,True,False,True,False
Washington,5041,2333.6,6282.0,6493.8,5042.0,5982.4,-2645.4,1303.0,1514.8,63.0,1003.4,True,True,True,True
West Virginia,2323,2509.4,2663.4,1977.2,2651.0,3312.3,186.4,340.4,-345.8,328.0,989.3,False,False,False,False
Wisconsin,7103,8927.7,7102.3,7164.2,10999.0,6850.8,1824.7,-0.7,61.2,3896.0,-252.2,True,True,False,True
Wyoming,682,973.1,651.4,657.0,1238.0,492.4,291.1,-30.6,-25.0,556.0,-189.6,True,True,False,True
US,525162,498617.0,538969.7,475224.0,534786.0,462255.2,-22256.0,18096.7,-45649.0,13913.0,-58617.8,True,False,True,False
