,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01083,101,238.0,,228.2,,192.0,374.0,202.0,,,,138.0,,,212.3,,,243.0,155.1,,190.3,85.5,,161.0,181.9,,,,217.0,189.0,197.2,,,,,,,,,197.0,276.6,137.0,,127.2,,91.0,273.0,101.0,,,,37.0,,,111.3,,,142.0,54.1,,89.3,-15.5,,60.0,80.9,,,,116.0,88.0,96.2,,,,,,,,,96.0,175.6,,True,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
01085,14,17.0,,12.6,,21.0,66.0,26.0,,,,20.5,,,8.3,,,14.0,31.6,,33.1,,,8.0,12.9,,,,24.0,19.0,31.0,,,,,,,,,20.5,45.5,3.0,,-1.4,,7.0,52.0,12.0,,,,6.5,,,-5.7,,,0.0,17.6,,19.1,,,-6.0,-1.1,,,,10.0,5.0,17.0,,,,,,,,,6.5,31.5,,True,,False,False,False,,,,False,,,False,,,True,False,,False,,,False,True,,,,False,False,False,,,,,,,,,False,False
01087,24,37.0,,35.4,,28.0,72.0,44.0,,,,19.3,,,36.3,,,27.0,28.7,,32.9,,,19.0,23.1,,,,42.0,27.0,25.8,,,,,,,,,37.0,45.4,13.0,,11.4,,4.0,48.0,20.0,,,,-4.7,,,12.3,,,3.0,4.7,,8.9,,,-5.0,-0.9,,,,18.0,3.0,1.8,,,,,,,,,13.0,21.4,,True,,True,False,False,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,False,False
01089,437,806.0,,873.6,789.6,712.0,1288.0,726.0,,,,489.0,,,871.4,,733.9,876.0,764.7,,733.5,406.0,,649.0,677.3,,,,846.0,611.0,514.5,,,,,,405.0,,,625.0,1035.6,369.0,,436.6,352.6,275.0,851.0,289.0,,,,52.0,,,434.4,,296.9,439.0,327.7,,296.5,-31.0,,212.0,240.3,,,,409.0,174.0,77.5,,,,,,-32.0,,,188.0,598.6,,False,True,True,False,True,,,,True,,,False,,True,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,,,True,False
01091,47,43.0,,39.2,,39.0,95.0,41.0,,,,30.7,,,33.3,,,41.0,12.1,,45.4,,,12.0,26.3,,,,34.0,29.0,18.4,,,,,,,,,40.1,55.5,-4.0,,-7.8,,-8.0,48.0,-6.0,,,,-16.3,,,-13.7,,,-6.0,-34.9,,-1.6,,,-35.0,-20.7,,,,-13.0,-18.0,-28.6,,,,,,,,,-6.9,8.5,,False,,False,False,False,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,False,False
01093,28,48.0,,48.1,,36.0,112.0,34.0,,,,36.4,,,33.6,,,76.0,25.0,,51.0,6.5,,24.0,33.5,,,,33.0,36.0,58.8,,,,,,,,,34.8,70.3,20.0,,20.1,,8.0,84.0,6.0,,,,8.4,,,5.6,,,48.0,-3.0,,23.0,-21.5,,-4.0,5.5,,,,5.0,8.0,30.8,,,,,,,,,6.8,42.3,,False,,True,False,True,,,,True,,,True,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,,,,True,False
01095,75,131.0,,133.2,,127.0,330.0,137.0,,,,132.8,,,110.8,,117.1,272.0,129.3,,200.5,68.0,,38.0,102.7,,,,124.0,111.0,137.1,,,,,,,,,120.2,153.8,56.0,,58.2,,52.0,255.0,62.0,,,,57.8,,,35.8,,42.1,197.0,54.3,,125.5,-7.0,,-37.0,27.7,,,,49.0,36.0,62.1,,,,,,,,,45.2,78.8,,False,,True,False,False,,,,False,,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
01097,527,766.0,,725.5,779.2,654.0,1211.0,722.0,,,,530.1,,,782.1,,654.3,862.0,595.3,,920.5,530.0,,550.0,607.8,,,,842.0,642.0,637.4,,,,,,582.0,,,689.4,1150.4,239.0,,198.5,252.2,127.0,684.0,195.0,,,,3.1,,,255.1,,127.3,335.0,68.3,,393.5,3.0,,23.0,80.8,,,,315.0,115.0,110.4,,,,,,55.0,,,162.4,623.4,,True,False,True,False,True,,,,True,,,False,,True,False,True,,False,True,,True,True,,,,False,True,True,,,,,,True,,,True,False
01099,12,18.0,,23.2,,23.0,83.0,25.0,,,,21.9,,,20.0,,,39.0,51.0,,33.3,,,15.0,19.4,,,,28.0,21.0,51.5,,,,,,,,,19.6,39.8,6.0,,11.2,,11.0,71.0,13.0,,,,9.9,,,8.0,,,27.0,39.0,,21.3,,,3.0,7.4,,,,16.0,9.0,39.5,,,,,,,,,7.6,27.8,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,,,False,False
01101,325,492.0,,504.4,,388.0,792.0,399.0,,,,342.5,,,403.2,,389.7,373.0,291.0,,516.3,250.5,,352.0,386.6,,,,473.0,424.0,309.1,,,,,,362.0,,,391.8,680.9,167.0,,179.4,,63.0,467.0,74.0,,,,17.5,,,78.2,,64.7,48.0,-34.0,,191.3,-74.5,,27.0,61.6,,,,148.0,99.0,-15.9,,,,,,37.0,,,66.8,355.9,,False,,True,False,True,,,,True,,,True,,True,True,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
01103,93,158.0,,148.6,,138.0,366.0,146.0,,,,156.3,,,149.9,,,324.0,126.3,,254.6,109.0,,100.0,130.5,,,,148.0,129.0,217.2,,,,,,,,,84.5,334.4,65.0,,55.6,,45.0,273.0,53.0,,,,63.3,,,56.9,,,231.0,33.3,,161.6,16.0,,7.0,37.5,,,,55.0,36.0,124.2,,,,,,,,,-8.5,241.4,,True,,True,False,True,,,,True,,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
01105,4,0.0,,0.0,,8.0,60.0,21.0,,,,13.6,,,10.5,,,17.0,18.4,,14.1,,,0.0,7.2,,,,6.0,6.0,16.2,,,,,,,,,0.0,26.3,-4.0,,-4.0,,4.0,56.0,17.0,,,,9.6,,,6.5,,,13.0,14.4,,10.1,,,-4.0,3.2,,,,2.0,2.0,12.2,,,,,,,,,-4.0,22.3,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,True,,,,True,True,False,,,,,,,,,False,False
01107,37,30.0,,25.8,,31.0,124.0,31.0,,,,25.0,,,30.0,,,46.0,79.6,,41.4,,,48.0,44.8,,,,36.0,29.0,39.0,,,,,,,,,13.5,51.5,-7.0,,-11.2,,-6.0,87.0,-6.0,,,,-12.0,,,-7.0,,,9.0,42.6,,4.4,,,11.0,7.8,,,,-1.0,-8.0,2.0,,,,,,,,,-23.5,14.5,,False,,True,False,True,,,,False,,,True,,,False,False,,True,,,False,False,,,,True,False,True,,,,,,,,,False,False
01109,29,63.0,,66.2,,48.0,155.0,47.0,,,,45.9,,,54.1,,,65.0,29.0,,72.3,11.0,,34.0,47.0,,,,60.0,50.0,40.5,,,,,,,,,50.0,85.0,34.0,,37.2,,19.0,126.0,18.0,,,,16.9,,,25.1,,,36.0,0.0,,43.3,-18.0,,5.0,18.0,,,,31.0,21.0,11.5,,,,,,,,,21.0,56.0,,False,,True,False,True,,,,True,,,True,,,False,True,,False,True,,True,True,,,,True,True,True,,,,,,,,,True,False
01111,26,23.0,,22.8,,23.0,60.0,36.0,,,,21.8,,,33.2,,,48.0,15.5,,35.6,,,8.0,15.2,,,,27.0,20.0,28.8,,,,,,,,,17.0,40.1,-3.0,,-3.2,,-3.0,34.0,10.0,,,,-4.2,,,7.2,,,22.0,-10.5,,9.6,,,-18.0,-10.8,,,,1.0,-6.0,2.8,,,,,,,,,-9.0,14.1,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,True,,,,,,,,,False,False
01113,48,84.0,,80.7,,72.0,180.0,52.0,,,,62.2,,,122.0,,,116.0,54.5,,133.7,52.0,,48.0,64.5,,,,98.0,75.0,57.5,,,,,,,,,70.2,81.4,36.0,,32.7,,24.0,132.0,4.0,,,,14.2,,,74.0,,,68.0,6.5,,85.7,4.0,,0.0,16.5,,,,50.0,27.0,9.5,,,,,,,,,22.2,33.4,,True,,True,False,True,,,,True,,,False,,,False,True,,False,True,,True,True,,,,False,True,True,,,,,,,,,True,True
01115,130,156.0,,154.8,,155.0,355.0,186.0,,,,119.7,,,140.9,,,202.0,259.6,,217.4,36.0,,143.0,143.2,,,,157.0,134.0,196.2,,,,,,,,,135.2,230.9,26.0,,24.8,,25.0,225.0,56.0,,,,-10.3,,,10.9,,,72.0,129.6,,87.4,-94.0,,13.0,13.2,,,,27.0,4.0,66.2,,,,,,,,,5.2,100.9,,True,,True,False,False,,,,True,,,True,,,False,False,,False,False,,True,True,,,,False,True,False,,,,,,,,,True,False
01117,348,423.0,,467.1,,409.0,721.0,431.0,,,,319.4,,,351.4,,392.4,463.0,417.5,,495.8,221.5,,354.0,372.4,,,,467.0,361.0,571.2,,,,,,267.0,,,400.4,641.5,75.0,,119.1,,61.0,373.0,83.0,,,,-28.6,,,3.4,,44.4,115.0,69.5,,147.8,-126.5,,6.0,24.4,,,,119.0,13.0,223.2,,,,,,-81.0,,,52.4,293.5,,False,,True,False,False,,,,True,,,True,,True,False,True,,False,False,,True,True,,,,False,True,False,,,,,,False,,,True,False
01119,9,16.0,,16.0,,16.0,54.0,13.0,,,,12.0,,,20.6,,,22.0,24.5,,14.4,,,14.0,12.6,,,,21.0,10.0,14.8,,,,,,,,,20.0,23.8,7.0,,7.0,,7.0,45.0,4.0,,,,3.0,,,11.6,,,13.0,15.5,,5.4,,,5.0,3.6,,,,12.0,1.0,5.8,,,,,,,,,11.0,14.8,,False,,False,False,True,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,False,False
01121,134,118.0,,113.3,,126.0,357.0,159.0,,,,114.6,,,133.1,,,173.0,260.9,,177.4,45.0,,73.0,112.9,,,,187.0,119.0,161.9,,,,,,,,,134.6,181.3,-16.0,,-20.7,,-8.0,223.0,25.0,,,,-19.4,,,-0.9,,,39.0,126.9,,43.4,-89.0,,-61.0,-21.1,,,,53.0,-15.0,27.9,,,,,,,,,0.6,47.3,,False,,True,False,False,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,True,False,,,,,,,,,True,False
01123,91,20.0,,41.3,,45.0,214.0,86.0,,,,55.7,,,76.0,,,72.0,15.8,,118.6,32.0,,24.0,72.2,,,,,42.0,39.5,,,,,,,,,13.3,131.6,-71.0,,-49.7,,-46.0,123.0,-5.0,,,,-35.3,,,-15.0,,,-19.0,-75.2,,27.6,-59.0,,-67.0,-18.8,,,,,-49.0,-51.5,,,,,,,,,-77.7,40.6,,True,,True,False,True,,,,True,,,True,,,True,False,,True,True,,True,True,,,,,True,True,,,,,,,,,False,True
01125,323,408.0,,435.6,,406.0,823.0,446.0,,,,315.7,,,301.7,,402.6,450.0,446.6,,528.7,122.0,,225.0,344.1,,,,416.0,326.0,387.9,,,,,,403.0,,,488.8,544.8,85.0,,112.6,,83.0,500.0,123.0,,,,-7.3,,,-21.3,,79.6,127.0,123.6,,205.7,-201.0,,-98.0,21.1,,,,93.0,3.0,64.9,,,,,,80.0,,,165.8,221.8,,False,,True,False,False,,,,True,,,True,,True,False,False,,False,False,,False,True,,,,False,True,True,,,,,,True,,,False,False
01127,90,102.0,,104.5,,90.0,232.0,75.0,,,,76.4,,,79.4,,,167.0,60.5,,98.6,11.5,,53.0,75.6,,,,72.0,92.0,109.7,,,,,,,,,84.0,113.8,12.0,,14.5,,0.0,142.0,-15.0,,,,-13.6,,,-10.6,,,77.0,-29.5,,8.6,-78.5,,-37.0,-14.4,,,,-18.0,2.0,19.7,,,,,,,,,-6.0,23.8,,False,,True,False,False,,,,False,,,True,,,False,False,,True,False,,False,False,,,,False,True,False,,,,,,,,,True,False
01129,18,34.0,,34.2,,25.0,73.0,25.0,,,,19.1,,,35.6,,,38.0,7.9,,29.0,,,20.0,23.9,,,,28.0,26.0,23.9,,,,,,,,,32.4,66.5,16.0,,16.2,,7.0,55.0,7.0,,,,1.1,,,17.6,,,20.0,-10.1,,11.0,,,2.0,5.9,,,,10.0,8.0,5.9,,,,,,,,,14.4,48.5,,False,,True,False,True,,,,True,,,False,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
01131,11,24.0,,23.9,,19.0,60.0,33.0,,,,17.4,,,13.4,,,15.0,18.1,,29.8,,,13.0,15.6,,,,27.0,19.0,26.3,,,,,,,,,23.5,47.3,13.0,,12.9,,8.0,49.0,22.0,,,,6.4,,,2.4,,,4.0,7.1,,18.8,,,2.0,4.6,,,,16.0,8.0,15.3,,,,,,,,,12.5,36.3,,True,,True,False,False,,,,True,,,True,,,True,True,,False,,,True,True,,,,False,True,False,,,,,,,,,True,False
01133,14,27.0,,29.5,,24.0,87.0,18.0,,,,26.1,,,13.0,,,67.0,3.6,,34.2,,,6.0,17.1,,,,16.0,20.0,45.8,,,,,,,,,23.7,57.5,13.0,,15.5,,10.0,73.0,4.0,,,,12.1,,,-1.0,,,53.0,-10.4,,20.2,,,-8.0,3.1,,,,2.0,6.0,31.8,,,,,,,,,9.7,43.5,,False,,True,False,True,,,,True,,,True,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,,,,True,False
02013,6,90.0,,85.4,,54.0,208.0,,,,,28.7,,,21.4,,,,463.9,,69.6,,,2.0,49.0,,,,62.0,22.0,5.7,,,,,,,,,133.3,,84.0,,79.4,,48.0,202.0,,,,,22.7,,,15.4,,,,457.9,,63.6,,,-4.0,43.0,,,,56.0,16.0,-0.3,,,,,,,,,127.3,,,True,,True,False,,,,,True,,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,False,
02016,94,37.0,,35.9,,24.0,72.0,,,,,13.1,,,22.4,,,,36.8,,27.1,,,17.0,18.9,,,,45.0,29.0,13.3,,,,,,,,,35.9,,-57.0,,-58.1,,-70.0,-22.0,,,,,-80.9,,,-71.6,,,,-57.2,,-66.9,,,-77.0,-75.1,,,,-49.0,-65.0,-80.7,,,,,,,,,-58.1,,,False,,False,True,,,,,False,,,False,,,,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,
02020,296,339.0,,332.1,554.9,309.0,676.0,325.0,,,,220.7,,,191.5,,309.1,,194.4,,254.8,33.0,,109.0,255.6,,,,269.0,388.0,462.7,,,,,,153.0,,,331.1,,43.0,,36.1,258.9,13.0,380.0,29.0,,,,-75.3,,,-104.5,,13.1,,-101.6,,-41.2,-263.0,,-187.0,-40.4,,,,-27.0,92.0,166.7,,,,,,-143.0,,,35.1,,,True,False,True,False,True,,,,False,,,False,,True,,False,,True,False,,False,True,,,,True,False,False,,,,,,False,,,True,
02050,29,87.0,,82.5,,51.0,170.0,0.0,,,,49.7,,,17.4,,,,29.4,,77.3,,,0.0,43.4,,,,80.0,68.0,52.8,,,,,,,,,83.1,,58.0,,53.5,,22.0,141.0,-29.0,,,,20.7,,,-11.6,,,,0.4,,48.3,,,-29.0,14.4,,,,51.0,39.0,23.8,,,,,,,,,54.1,,,True,,True,False,True,,,,True,,,True,,,,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
02060,0,0.0,,0.0,,0.0,5.0,0.0,,,,,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,0.4,,,,,,,,,1.0,,0.0,,0.0,,0.0,5.0,0.0,,,,,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,0.4,,,,,,,,,1.0,,,True,,True,False,True,,,,,,,False,,,,False,,True,,,,True,,,,True,False,False,,,,,,,,,False,
02068,1,0.0,,0.0,,0.0,9.0,0.0,,,,0.5,,,0.8,,,,0.0,,1.1,,,1.0,0.1,,,,0.0,1.0,,,,,,,,,,1.8,,-1.0,,-1.0,,-1.0,8.0,-1.0,,,,-0.5,,,-0.2,,,,-1.0,,0.1,,,0.0,-0.9,,,,-1.0,0.0,,,,,,,,,,0.8,,,False,,False,False,False,,,,True,,,True,,,,True,,True,,,True,True,,,,False,True,,,,,,,,,,True,
02070,5,14.0,,13.3,,9.0,33.0,0.0,,,,3.0,,,10.1,,,,14.3,,4.8,,,4.0,4.7,,,,10.0,12.0,9.8,,,,,,,,,9.9,,9.0,,8.3,,4.0,28.0,-5.0,,,,-2.0,,,5.1,,,,9.3,,-0.2,,,-1.0,-0.3,,,,5.0,7.0,4.8,,,,,,,,,4.9,,,True,,True,False,True,,,,True,,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
02090,91,85.0,,83.2,,56.0,186.0,45.0,,,,60.3,,,73.3,,,,41.1,,67.8,11.5,,5.0,51.0,,,,74.0,101.0,76.4,,,,,,,,,60.7,,-6.0,,-7.8,,-35.0,95.0,-46.0,,,,-30.7,,,-17.7,,,,-49.9,,-23.2,-79.5,,-86.0,-40.0,,,,-17.0,10.0,-14.6,,,,,,,,,-30.3,,,False,,False,False,False,,,,False,,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,
02100,0,1.0,,0.6,,0.0,8.0,0.0,,,,0.0,,,1.3,,,,0.1,,1.1,,,1.0,0.2,,,,0.0,2.0,1.1,,,,,,,,,0.5,,1.0,,0.6,,0.0,8.0,0.0,,,,0.0,,,1.3,,,,0.1,,1.1,,,1.0,0.2,,,,0.0,2.0,1.1,,,,,,,,,0.5,,,True,,True,False,True,,,,True,,,False,,,,True,,False,,,False,True,,,,True,False,False,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,5.0,0.0,,,,,,,0.1,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,5.0,0.0,,,,,,,0.1,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,True,,True,False,True,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,
02110,12,14.0,,17.5,,16.0,62.0,24.0,,,,14.6,,,21.2,,,,68.1,,18.1,0.0,,3.0,10.9,,,,21.0,19.0,22.6,,,,,,,,,14.1,,2.0,,5.5,,4.0,50.0,12.0,,,,2.6,,,9.2,,,,56.1,,6.1,-12.0,,-9.0,-1.1,,,,9.0,7.0,10.6,,,,,,,,,2.1,,,False,,False,False,False,,,,False,,,False,,,,False,,False,False,,False,True,,,,False,False,False,,,,,,,,,False,
02122,20,34.0,,33.7,,29.0,100.0,27.0,,,,27.9,,,31.2,,,,10.9,,23.3,,,3.0,21.8,,,,25.0,57.0,35.2,,,,,,,,,34.0,,14.0,,13.7,,9.0,80.0,7.0,,,,7.9,,,11.2,,,,-9.1,,3.3,,,-17.0,1.8,,,,5.0,37.0,15.2,,,,,,,,,14.0,,,True,,True,False,True,,,,True,,,True,,,,True,,True,,,False,True,,,,True,False,False,,,,,,,,,True,
02130,31,16.0,,16.4,,11.0,37.0,0.0,,,,4.1,,,10.2,,,,16.6,,4.8,,,5.0,6.8,,,,11.0,16.0,,,,,,,,,,14.2,,-15.0,,-14.6,,-20.0,6.0,-31.0,,,,-26.9,,,-20.8,,,,-14.4,,-26.2,,,-26.0,-24.2,,,,-20.0,-15.0,,,,,,,,,,-16.8,,,True,,False,True,False,,,,False,,,False,,,,True,,False,,,False,False,,,,False,False,,,,,,,,,,False,
02150,11,1.0,,0.3,,2.0,44.0,0.0,,,,9.8,,,5.2,,,,8.9,,13.1,,,0.0,1.9,,,,,10.0,6.5,,,,,,,,,0.2,,-10.0,,-10.7,,-9.0,33.0,-11.0,,,,-1.2,,,-5.8,,,,-2.1,,2.1,,,-11.0,-9.1,,,,,-1.0,-4.5,,,,,,,,,-10.8,,,False,,True,False,False,,,,True,,,True,,,,True,,True,,,False,True,,,,,True,True,,,,,,,,,False,
02158,10,29.0,,35.9,,13.0,71.0,0.0,,,,,,,13.6,,,,10.8,,24.8,,,1.0,14.9,,,,34.0,,,,,,,,,,,,,19.0,,25.9,,3.0,61.0,-10.0,,,,,,,3.6,,,,0.8,,14.8,,,-9.0,4.9,,,,24.0,,,,,,,,,,,,,,False,,True,False,True,,,,,,,True,,,,True,,True,,,True,True,,,,False,,,,,,,,,,,,
02164,0,12.0,,12.5,,3.0,15.0,0.0,,,,,,,8.7,,,,0.3,,1.0,,,3.0,,,,,4.0,7.0,6.2,,,,,,,,,1.9,,12.0,,12.5,,3.0,15.0,0.0,,,,,,,8.7,,,,0.3,,1.0,,,3.0,,,,,4.0,7.0,6.2,,,,,,,,,1.9,,,False,,True,False,True,,,,,,,True,,,,True,,True,,,True,,,,,True,True,True,,,,,,,,,True,
02170,339,298.0,,307.5,,189.0,488.0,170.0,,,,97.8,,,168.0,,,,233.6,,103.1,6.0,,149.0,207.9,,,,284.0,244.0,133.5,,,,,,,,,277.3,,-41.0,,-31.5,,-150.0,149.0,-169.0,,,,-241.2,,,-171.0,,,,-105.4,,-235.9,-333.0,,-190.0,-131.1,,,,-55.0,-95.0,-205.5,,,,,,,,,-61.7,,,True,,False,False,False,,,,False,,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,
02180,2,7.0,,6.8,,6.0,24.0,0.0,,,,4.2,,,5.2,,,,3.5,,3.6,,,6.0,2.2,,,,5.0,10.0,12.2,,,,,,,,,6.6,,5.0,,4.8,,4.0,22.0,-2.0,,,,2.2,,,3.2,,,,1.5,,1.6,,,4.0,0.2,,,,3.0,8.0,10.2,,,,,,,,,4.6,,,True,,True,False,True,,,,True,,,True,,,,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,
02185,12,8.0,,4.9,,6.0,39.0,,,,,12.2,,,3.9,,,,0.8,,10.3,,,1.0,3.3,,,,5.0,9.0,15.8,,,,,,,,,6.2,,-4.0,,-7.1,,-6.0,27.0,,,,,0.2,,,-8.1,,,,-11.2,,-1.7,,,-11.0,-8.7,,,,-7.0,-3.0,3.8,,,,,,,,,-5.8,,,False,,False,False,,,,,True,,,False,,,,False,,True,,,False,False,,,,False,True,True,,,,,,,,,False,
02188,9,4.0,,2.3,,2.0,28.0,0.0,,,,7.9,,,4.9,,,,0.1,,12.7,,,0.0,1.5,,,,3.0,9.0,12.9,,,,,,,,,2.4,,-5.0,,-6.7,,-7.0,19.0,-9.0,,,,-1.1,,,-4.1,,,,-8.9,,3.7,,,-9.0,-7.5,,,,-6.0,0.0,3.9,,,,,,,,,-6.6,,,False,,False,False,False,,,,True,,,True,,,,False,,True,,,False,False,,,,False,True,True,,,,,,,,,False,
02195,3,2.0,,1.8,,1.0,16.0,0.0,,,,0.4,,,2.3,,,,19.3,,1.4,,,1.0,0.6,,,,,3.0,,,,,,,,,,,,-1.0,,-1.2,,-2.0,13.0,-3.0,,,,-2.6,,,-0.7,,,,16.3,,-1.6,,,-2.0,-2.4,,,,,0.0,,,,,,,,,,,,,False,,False,False,False,,,,False,,,True,,,,False,,False,,,False,False,,,,,True,,,,,,,,,,,
02198,0,1.0,,1.2,,0.0,9.0,0.0,,,,0.8,,,1.1,,,,0.1,,0.6,,,0.0,0.3,,,,0.0,,,,,,,,,,,,,1.0,,1.2,,0.0,9.0,0.0,,,,0.8,,,1.1,,,,0.1,,0.6,,,0.0,0.3,,,,0.0,,,,,,,,,,,,,,False,,True,False,True,,,,True,,,False,,,,True,,True,,,True,True,,,,True,,,,,,,,,,,,
02220,4,0.0,,0.1,,2.0,18.0,0.0,,,,2.5,,,3.6,,,,3.4,,3.4,,,5.0,0.3,,,,,6.0,3.7,,,,,,,,,1.9,,-4.0,,-3.9,,-2.0,14.0,-4.0,,,,-1.5,,,-0.4,,,,-0.6,,-0.6,,,1.0,-3.7,,,,,2.0,-0.3,,,,,,,,,-2.1,,,True,,True,False,False,,,,True,,,True,,,,True,,True,,,True,True,,,,,True,True,,,,,,,,,True,
02230,2,1.0,,1.0,,0.0,7.0,0.0,,,,0.1,,,1.6,,,,0.0,,0.3,,,0.0,0.1,,,,0.0,,,,,,,,,,,,,-1.0,,-1.0,,-2.0,5.0,-2.0,,,,-1.9,,,-0.4,,,,-2.0,,-1.7,,,-2.0,-1.9,,,,-2.0,,,,,,,,,,,,,,True,,False,False,False,,,,False,,,True,,,,False,,False,,,False,False,,,,False,,,,,,,,,,,,
