,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01021,59,109.0,,110.9,,88.0,187.0,76.0,,,,53.7,,,128.0,,,99.0,30.3,,65.1,22.0,,83.0,93.6,,,,91.0,73.0,107.2,,,,,,,,,106.8,96.2,50.0,,51.9,,29.0,128.0,17.0,,,,-5.3,,,69.0,,,40.0,-28.7,,6.1,-37.0,,24.0,34.6,,,,32.0,14.0,48.2,,,,,,,,,47.8,37.2,,False,,True,False,True,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,True
01023,3,3.0,,2.8,,5.0,28.0,5.0,,,,7.1,,,6.8,,,26.0,6.6,,9.8,,,0.0,1.7,,,,3.0,4.0,9.9,,,,,,,,,6.5,15.3,0.0,,-0.2,,2.0,25.0,2.0,,,,4.1,,,3.8,,,23.0,3.6,,6.8,,,-3.0,-1.3,,,,0.0,1.0,6.9,,,,,,,,,3.5,12.3,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
01025,34,57.0,,63.7,,53.0,157.0,84.0,,,,56.6,,,46.5,,,49.0,50.5,,79.6,,,30.0,47.8,,,,78.0,52.0,35.7,,,,,,,,,91.0,142.4,23.0,,29.7,,19.0,123.0,50.0,,,,22.6,,,12.5,,,15.0,16.5,,45.6,,,-4.0,13.8,,,,44.0,18.0,1.7,,,,,,,,,57.0,108.4,,False,,True,False,False,,,,True,,,True,,,True,True,,False,,,True,True,,,,False,True,True,,,,,,,,,False,False
01027,26,36.0,,36.2,,24.0,72.0,20.0,,,,18.0,,,18.2,,,30.0,15.3,,21.5,,,15.0,22.7,,,,29.0,25.0,33.7,,,,,,,,,33.2,42.6,10.0,,10.2,,-2.0,46.0,-6.0,,,,-8.0,,,-7.8,,,4.0,-10.7,,-4.5,,,-11.0,-3.3,,,,3.0,-1.0,7.7,,,,,,,,,7.2,16.6,,False,,True,False,True,,,,True,,,True,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,,,True,False
01029,17,16.0,,13.0,,19.0,67.0,25.0,,,,18.0,,,11.3,,,38.0,31.9,,31.6,,,1.0,14.1,,,,20.0,19.0,34.8,,,,,,,,,18.1,37.3,-1.0,,-4.0,,2.0,50.0,8.0,,,,1.0,,,-5.7,,,21.0,14.9,,14.6,,,-16.0,-2.9,,,,3.0,2.0,17.8,,,,,,,,,1.1,20.3,,False,,False,False,False,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
01031,51,77.0,,80.7,,79.0,210.0,121.0,,,,73.8,,,72.3,,,106.0,118.7,,124.5,35.0,,22.0,58.1,,,,96.0,77.0,74.3,,,,,,,,,84.4,173.3,26.0,,29.7,,28.0,159.0,70.0,,,,22.8,,,21.3,,,55.0,67.7,,73.5,-16.0,,-29.0,7.1,,,,45.0,26.0,23.3,,,,,,,,,33.4,122.3,,False,,False,False,False,,,,True,,,True,,,False,False,,False,True,,False,True,,,,False,False,True,,,,,,,,,False,False
01033,39,60.0,,69.1,,60.0,174.0,77.0,,,,74.6,,,57.3,,,142.0,55.4,,120.3,27.5,,16.0,48.7,,,,75.0,59.0,83.5,,,,,,,,,60.6,143.2,21.0,,30.1,,21.0,135.0,38.0,,,,35.6,,,18.3,,,103.0,16.4,,81.3,-11.5,,-23.0,9.7,,,,36.0,20.0,44.5,,,,,,,,,21.6,104.2,,False,,False,False,False,,,,False,,,True,,,False,True,,False,True,,False,True,,,,False,True,False,,,,,,,,,False,False
01035,14,19.0,,20.5,,18.0,52.0,23.0,,,,13.6,,,14.4,,,21.0,15.4,,18.3,,,8.0,12.1,,,,22.0,15.0,32.9,,,,,,,,,10.4,26.0,5.0,,6.5,,4.0,38.0,9.0,,,,-0.4,,,0.4,,,7.0,1.4,,4.3,,,-6.0,-1.9,,,,8.0,1.0,18.9,,,,,,,,,-3.6,12.0,,False,,True,False,False,,,,True,,,True,,,False,True,,True,,,False,True,,,,False,True,False,,,,,,,,,True,False
01037,22,90.0,,89.6,,55.0,137.0,51.0,,,,14.7,,,66.5,,,20.0,99.6,,26.5,,,77.0,54.5,,,,99.0,55.0,34.9,,,,,,,,,100.1,83.5,68.0,,67.6,,33.0,115.0,29.0,,,,-7.3,,,44.5,,,-2.0,77.6,,4.5,,,55.0,32.5,,,,77.0,33.0,12.9,,,,,,,,,78.1,61.5,,True,,True,False,True,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,,,False,True
01039,74,90.0,,108.4,,76.0,198.0,131.0,,,,57.2,,,56.7,,,75.0,185.6,,78.8,21.0,,67.0,69.1,,,,106.0,83.0,76.0,,,,,,,,,90.4,106.8,16.0,,34.4,,2.0,124.0,57.0,,,,-16.8,,,-17.3,,,1.0,111.6,,4.8,-53.0,,-7.0,-4.9,,,,32.0,9.0,2.0,,,,,,,,,16.4,32.8,,False,,True,False,False,,,,False,,,False,,,True,False,,True,False,,True,True,,,,False,True,True,,,,,,,,,False,False
01041,31,39.0,,41.3,,32.0,89.0,38.0,,,,20.5,,,26.8,,,26.0,29.9,,28.6,,,24.0,33.4,,,,37.0,32.0,28.0,,,,,,,,,45.7,64.6,8.0,,10.3,,1.0,58.0,7.0,,,,-10.5,,,-4.2,,,-5.0,-1.1,,-2.4,,,-7.0,2.4,,,,6.0,1.0,-3.0,,,,,,,,,14.7,33.6,,False,,True,False,True,,,,False,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,False,False
01043,35,65.0,,83.3,,85.0,240.0,98.0,,,,101.6,,,56.9,,,251.0,91.8,,164.2,82.5,,25.0,61.6,,,,84.0,56.0,164.1,,,,,,,,,24.8,168.7,30.0,,48.3,,50.0,205.0,63.0,,,,66.6,,,21.9,,,216.0,56.8,,129.2,47.5,,-10.0,26.6,,,,49.0,21.0,129.1,,,,,,,,,-10.2,133.7,,False,,False,False,False,,,,False,,,True,,,False,False,,False,False,,True,True,,,,False,True,False,,,,,,,,,True,False
01045,78,114.0,,118.3,,91.0,198.0,81.0,,,,66.0,,,131.2,,,108.0,67.9,,94.6,30.0,,78.0,91.6,,,,100.0,91.0,75.4,,,,,,,,,93.7,147.9,36.0,,40.3,,13.0,120.0,3.0,,,,-12.0,,,53.2,,,30.0,-10.1,,16.6,-48.0,,0.0,13.6,,,,22.0,13.0,-2.6,,,,,,,,,15.7,69.9,,False,,True,False,True,,,,True,,,False,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,,,,True,False
01047,50,10.0,,10.9,,21.0,113.0,34.0,,,,39.4,,,30.2,,,66.0,33.2,,51.7,25.0,,8.0,20.1,,,,,12.0,52.9,,,,,,,,,14.3,60.2,-40.0,,-39.1,,-29.0,63.0,-16.0,,,,-10.6,,,-19.8,,,16.0,-16.8,,1.7,-25.0,,-42.0,-29.9,,,,,-38.0,2.9,,,,,,,,,-35.7,10.2,,True,,True,False,True,,,,True,,,True,,,True,True,,True,True,,False,True,,,,,True,True,,,,,,,,,True,True
01049,56,83.0,,80.7,,74.0,266.0,128.0,,,,101.3,,,59.8,,,212.0,72.0,,143.4,59.5,,36.0,72.4,,,,79.0,67.0,103.1,,,,,,,,,51.6,137.6,27.0,,24.7,,18.0,210.0,72.0,,,,45.3,,,3.8,,,156.0,16.0,,87.4,3.5,,-20.0,16.4,,,,23.0,11.0,47.1,,,,,,,,,-4.4,81.6,,True,,True,False,False,,,,False,,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
01051,140,219.0,,219.7,,167.0,368.0,195.0,,,,146.7,,,160.2,,,155.0,169.1,,195.5,49.0,,113.0,149.5,,,,208.0,190.0,106.5,,,,,,,,,165.3,258.6,79.0,,79.7,,27.0,228.0,55.0,,,,6.7,,,20.2,,,15.0,29.1,,55.5,-91.0,,-27.0,9.5,,,,68.0,50.0,-33.5,,,,,,,,,25.3,118.6,,False,,True,False,True,,,,True,,,True,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,,,,True,False
01053,37,76.0,,74.5,,69.0,159.0,80.0,,,,55.0,,,63.8,,,77.0,52.0,,90.4,36.0,,34.0,53.1,,,,82.0,63.0,93.7,,,,,,,,,70.6,116.0,39.0,,37.5,,32.0,122.0,43.0,,,,18.0,,,26.8,,,40.0,15.0,,53.4,-1.0,,-3.0,16.1,,,,45.0,26.0,56.7,,,,,,,,,33.6,79.0,,True,,True,False,False,,,,True,,,True,,,False,True,,False,True,,True,True,,,,False,True,False,,,,,,,,,True,False
01055,106,156.0,,187.3,,156.0,414.0,166.0,,,,166.2,,,123.7,,,280.0,256.0,,199.8,40.5,,73.0,139.5,,,,149.0,156.0,183.5,,,,,,,,,141.3,276.7,50.0,,81.3,,50.0,308.0,60.0,,,,60.2,,,17.7,,,174.0,150.0,,93.8,-65.5,,-33.0,33.5,,,,43.0,50.0,77.5,,,,,,,,,35.3,170.7,,False,,False,False,False,,,,False,,,True,,,False,False,,False,False,,True,True,,,,True,False,False,,,,,,,,,True,False
01057,43,23.0,,25.5,,24.0,87.0,21.0,,,,24.4,,,11.4,,,43.0,23.6,,45.0,,,8.0,20.2,,,,31.0,23.0,43.6,,,,,,,,,17.3,64.0,-20.0,,-17.5,,-19.0,44.0,-22.0,,,,-18.6,,,-31.6,,,0.0,-19.4,,2.0,,,-35.0,-22.8,,,,-12.0,-20.0,0.6,,,,,,,,,-25.7,21.0,,True,,True,False,False,,,,True,,,False,,,True,True,,True,,,False,False,,,,True,False,True,,,,,,,,,False,False
01059,9,42.0,,42.8,,39.0,128.0,34.0,,,,47.4,,,24.2,,,95.0,26.5,,64.0,4.0,,19.0,30.4,,,,39.0,40.0,52.1,,,,,,,,,32.7,61.6,33.0,,33.8,,30.0,119.0,25.0,,,,38.4,,,15.2,,,86.0,17.5,,55.0,-5.0,,10.0,21.4,,,,30.0,31.0,43.1,,,,,,,,,23.7,52.6,,False,,True,False,True,,,,False,,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
01061,26,27.0,,22.7,,37.0,104.0,57.0,,,,33.3,,,32.3,,,58.0,39.8,,71.5,,,12.0,28.5,,,,31.0,26.0,68.5,,,,,,,,,30.8,91.9,1.0,,-3.3,,11.0,78.0,31.0,,,,7.3,,,6.3,,,32.0,13.8,,45.5,,,-14.0,2.5,,,,5.0,0.0,42.5,,,,,,,,,4.8,65.9,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,,,False,False
01063,14,25.0,,25.4,,17.0,62.0,20.0,,,,11.6,,,28.4,,,14.0,24.0,,15.5,,,17.0,17.5,,,,24.0,16.0,11.7,,,,,,,,,22.6,23.3,11.0,,11.4,,3.0,48.0,6.0,,,,-2.4,,,14.4,,,0.0,10.0,,1.5,,,3.0,3.5,,,,10.0,2.0,-2.3,,,,,,,,,8.6,9.3,,False,,True,False,True,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
01065,36,19.0,,22.0,,22.0,89.0,22.0,,,,28.0,,,23.7,,,31.0,26.6,,41.5,,,15.0,20.2,,,,25.0,19.0,33.6,,,,,,,,,7.9,67.9,-17.0,,-14.0,,-14.0,53.0,-14.0,,,,-8.0,,,-12.3,,,-5.0,-9.4,,5.5,,,-21.0,-15.8,,,,-11.0,-17.0,-2.4,,,,,,,,,-28.1,31.9,,True,,True,False,True,,,,True,,,True,,,True,True,,True,,,False,True,,,,True,False,True,,,,,,,,,False,False
01067,25,34.0,,36.5,,34.0,100.0,42.0,,,,25.3,,,23.6,,,35.0,74.6,,37.8,,,31.0,33.2,,,,43.0,32.0,42.7,,,,,,,,,37.8,66.1,9.0,,11.5,,9.0,75.0,17.0,,,,0.3,,,-1.4,,,10.0,49.6,,12.8,,,6.0,8.2,,,,18.0,7.0,17.7,,,,,,,,,12.8,41.1,,False,,False,False,False,,,,True,,,True,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,,,False,False
01069,118,173.0,,178.4,,160.0,367.0,147.0,,,,146.1,,,174.8,,,214.0,185.5,,258.5,100.0,,89.0,136.2,,,,173.0,145.0,299.6,,,,,,,,,126.5,344.3,55.0,,60.4,,42.0,249.0,29.0,,,,28.1,,,56.8,,,96.0,67.5,,140.5,-18.0,,-29.0,18.2,,,,55.0,27.0,181.6,,,,,,,,,8.5,226.3,,False,,True,False,True,,,,True,,,False,,,False,False,,False,True,,True,True,,,,False,True,False,,,,,,,,,True,False
01071,24,54.0,,43.2,,55.0,213.0,105.0,,,,76.3,,,42.6,,,145.0,56.5,,115.1,21.0,,13.0,48.4,,,,66.0,49.0,114.6,,,,,,,,,9.8,141.3,30.0,,19.2,,31.0,189.0,81.0,,,,52.3,,,18.6,,,121.0,32.5,,91.1,-3.0,,-11.0,24.4,,,,42.0,25.0,90.6,,,,,,,,,-14.2,117.3,,True,,False,False,False,,,,False,,,True,,,False,False,,False,True,,True,True,,,,False,True,False,,,,,,,,,True,False
01073,714,1042.0,,1025.1,1007.0,900.0,1869.0,934.0,,,,894.1,,,1065.0,,863.9,1340.0,929.1,,1342.9,631.0,,725.0,883.5,,,,1039.0,852.0,1061.9,,,,,,661.0,,,888.6,1731.4,328.0,,311.1,293.0,186.0,1155.0,220.0,,,,180.1,,,351.0,,149.9,626.0,215.1,,628.9,-83.0,,11.0,169.5,,,,325.0,138.0,347.9,,,,,,-53.0,,,174.6,1017.4,,True,True,True,False,True,,,,True,,,False,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
01075,16,10.0,,10.0,,12.0,56.0,14.0,,,,14.3,,,9.7,,,36.0,17.0,,19.9,,,10.0,12.1,,,,12.0,11.0,30.7,,,,,,,,,2.1,25.6,-6.0,,-6.0,,-4.0,40.0,-2.0,,,,-1.7,,,-6.3,,,20.0,1.0,,3.9,,,-6.0,-3.9,,,,-4.0,-5.0,14.7,,,,,,,,,-13.9,9.6,,False,,True,False,True,,,,True,,,False,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,,,False,False
01077,55,110.0,,110.9,,96.0,300.0,103.0,,,,105.3,,,128.1,,,242.0,95.5,,170.3,28.5,,78.0,96.0,,,,108.0,101.0,98.0,,,,,,,,,62.8,221.8,55.0,,55.9,,41.0,245.0,48.0,,,,50.3,,,73.1,,,187.0,40.5,,115.3,-26.5,,23.0,41.0,,,,53.0,46.0,43.0,,,,,,,,,7.8,166.8,,False,,True,False,True,,,,True,,,False,,,False,True,,False,True,,True,True,,,,True,True,True,,,,,,,,,True,False
01079,23,54.0,,54.5,,46.0,127.0,50.0,,,,39.5,,,58.4,,,102.0,41.0,,59.8,23.5,,43.0,45.4,,,,49.0,45.0,55.6,,,,,,,,,29.3,83.2,31.0,,31.5,,23.0,104.0,27.0,,,,16.5,,,35.4,,,79.0,18.0,,36.8,0.5,,20.0,22.4,,,,26.0,22.0,32.6,,,,,,,,,6.3,60.2,,False,,True,False,True,,,,True,,,False,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
01081,216,286.0,,286.6,,270.0,539.0,263.0,,,,241.4,,,234.8,,271.4,317.0,292.2,,418.6,140.0,,161.0,241.7,,,,347.0,215.0,204.6,,,,,,184.0,,,331.5,670.4,70.0,,70.6,,54.0,323.0,47.0,,,,25.4,,,18.8,,55.4,101.0,76.2,,202.6,-76.0,,-55.0,25.7,,,,131.0,-1.0,-11.4,,,,,,-32.0,,,115.5,454.4,,False,,True,False,True,,,,True,,,True,,True,False,False,,False,False,,True,True,,,,False,True,True,,,,,,True,,,False,False
