,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,540,1308.0,1875.0,,,,,1565.0,1912.0,585.2,1363.0,,591.4,,,768.0,1335.0,,,,,1025.0,1372.0,45.2,823.0,,51.4,,,False,,,,,False,False,True,False,,True,,
01023,46,48.0,8.0,,,,,395.0,6.1,116.3,42.0,,,,,2.0,-38.0,,,,,349.0,-39.9,70.3,-4.0,,,,,False,,,,,False,False,False,False,,,,
01025,799,1086.0,1740.0,,,,,677.0,516.9,470.6,1183.0,,668.3,,,287.0,941.0,,,,,-122.0,-282.1,-328.4,384.0,,-130.7,,,False,,,,,True,True,False,False,,True,,
01027,195,390.0,511.0,,,,,446.0,171.1,178.9,373.0,,,,,195.0,316.0,,,,,251.0,-23.9,-16.1,178.0,,,,,False,,,,,False,True,True,True,,,,
01029,237,426.0,204.0,,,,,563.0,188.9,201.7,369.5,,,,,189.0,-33.0,,,,,326.0,-48.1,-35.3,132.5,,,,,True,,,,,False,True,True,True,,,,
01031,1093,2568.0,5787.0,,,,,1559.0,1604.4,869.5,2413.0,,1752.5,,,1475.0,4694.0,,,,,466.0,511.4,-223.5,1320.0,,659.5,,,False,,,,,True,True,True,True,,True,,
01033,912,1944.0,2222.0,,,,,2241.0,830.6,1094.6,1762.5,,940.3,,,1032.0,1310.0,,,,,1329.0,-81.4,182.6,850.5,,28.3,,,False,,,,,False,True,True,True,,True,,
01035,159,240.0,341.0,,,,,283.0,706.0,132.3,205.0,,,,,81.0,182.0,,,,,124.0,547.0,-26.7,46.0,,,,,False,,,,,False,False,True,True,,,,
01037,280,330.0,716.0,,,,,271.0,804.1,118.4,410.0,,,,,50.0,436.0,,,,,-9.0,524.1,-161.6,130.0,,,,,False,,,,,True,False,False,False,,,,
01039,751,1182.0,3332.0,,,,,1168.0,1016.6,532.6,1321.0,,554.3,,,431.0,2581.0,,,,,417.0,265.6,-218.4,570.0,,-196.7,,,False,,,,,True,True,True,False,,True,,
01041,302,936.0,1138.0,,,,,399.0,363.0,314.6,800.0,,,,,634.0,836.0,,,,,97.0,61.0,12.6,498.0,,,,,False,,,,,True,True,True,True,,,,
01043,1157,2544.0,1311.0,,,,,3800.0,1298.8,1674.3,2176.5,,2001.2,,,1387.0,154.0,,,,,2643.0,141.8,517.3,1019.5,,844.2,,,True,,,,,False,True,True,True,,True,,
01045,900,1698.0,3564.0,,,,,1546.0,1289.8,1054.6,2489.0,,812.8,,,798.0,2664.0,,,,,646.0,389.8,154.6,1589.0,,-87.2,,,False,,,,,True,True,True,False,,True,,
01047,418,534.0,268.0,,,,,976.0,1128.9,563.7,446.0,,518.0,,,116.0,-150.0,,,,,558.0,710.9,145.7,28.0,,100.0,,,False,,,,,False,False,False,True,,True,,
01049,1047,2088.0,3876.0,,,,,3366.0,517.9,1237.1,1824.0,,1255.7,,,1041.0,2829.0,,,,,2319.0,-529.1,190.1,777.0,,208.7,,,False,,,,,False,True,True,True,,True,,
01051,1894,4254.0,5082.0,,,,,2318.0,3620.6,2184.4,3407.5,,2775.8,,,2360.0,3188.0,,,,,424.0,1726.6,290.4,1513.5,,881.8,,,False,,,,,True,True,True,True,,True,,
01053,787,1440.0,594.0,,,,,1153.0,1173.3,698.0,1483.0,,1000.7,,,653.0,-193.0,,,,,366.0,386.3,-89.0,696.0,,213.7,,,True,,,,,True,True,True,False,,True,,
01055,1984,4758.0,9427.0,,,,,4145.0,1031.9,2457.3,3227.0,,2723.6,,,2774.0,7443.0,,,,,2161.0,-952.1,473.3,1243.0,,739.6,,,False,,,,,True,True,True,True,,True,,
01057,421,630.0,404.0,,,,,624.0,128.0,264.8,719.0,,,,,209.0,-17.0,,,,,203.0,-293.0,-156.2,298.0,,,,,True,,,,,True,False,True,False,,,,
01059,440,1182.0,969.0,,,,,1567.0,643.6,515.4,1035.0,,521.8,,,742.0,529.0,,,,,1127.0,203.6,75.4,595.0,,81.8,,,True,,,,,False,True,True,True,,True,,
01061,489,972.0,1463.0,,,,,942.0,916.3,490.0,1274.0,,,,,483.0,974.0,,,,,453.0,427.3,1.0,785.0,,,,,False,,,,,True,True,True,False,,,,
01063,139,264.0,144.0,,,,,173.0,186.7,180.0,182.0,,,,,125.0,5.0,,,,,34.0,47.7,41.0,43.0,,,,,True,,,,,True,True,True,True,,,,
01065,406,984.0,600.0,,,,,452.0,218.0,343.1,773.0,,,,,578.0,194.0,,,,,46.0,-188.0,-62.9,367.0,,,,,True,,,,,True,True,True,True,,,,
01067,377,840.0,415.0,,,,,516.0,769.5,392.7,931.5,,,,,463.0,38.0,,,,,139.0,392.5,15.7,554.5,,,,,True,,,,,True,True,True,False,,,,
01069,1879,3948.0,6242.0,,,,,3016.0,5579.8,2032.8,4503.5,,3553.1,,,2069.0,4363.0,,,,,1137.0,3700.8,153.8,2624.5,,1674.1,,,False,,,,,True,False,True,False,,True,,
01071,866,2100.0,3848.0,,,,,2270.0,1819.4,991.4,1998.5,,865.7,,,1234.0,2982.0,,,,,1404.0,953.4,125.4,1132.5,,-0.3,,,False,,,,,False,True,True,True,,True,,
01073,11684,28638.0,56628.0,,,,,22452.0,16565.8,15648.5,28090.0,,13308.9,23899.0,,16954.0,44944.0,,,,,10768.0,4881.8,3964.5,16406.0,,1624.9,12215.0,,False,,,,,True,True,True,True,,True,True,
01075,163,378.0,241.0,,,,,434.0,126.4,227.6,386.0,,,,,215.0,78.0,,,,,271.0,-36.6,64.6,223.0,,,,,True,,,,,False,True,True,False,,,,
01077,1366,3216.0,2156.0,,,,,3777.0,1496.8,1824.3,2574.5,,1391.8,,,1850.0,790.0,,,,,2411.0,130.8,458.3,1208.5,,25.8,,,True,,,,,False,True,True,True,,True,,
01079,479,1278.0,1849.0,,,,,1509.0,448.0,626.9,1053.0,,728.6,,,799.0,1370.0,,,,,1030.0,-31.0,147.9,574.0,,249.6,,,False,,,,,False,True,True,True,,True,,
01081,3281,5940.0,16462.0,,,,,4374.0,4349.8,2900.8,7537.5,,4177.4,9848.0,,2659.0,13181.0,,,,,1093.0,1068.8,-380.2,4256.5,,896.4,6567.0,,False,,,,,True,True,True,False,,True,False,
01083,1705,3336.0,6274.0,,,,,3411.0,1162.4,1839.6,3172.0,,2400.6,,,1631.0,4569.0,,,,,1706.0,-542.6,134.6,1467.0,,695.6,,,False,,,,,False,True,True,True,,True,,
01085,253,540.0,500.0,,,,,165.0,601.4,167.9,630.0,,,,,287.0,247.0,,,,,-88.0,348.4,-85.1,377.0,,,,,True,,,,,True,False,True,False,,,,
01087,310,426.0,452.0,,,,,344.0,134.3,257.6,382.0,,,,,116.0,142.0,,,,,34.0,-175.7,-52.4,72.0,,,,,False,,,,,True,False,True,True,,,,
01089,6650,12624.0,16729.0,,,,,11826.0,7609.8,7743.4,12611.5,,6493.5,11355.0,,5974.0,10079.0,,,,,5176.0,959.8,1093.4,5961.5,,-156.5,4705.0,,False,,,,,True,True,True,True,,True,True,
01091,369,678.0,469.0,,,,,543.0,80.4,340.8,522.5,,,,,309.0,100.0,,,,,174.0,-288.6,-28.2,153.5,,,,,True,,,,,True,True,True,True,,,,
01093,426,1020.0,1623.0,,,,,1044.0,561.7,555.2,946.0,,510.9,,,594.0,1197.0,,,,,618.0,135.7,129.2,520.0,,84.9,,,False,,,,,False,True,True,True,,True,,
01095,1346,3156.0,4989.0,,,,,3875.0,1082.5,1700.3,2070.5,,1416.1,,,1810.0,3643.0,,,,,2529.0,-263.5,354.3,724.5,,70.1,,,False,,,,,False,True,True,True,,True,,
01097,7023,11010.0,7789.0,,,,,11714.0,9965.0,9097.4,12396.0,,6484.1,7101.0,,3987.0,766.0,,,,,4691.0,2942.0,2074.4,5373.0,,-538.9,78.0,,True,,,,,False,True,True,False,,True,True,
01099,275,882.0,1154.0,,,,,543.0,733.4,429.4,802.0,,,,,607.0,879.0,,,,,268.0,458.4,154.4,527.0,,,,,False,,,,,True,True,True,True,,,,
01101,4318,9498.0,11328.0,,,,,5726.0,5151.6,3282.0,9586.5,,5552.1,17542.0,,5180.0,7010.0,,,,,1408.0,833.6,-1036.0,5268.5,,1234.1,13224.0,,False,,,,,True,True,True,False,,True,False,
01103,1834,4332.0,7042.0,,,,,4901.0,1627.3,2529.8,3586.0,,1949.1,,,2498.0,5208.0,,,,,3067.0,-206.7,695.8,1752.0,,115.1,,,False,,,,,False,True,True,True,,True,,
01105,163,252.0,328.0,,,,,210.0,209.5,160.0,233.0,,,,,89.0,165.0,,,,,47.0,46.5,-3.0,70.0,,,,,False,,,,,True,True,True,True,,,,
01107,342,684.0,504.0,,,,,614.0,219.7,353.3,551.0,,,,,342.0,162.0,,,,,272.0,-122.3,11.3,209.0,,,,,True,,,,,True,True,True,True,,,,
01109,579,1752.0,3947.0,,,,,860.0,1196.9,544.8,1602.5,,1068.8,,,1173.0,3368.0,,,,,281.0,617.9,-34.2,1023.5,,489.8,,,False,,,,,True,True,True,True,,True,,
01111,268,402.0,665.0,,,,,701.0,553.2,272.1,446.0,,,,,134.0,397.0,,,,,433.0,285.2,4.1,178.0,,,,,False,,,,,False,False,True,False,,,,
01113,932,1260.0,2216.0,,,,,1437.0,2060.5,954.2,1337.0,,1003.1,,,328.0,1284.0,,,,,505.0,1128.5,22.2,405.0,,71.1,,,False,,,,,False,False,True,False,,True,,
01115,1538,2748.0,4538.0,,,,,2604.0,1687.0,1879.4,2408.5,,700.4,,,1210.0,3000.0,,,,,1066.0,149.0,341.4,870.5,,-837.6,,,False,,,,,True,True,True,True,,True,,
01117,4116,8490.0,7888.0,,,,,6911.0,3894.0,4133.5,6893.5,,3040.4,8208.0,,4374.0,3772.0,,,,,2795.0,-222.0,17.5,2777.5,,-1075.6,4092.0,,True,,,,,True,True,True,True,,True,True,
01119,94,144.0,29.0,,,,,249.0,56.0,284.1,58.0,,,,,50.0,-65.0,,,,,155.0,-38.0,190.1,-36.0,,,,,False,,,,,False,True,False,True,,,,
01121,1625,3072.0,1735.0,,,,,2695.0,1890.2,1495.1,4037.5,,2319.4,,,1447.0,110.0,,,,,1070.0,265.2,-129.9,2412.5,,694.4,,,True,,,,,True,True,True,False,,True,,
01123,1024,870.0,443.0,,,,,1127.0,363.2,568.5,685.5,,387.0,,,-154.0,-581.0,,,,,103.0,-660.8,-455.5,-338.5,,-637.0,,,False,,,,,True,False,False,False,,False,,
01125,3675,6690.0,20115.0,,,,,6704.0,3751.6,4301.0,6127.0,,3980.8,11167.0,,3015.0,16440.0,,,,,3029.0,76.6,626.0,2452.0,,305.8,7492.0,,False,,,,,False,True,True,True,,True,False,
01127,729,2142.0,3831.0,,,,,2496.0,970.2,1192.8,2168.5,,1520.3,,,1413.0,3102.0,,,,,1767.0,241.2,463.8,1439.5,,791.3,,,False,,,,,False,True,True,False,,True,,
01129,236,606.0,449.0,,,,,574.0,301.6,249.9,477.0,,,,,370.0,213.0,,,,,338.0,65.6,13.9,241.0,,,,,True,,,,,True,True,True,True,,,,
01131,236,420.0,672.0,,,,,169.0,154.9,196.1,418.0,,,,,184.0,436.0,,,,,-67.0,-81.1,-39.9,182.0,,,,,False,,,,,True,True,True,True,,,,
01133,267,924.0,1084.0,,,,,960.0,302.2,465.9,717.0,,563.4,,,657.0,817.0,,,,,693.0,35.2,198.9,450.0,,296.4,,,False,,,,,False,True,True,True,,True,,
02013,317,0.0,0.0,,,,,,110.8,0.6,0.0,,,,,-317.0,-317.0,,,,,,-206.2,-316.4,-317.0,,,,,False,,,,,,True,True,False,,,,
02016,267,114.0,,,,,,,378.1,261.0,49.0,,,,,-153.0,,,,,,,111.1,-6.0,-218.0,,,,,,,,,,,True,True,False,,,,
02020,2365,4566.0,4916.0,,,,,,3724.4,2881.4,4486.0,,6923.1,3073.0,,2201.0,2551.0,,,,,,1359.4,516.4,2121.0,,4558.1,708.0,,False,,,,,,True,True,True,,False,True,
02050,762,1428.0,0.0,,,,,,5593.2,528.0,192.5,,,,,666.0,-762.0,,,,,,4831.2,-234.0,-569.5,,,,,False,,,,,,False,True,True,,,,
02060,0,0.0,0.0,,,,,,1.9,0.0,,,,,,0.0,0.0,,,,,,1.9,0.0,,,,,,True,,,,,,False,True,,,,,
02068,9,0.0,0.0,,,,,,0.0,6.9,13.0,,,,,-9.0,-9.0,,,,,,-9.0,-2.1,4.0,,,,,False,,,,,,True,True,True,,,,
02070,51,132.0,,,,,,,802.2,34.8,34.0,,,,,81.0,,,,,,,751.2,-16.2,-17.0,,,,,,,,,,,False,True,True,,,,
02090,785,1764.0,,,,,,,2223.8,890.4,1696.5,,1274.5,,,979.0,,,,,,,1438.8,105.4,911.5,,489.5,,,,,,,,,False,True,True,,True,,
02100,4,6.0,0.0,,,,,,315.0,15.8,6.0,,,,,2.0,-4.0,,,,,,311.0,11.8,2.0,,,,,False,,,,,,False,False,False,,,,
02105,0,0.0,0.0,,,,,,6.2,0.0,,,,,,0.0,0.0,,,,,,6.2,0.0,,,,,,True,,,,,,False,True,,,,,
02110,155,78.0,19.0,,,,,,128.8,302.4,21.0,,,,,-77.0,-136.0,,,,,,-26.2,147.4,-134.0,,,,,False,,,,,,True,False,False,,,,
02122,236,564.0,519.0,,,,,,104.8,393.3,1238.0,,248.4,,,328.0,283.0,,,,,,-131.2,157.3,1002.0,,12.4,,,True,,,,,,True,True,False,,True,,
02130,82,78.0,,,,,,,2560.3,39.6,91.0,,,,,-4.0,,,,,,,2478.3,-42.4,9.0,,,,,,,,,,,False,False,False,,,,
02150,94,210.0,,,,,,,37.6,195.3,82.0,,,,,116.0,,,,,,,-56.4,101.3,-12.0,,,,,,,,,,,True,True,True,,,,
02158,268,498.0,,,,,,,2967.7,315.6,75.0,,,,,230.0,,,,,,,2699.7,47.6,-193.0,,,,,,,,,,,False,True,True,,,,
02164,22,18.0,0.0,,,,,,169.6,12.4,15.0,,,,,-4.0,-22.0,,,,,,147.6,-9.6,-7.0,,,,,False,,,,,,False,False,False,,,,
02170,1466,2214.0,2220.0,,,,,,2269.0,1000.3,1893.0,,1737.0,,,748.0,754.0,,,,,,803.0,-465.7,427.0,,271.0,,,False,,,,,,False,True,True,,True,,
02180,39,24.0,0.0,,,,,,129.8,39.5,0.0,,,,,-15.0,-39.0,,,,,,90.8,0.5,-39.0,,,,,False,,,,,,False,True,False,,,,
02185,153,216.0,0.0,,,,,,74.5,128.4,213.0,,,,,63.0,-153.0,,,,,,-78.5,-24.6,60.0,,,,,False,,,,,,False,True,True,,,,
02188,108,444.0,,,,,,,97.7,40.9,265.0,,,,,336.0,,,,,,,-10.3,-67.1,157.0,,,,,,,,,,,True,True,True,,,,
02195,16,42.0,,,,,,,1455.1,7.4,12.0,,,,,26.0,,,,,,,1439.1,-8.6,-4.0,,,,,,,,,,,False,True,True,,,,
02198,3,12.0,0.0,,,,,,10.7,30.4,18.0,,,,,9.0,-3.0,,,,,,7.7,27.4,15.0,,,,,True,,,,,,True,False,False,,,,
02220,36,48.0,0.0,,,,,,0.5,31.7,11.0,,,,,12.0,-36.0,,,,,,-35.5,-4.3,-25.0,,,,,False,,,,,,False,True,False,,,,
02230,3,0.0,0.0,,,,,,0.4,12.8,6.0,,,,,-3.0,-3.0,,,,,,-2.6,9.8,3.0,,,,,False,,,,,,True,False,False,,,,
02240,36,42.0,,,,,,,3.5,32.2,2.0,,,,,6.0,,,,,,,-32.5,-3.8,-34.0,,,,,,,,,,,False,True,False,,,,
02261,81,114.0,,,,,,,773.0,125.6,50.0,,,,,33.0,,,,,,,692.0,44.6,-31.0,,,,,,,,,,,False,False,True,,,,
02275,3,0.0,0.0,,,,,,1051.2,25.0,6.0,,,,,-3.0,-3.0,,,,,,1048.2,22.0,3.0,,,,,False,,,,,,False,False,False,,,,
02282,7,42.0,,,,,,,220.6,3.9,10.0,,,,,35.0,,,,,,,213.6,-3.1,3.0,,,,,,,,,,,False,True,True,,,,
02290,95,156.0,,,,,,,353.6,25.7,175.0,,,,,61.0,,,,,,,258.6,-69.3,80.0,,,,,,,,,,,False,False,False,,,,
04001,2043,3240.0,3479.0,,,,,3256.0,5749.8,1635.1,2093.0,,2789.8,,,1197.0,1436.0,,,,,1213.0,3706.8,-407.9,50.0,,746.8,,,False,,,,,False,False,True,True,,True,,
04003,2262,6384.0,4965.0,,,,,3816.0,1990.8,4357.7,4603.5,,3932.1,,,4122.0,2703.0,,,,,1554.0,-271.2,2095.7,2341.5,,1670.1,,,True,,,,,True,True,True,True,,True,,
04005,3599,7038.0,6674.0,,,,,4408.0,6708.9,3202.0,7712.0,,3191.9,10902.0,,3439.0,3075.0,,,,,809.0,3109.9,-397.0,4113.0,,-407.1,7303.0,,True,,,,,True,True,True,False,,True,False,
04007,1336,2460.0,2380.0,,,,,2151.0,2421.5,1064.1,2081.0,,1204.1,,,1124.0,1044.0,,,,,815.0,1085.5,-271.9,745.0,,-131.9,,,True,,,,,True,True,True,True,,True,,
04009,1250,3852.0,4759.0,,,,,1444.0,1887.8,915.0,1715.5,,2007.4,,,2602.0,3509.0,,,,,194.0,637.8,-335.0,465.5,,757.4,,,False,,,,,True,True,True,True,,True,,
04011,93,300.0,,,,,,418.0,455.4,117.8,232.0,,,,,207.0,,,,,,325.0,362.4,24.8,139.0,,,,,,,,,,False,False,True,True,,,,
04012,564,1776.0,2184.0,,,,,1623.0,2304.2,692.0,2062.0,,,,,1212.0,1620.0,,,,,1059.0,1740.2,128.0,1498.0,,,,,False,,,,,True,False,True,False,,,,
04013,128946,261042.0,489965.0,,,,,195711.0,468455.2,144763.0,259158.0,,148757.3,434251.0,,132096.0,361019.0,,,,,66765.0,339509.2,15817.0,130212.0,,19811.3,305305.0,,False,,,,,True,False,True,True,,True,False,
04015,5785,11820.0,12837.0,,,,,6498.0,15480.7,8709.4,10326.5,,8468.1,11383.0,,6035.0,7052.0,,,,,713.0,9695.7,2924.4,4541.5,,2683.1,5598.0,,False,,,,,True,False,True,True,,True,True,
04017,3078,4728.0,2607.0,,,,,4813.0,6688.4,3238.0,3153.5,,4616.7,,,1650.0,-471.0,,,,,1735.0,3610.4,160.0,75.5,,1538.7,,,True,,,,,False,False,True,True,,True,,
04019,27452,52488.0,101072.0,,,,,44445.0,38542.3,36557.2,44871.0,,26679.4,53877.0,,25036.0,73620.0,,,,,16993.0,11090.3,9105.2,17419.0,,-772.6,26425.0,,False,,,,,True,True,True,True,,True,False,
04021,12474,26868.0,20676.0,,,,,17581.0,22835.7,12064.2,27058.0,,16937.6,34713.0,,14394.0,8202.0,,,,,5107.0,10361.7,-409.8,14584.0,,4463.6,22239.0,,True,,,,,True,True,True,False,,True,False,
04023,991,2664.0,1584.0,,,,,2063.0,2574.2,1453.1,1938.5,,1178.8,,,1673.0,593.0,,,,,1072.0,1583.2,462.1,947.5,,187.8,,,True,,,,,True,True,True,True,,True,,
04025,3597,9690.0,13255.0,,,,,7503.0,6340.1,7024.7,7350.0,,4141.9,9018.0,,6093.0,9658.0,,,,,3906.0,2743.1,3427.7,3753.0,,544.9,5421.0,,False,,,,,True,True,True,True,,True,True,
04027,5405,14832.0,3846.0,,,,,11192.0,8754.3,6027.7,11468.0,,7242.5,13221.0,,9427.0,-1559.0,,,,,5787.0,3349.3,622.7,6063.0,,1837.5,7816.0,,True,,,,,True,True,True,True,,True,True,
05001,484,756.0,732.0,,,,,608.0,519.8,284.6,556.0,,,,,272.0,248.0,,,,,124.0,35.8,-199.4,72.0,,,,,True,,,,,True,True,True,True,,,,
05003,348,576.0,890.0,,,,,728.0,366.0,322.9,456.5,,,,,228.0,542.0,,,,,380.0,18.0,-25.1,108.5,,,,,False,,,,,False,True,True,True,,,,
05005,449,1242.0,1499.0,,,,,972.0,2290.3,524.5,1019.0,,,,,793.0,1050.0,,,,,523.0,1841.3,75.5,570.0,,,,,False,,,,,True,False,True,True,,,,
05007,6181,11442.0,16565.0,,,,,9382.0,25385.2,6062.3,12849.0,,8790.5,13755.0,,5261.0,10384.0,,,,,3201.0,19204.2,-118.7,6668.0,,2609.5,7574.0,,False,,,,,True,False,True,False,,True,False,
05009,764,1176.0,1626.0,,,,,973.0,1119.9,596.1,1045.5,,,,,412.0,862.0,,,,,209.0,355.9,-167.9,281.5,,,,,False,,,,,True,True,True,True,,,,
05011,241,624.0,476.0,,,,,353.0,275.5,233.6,334.0,,,,,383.0,235.0,,,,,112.0,34.5,-7.4,93.0,,,,,True,,,,,True,True,True,True,,,,
05013,122,144.0,35.0,,,,,187.0,177.9,96.9,108.0,,,,,22.0,-87.0,,,,,65.0,55.9,-25.1,-14.0,,,,,False,,,,,False,False,False,True,,,,
05015,456,834.0,1338.0,,,,,592.0,769.9,473.5,738.5,,,,,378.0,882.0,,,,,136.0,313.9,17.5,282.5,,,,,False,,,,,True,True,True,True,,,,
05017,120,282.0,,,,,,338.0,181.1,210.0,213.0,,,,,162.0,,,,,,218.0,61.1,90.0,93.0,,,,,,,,,,False,True,True,True,,,,
05019,474,642.0,257.0,,,,,738.0,519.1,360.1,555.0,,,,,168.0,-217.0,,,,,264.0,45.1,-113.9,81.0,,,,,False,,,,,False,True,True,True,,,,
05021,251,444.0,366.0,,,,,430.0,255.3,238.3,607.0,,,,,193.0,115.0,,,,,179.0,4.3,-12.7,356.0,,,,,True,,,,,True,True,True,False,,,,
05023,373,1074.0,1078.0,,,,,825.0,2256.1,432.6,1112.5,,,,,701.0,705.0,,,,,452.0,1883.1,59.6,739.5,,,,,False,,,,,True,False,True,False,,,,
05025,283,288.0,133.0,,,,,286.0,314.3,116.5,157.0,,,,,5.0,-150.0,,,,,3.0,31.3,-166.5,-126.0,,,,,False,,,,,True,False,False,False,,,,
05027,401,618.0,758.0,,,,,858.0,483.4,296.7,373.0,,,,,217.0,357.0,,,,,457.0,82.4,-104.3,-28.0,,,,,False,,,,,False,True,True,True,,,,
05029,516,1332.0,1621.0,,,,,838.0,1160.3,487.5,1400.5,,,,,816.0,1105.0,,,,,322.0,644.3,-28.5,884.5,,,,,False,,,,,True,True,True,False,,,,
05031,1733,4236.0,8869.0,,,,,3838.0,2180.8,2374.1,3481.5,,2937.2,,,2503.0,7136.0,,,,,2105.0,447.8,641.1,1748.5,,1204.2,,,False,,,,,True,True,True,True,,True,,
05033,1654,2592.0,3656.0,,,,,3243.0,4879.6,1314.4,2473.0,,,,,938.0,2002.0,,,,,1589.0,3225.6,-339.6,819.0,,,,,False,,,,,False,False,True,True,,,,
05035,912,1950.0,4673.0,,,,,1255.0,786.9,839.7,1593.0,,1602.0,,,1038.0,3761.0,,,,,343.0,-125.1,-72.3,681.0,,690.0,,,False,,,,,True,True,True,True,,True,,
05037,299,894.0,842.0,,,,,599.0,837.4,326.9,627.0,,,,,595.0,543.0,,,,,300.0,538.4,27.9,328.0,,,,,True,,,,,True,True,True,True,,,,
05039,169,324.0,285.0,,,,,242.0,95.2,95.1,147.0,,,,,155.0,116.0,,,,,73.0,-73.8,-73.9,-22.0,,,,,True,,,,,True,True,True,True,,,,
05041,272,366.0,101.0,,,,,284.0,142.7,191.9,209.0,,,,,94.0,-171.0,,,,,12.0,-129.3,-80.1,-63.0,,,,,False,,,,,True,False,True,True,,,,
05043,339,786.0,751.0,,,,,667.0,248.7,361.9,781.5,,,,,447.0,412.0,,,,,328.0,-90.3,22.9,442.5,,,,,True,,,,,True,True,True,True,,,,
05045,2689,5658.0,5854.0,,,,,3923.0,8335.0,2377.0,5786.5,,6514.8,,,2969.0,3165.0,,,,,1234.0,5646.0,-312.0,3097.5,,3825.8,,,False,,,,,True,False,True,False,,False,,
