,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,965,1088.0,,,,1908.0,,655.4,,,543.3,,,123.0,,,,943.0,,-309.6,,,-421.7,,,,,,False,,False,,,False,,
01023,61,104.0,,,,569.0,,204.7,,,,,,43.0,,,,508.0,,143.7,,,,,,,,,False,,False,,,,,
01025,1135,872.0,,,,909.0,,1451.0,,,527.5,,,-263.0,,,,-226.0,,316.0,,,-607.5,,,,,,True,,False,,,False,,
01027,315,408.0,,,,538.0,,239.7,,,,,,93.0,,,,223.0,,-75.3,,,,,,,,,False,,True,,,,,
01029,361,400.0,,,,678.0,,404.6,,,,,,39.0,,,,317.0,,43.6,,,,,,,,,False,,False,,,,,
01031,1805,1912.0,,,,1730.0,,1746.4,,,1447.8,,,107.0,,,,-75.0,,-58.6,,,-357.2,,,,,,True,,True,,,False,,
01033,1565,2488.0,,,,2832.0,,829.0,,,1037.9,,,923.0,,,,1267.0,,-736.0,,,-527.1,,,,,,False,,True,,,True,,
01035,240,168.0,,,,395.0,,41.6,0.0,,,,,-72.0,,,,155.0,,-198.4,-240.0,,,,,,,,False,,False,False,,,,
01037,381,184.0,,,,314.0,,46.8,0.0,,,,,-197.0,,,,-67.0,,-334.2,-381.0,,,,,,,,True,,False,False,,,,
01039,1106,744.0,,,,1336.0,,671.3,205.0,,638.9,,,-362.0,,,,230.0,,-434.7,-901.0,,-467.1,,,,,,True,,False,False,,False,,
01041,522,560.0,,,,416.0,,1166.8,52.7,,,,,38.0,,,,-106.0,,644.8,-469.3,,,,,,,,False,,False,False,,,,
01043,2098,3872.0,,,,4735.0,,2059.4,779.6,,2643.9,,,1774.0,,,,2637.0,,-38.6,-1318.4,,545.9,,,,,,False,,True,True,,True,,
01045,1425,1376.0,,,,1733.0,,1672.7,339.7,,554.0,,,-49.0,,,,308.0,,247.7,-1085.3,,-871.0,,,,,,False,,False,False,,False,,
01047,649,728.0,,,,1189.0,,335.4,0.0,,306.9,,,79.0,,,,540.0,,-313.6,-649.0,,-342.1,,,,,,False,,False,False,,False,,
01049,1689,2800.0,,,,4160.0,,2350.7,551.0,,1774.2,,,1111.0,,,,2471.0,,661.7,-1138.0,,85.2,,,,,,False,,True,False,,True,,
01051,3287,3752.0,,,,2798.0,,4073.7,364.5,,2287.0,,,465.0,,,,-489.0,,786.7,-2922.5,,-1000.0,,,,,,False,,False,False,,False,,
01053,1221,1120.0,,,,1452.0,,834.8,106.1,,894.0,,,-101.0,,,,231.0,,-386.2,-1114.9,,-327.0,,,,,,False,,False,False,,False,,
01055,3423,6368.0,,,,5453.0,,3314.1,811.4,,2457.9,,,2945.0,,,,2030.0,,-108.9,-2611.6,,-965.1,,,,,,True,,True,True,,True,,
01057,601,696.0,,,,747.0,,282.2,71.5,,,,,95.0,,,,146.0,,-318.8,-529.5,,,,,,,,False,,False,False,,,,
01059,819,992.0,,,,1886.0,,461.6,113.2,,390.9,,,173.0,,,,1067.0,,-357.4,-705.8,,-428.1,,,,,,False,,False,False,,False,,
01061,786,816.0,,,,1047.0,,381.4,126.4,,,,,30.0,,,,261.0,,-404.6,-659.6,,,,,,,,False,,False,False,,,,
01063,240,336.0,,,,249.0,,158.9,0.0,,,,,96.0,,,,9.0,,-81.1,-240.0,,,,,,,,True,,True,False,,,,
01065,689,904.0,,,,528.0,,1388.3,60.3,,,,,215.0,,,,-161.0,,699.3,-628.7,,,,,,,,True,,False,False,,,,
01067,641,632.0,,,,537.0,,1029.3,92.1,,,,,-9.0,,,,-104.0,,388.3,-548.9,,,,,,,,False,,False,False,,,,
01069,3120,2752.0,,,,3359.0,,2658.4,604.4,,1367.6,,,-368.0,,,,239.0,,-461.6,-2515.6,,-1752.4,,,,,,True,,False,False,,False,,
01071,1549,1944.0,,,,2808.0,,365.6,0.0,,1068.4,,,395.0,,,,1259.0,,-1183.4,-1549.0,,-480.6,,,,,,False,,False,False,,False,,
01073,20800,33488.0,,,,32714.0,,27891.1,7235.5,,17336.8,15478.0,,12688.0,,,,11914.0,,7091.1,-13564.5,,-3463.2,-5322.0,,,,,True,,True,False,,True,True,
01075,286,544.0,,,,575.0,,529.4,37.7,,,,,258.0,,,,289.0,,243.4,-248.3,,,,,,,,False,,True,True,,,,
01077,2476,4064.0,,,,4848.0,,2055.5,973.6,,1389.2,,,1588.0,,,,2372.0,,-420.5,-1502.4,,-1086.8,,,,,,False,,True,True,,True,,
01079,870,1480.0,,,,1864.0,,1353.0,81.0,,,,,610.0,,,,994.0,,483.0,-789.0,,,,,,,,False,,True,False,,,,
01081,4979,4136.0,,,,4843.0,,5073.1,1.5,,3146.7,2333.0,,-843.0,,,,-136.0,,94.1,-4977.5,,-1832.3,-2646.0,,,,,True,,True,False,,False,False,
01083,2774,4448.0,,,,4294.0,,4488.6,635.1,,3481.4,,,1674.0,,,,1520.0,,1714.6,-2138.9,,707.4,,,,,,True,,False,False,,True,,
01085,382,184.0,,,,200.0,,113.2,0.0,,,,,-198.0,,,,-182.0,,-268.8,-382.0,,,,,,,,True,,False,False,,,,
01087,432,504.0,,,,445.0,,362.6,40.7,,,,,72.0,,,,13.0,,-69.4,-391.3,,,,,,,,True,,True,False,,,,
01089,10831,15808.0,,,,15621.0,,13904.1,2900.9,,16027.2,7696.0,,4977.0,,,,4790.0,,3073.1,-7930.1,,5196.2,-3135.0,,,,,True,,True,False,,False,True,
01091,563,1152.0,,,,797.0,,1179.9,124.4,,,,,589.0,,,,234.0,,616.9,-438.6,,,,,,,,True,,False,True,,,,
01093,740,1192.0,,,,1403.0,,1023.0,107.6,,,,,452.0,,,,663.0,,283.0,-632.4,,,,,,,,False,,True,False,,,,
01095,2334,4056.0,,,,5314.0,,1202.1,367.1,,1781.3,,,1722.0,,,,2980.0,,-1131.9,-1966.9,,-552.7,,,,,,False,,True,False,,True,,
01097,10621,11552.0,,,,13747.0,,6824.0,0.7,,7191.8,17590.0,,931.0,,,,3126.0,,-3797.0,-10620.3,,-3429.2,6969.0,,,,,False,,False,False,,False,False,
01099,549,640.0,,,,721.0,,1248.0,66.8,,,,,91.0,,,,172.0,,699.0,-482.2,,,,,,,,False,,False,False,,,,
01101,6796,5944.0,,,,7032.0,,7995.5,1293.3,,6918.0,3270.0,,-852.0,,,,236.0,,1199.5,-5502.7,,122.0,-3526.0,,,,,True,,False,False,,True,False,
01103,3344,6784.0,,,,6410.0,,3154.1,1288.8,,2160.7,,,3440.0,,,,3066.0,,-189.9,-2055.2,,-1183.3,,,,,,True,,True,True,,True,,
01105,264,304.0,,,,250.0,,594.5,0.0,,,,,40.0,,,,-14.0,,330.5,-264.0,,,,,,,,True,,False,False,,,,
01107,563,816.0,,,,817.0,,1340.9,101.2,,,,,253.0,,,,254.0,,777.9,-461.8,,,,,,,,False,,False,False,,,,
01109,1011,664.0,,,,1052.0,,453.5,141.7,,,,,-347.0,,,,41.0,,-557.5,-869.3,,,,,,,,True,,False,False,,,,
01111,394,336.0,,,,902.0,,148.5,54.0,,,,,-58.0,,,,508.0,,-245.5,-340.0,,,,,,,,False,,False,False,,,,
01113,1305,816.0,,,,1856.0,,372.6,0.0,,794.1,,,-489.0,,,,551.0,,-932.4,-1305.0,,-510.9,,,,,,False,,False,False,,False,,
01115,2512,3768.0,,,,3419.0,,1838.1,455.7,,1188.6,,,1256.0,,,,907.0,,-673.9,-2056.3,,-1323.4,,,,,,True,,True,False,,False,,
01117,6685,8936.0,,,,9117.0,,4634.5,1645.7,,3968.9,4802.0,,2251.0,,,,2432.0,,-2050.5,-5039.3,,-2716.1,-1883.0,,,,,False,,True,False,,False,True,
01119,165,624.0,,,,382.0,,1608.9,54.4,,,,,459.0,,,,217.0,,1443.9,-110.6,,,,,,,,True,,False,True,,,,
01121,2474,2328.0,,,,3526.0,,945.8,258.4,,2125.4,,,-146.0,,,,1052.0,,-1528.2,-2215.6,,-348.6,,,,,,False,,False,False,,False,,
01123,1271,1040.0,,,,1437.0,,296.3,68.8,,345.9,,,-231.0,,,,166.0,,-974.7,-1202.2,,-925.1,,,,,,True,,False,False,,False,,
01125,6053,8952.0,,,,9245.0,,5816.3,2681.1,,6512.4,2783.0,,2899.0,,,,3192.0,,-236.7,-3371.9,,459.4,-3270.0,,,,,False,,True,False,,True,False,
01127,1421,2584.0,,,,3222.0,,1196.9,178.2,,1430.8,,,1163.0,,,,1801.0,,-224.1,-1242.8,,9.8,,,,,,False,,True,False,,True,,
01129,399,504.0,,,,743.0,,832.3,0.0,,,,,105.0,,,,344.0,,433.3,-399.0,,,,,,,,False,,False,False,,,,
01131,350,320.0,,,,224.0,,447.5,0.0,,,,,-30.0,,,,-126.0,,97.5,-350.0,,,,,,,,False,,False,False,,,,
01133,567,1208.0,,,,1214.0,,280.1,115.4,,,,,641.0,,,,647.0,,-286.9,-451.6,,,,,,,,False,,True,True,,,,
02013,317,0.0,,,,,,0.0,,,,,,-317.0,,,,,,-317.0,,,,,,,,,,,True,,,,,
02016,306,128.0,,,,,,20.5,0.0,,,,,-178.0,,,,,,-285.5,-306.0,,,,,,,,,,False,False,,,,
02020,3992,6728.0,,,,,,2082.7,0.1,,12594.8,1324.0,,2736.0,,,,,,-1909.3,-3991.9,,8602.8,-2668.0,,,,,,,True,False,,False,True,
02050,1395,728.0,,,,,,144.2,0.0,,,,,-667.0,,,,,,-1250.8,-1395.0,,,,,,,,,,False,False,,,,
02060,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02068,9,0.0,,,,,,5.9,,,,,,-9.0,,,,,,-3.1,,,,,,,,,,,True,,,,,
02070,84,32.0,,,,,,3.6,0.0,,,,,-52.0,,,,,,-80.4,-84.0,,,,,,,,,,False,False,,,,
02090,1343,1456.0,,,,,,786.5,0.0,,962.2,,,113.0,,,,,,-556.5,-1343.0,,-380.8,,,,,,,,False,False,,False,,
02100,5,0.0,,,,,,22.8,,,,,,-5.0,,,,,,17.8,,,,,,,,,,,False,,,,,
02105,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02110,199,336.0,,,,,,63.6,0.0,,,,,137.0,,,,,,-135.4,-199.0,,,,,,,,,,True,False,,,,
02122,402,1040.0,,,,,,204.8,0.0,,535.7,,,638.0,,,,,,-197.2,-402.0,,133.7,,,,,,,,True,True,,True,,
02130,107,24.0,,,,,,4.9,0.0,,,,,-83.0,,,,,,-102.1,-107.0,,,,,,,,,,False,False,,,,
02150,167,712.0,,,,,,204.0,0.0,,,,,545.0,,,,,,37.0,-167.0,,,,,,,,,,True,True,,,,
02158,500,152.0,,,,,,128.0,,,,,,-348.0,,,,,,-372.0,,,,,,,,,,,False,,,,,
02164,29,0.0,,,,,,4.7,0.0,,,,,-29.0,,,,,,-24.3,-29.0,,,,,,,,,,True,False,,,,
02170,2221,2192.0,,,,,,223.7,0.0,,2543.1,,,-29.0,,,,,,-1997.3,-2221.0,,322.1,,,,,,,,False,False,,False,,
02180,52,48.0,,,,,,1.3,0.0,,,,,-4.0,,,,,,-50.7,-52.0,,,,,,,,,,False,False,,,,
02185,217,360.0,,,,,,137.3,0.0,,,,,143.0,,,,,,-79.7,-217.0,,,,,,,,,,True,False,,,,
02188,189,88.0,,,,,,6.9,0.0,,,,,-101.0,,,,,,-182.1,-189.0,,,,,,,,,,False,False,,,,
02195,25,8.0,,,,,,0.2,,,,,,-17.0,,,,,,-24.8,,,,,,,,,,,False,,,,,
02198,8,24.0,,,,,,5.7,,,,,,16.0,,,,,,-2.3,,,,,,,,,,,True,,,,,
02220,45,104.0,,,,,,14.7,0.0,,,,,59.0,,,,,,-30.3,-45.0,,,,,,,,,,True,True,,,,
02230,4,8.0,,,,,,0.1,,,,,,4.0,,,,,,-3.9,,,,,,,,,,,True,,,,,
02240,51,152.0,,,,,,26.0,0.0,,,,,101.0,,,,,,-25.0,-51.0,,,,,,,,,,True,True,,,,
02261,131,136.0,,,,,,23.9,0.0,,,,,5.0,,,,,,-107.1,-131.0,,,,,,,,,,False,False,,,,
02275,4,0.0,,,,,,2.9,,,,,,-4.0,,,,,,-1.1,,,,,,,,,,,True,,,,,
02282,16,0.0,,,,,,0.0,,,,,,-16.0,,,,,,-16.0,,,,,,,,,,,True,,,,,
02290,124,0.0,,,,,,23.1,0.0,,,,,-124.0,,,,,,-100.9,-124.0,,,,,,,,,,True,False,,,,
04001,3052,3192.0,,,,2612.0,,939.8,0.0,,1348.6,,,140.0,,,,-440.0,,-2112.2,-3052.0,,-1703.4,,,,,,False,,False,False,,False,,
04003,3947,8512.0,,,,3530.0,,5578.1,1862.3,,5853.1,,,4565.0,,,,-417.0,,1631.1,-2084.7,,1906.1,,,,,,True,,True,True,,True,,
04005,5538,6512.0,,,,3755.0,,3412.2,2491.5,,2637.3,3975.0,,974.0,,,,-1783.0,,-2125.8,-3046.5,,-2900.7,-1563.0,,,,,False,,False,False,,False,False,
04007,2092,2320.0,,,,1753.0,,1205.7,774.5,,1426.2,,,228.0,,,,-339.0,,-886.3,-1317.5,,-665.8,,,,,,False,,False,False,,False,,
04009,2176,2544.0,,,,1083.0,,874.9,315.2,,1265.1,,,368.0,,,,-1093.0,,-1301.1,-1860.8,,-910.9,,,,,,False,,False,False,,False,,
04011,176,176.0,,,,243.0,,27.0,0.0,,,,,0.0,,,,67.0,,-149.0,-176.0,,,,,,,,False,,False,False,,,,
04012,1069,1264.0,,,,1393.0,,554.9,0.0,,,,,195.0,,,,324.0,,-514.1,-1069.0,,,,,,,,False,,False,False,,,,
04013,201046,204552.0,,,,164591.0,,116285.6,70449.1,,148238.8,68350.0,,3506.0,,,,-36455.0,,-84760.4,-130596.9,,-52807.2,-132696.0,,,,,False,,False,False,,False,False,
04015,9463,12672.0,,,,7790.0,,11078.9,1385.0,,8254.9,9892.0,,3209.0,,,,-1673.0,,1615.9,-8078.0,,-1208.1,429.0,,,,,True,,True,False,,True,True,
04017,4574,5416.0,,,,4184.0,,2240.2,677.6,,3354.6,,,842.0,,,,-390.0,,-2333.8,-3896.4,,-1219.4,,,,,,True,,False,False,,False,,
04019,42446,60816.0,,,,42249.0,,42949.1,11499.3,,51515.6,21662.0,,18370.0,,,,-197.0,,503.1,-30946.7,,9069.6,-20784.0,,,,,True,,True,False,,True,False,
04021,19587,18912.0,,,,20522.0,,9907.8,2899.2,,10820.1,7648.0,,-675.0,,,,935.0,,-9679.2,-16687.8,,-8766.9,-11939.0,,,,,False,,False,False,,False,False,
04023,1880,3344.0,,,,2225.0,,1121.4,365.0,,1498.7,,,1464.0,,,,345.0,,-758.6,-1515.0,,-381.3,,,,,,True,,True,False,,True,,
04025,6444,10472.0,,,,7949.0,,5489.4,2375.5,,2799.9,5375.0,,4028.0,,,,1505.0,,-954.6,-4068.5,,-3644.1,-1069.0,,,,,True,,True,False,,True,True,
04027,9689,17776.0,,,,8701.0,,8369.1,5590.7,,6154.7,7442.0,,8087.0,,,,-988.0,,-1319.9,-4098.3,,-3534.3,-2247.0,,,,,True,,True,True,,True,True,
05001,695,536.0,,,,836.0,,371.3,82.2,,,,,-159.0,,,,141.0,,-323.7,-612.8,,,,,,,,True,,False,False,,,,
05003,514,624.0,,,,924.0,,269.0,126.3,,,,,110.0,,,,410.0,,-245.0,-387.7,,,,,,,,False,,False,False,,,,
05005,832,1048.0,,,,1260.0,,589.0,275.3,,,,,216.0,,,,428.0,,-243.0,-556.7,,,,,,,,False,,False,False,,,,
05007,9839,10520.0,,,,10253.0,,5883.1,2262.1,,8867.9,2781.0,,681.0,,,,414.0,,-3955.9,-7576.9,,-971.1,-7058.0,,,,,True,,False,False,,False,False,
05009,1122,1168.0,,,,1219.0,,336.8,175.8,,,,,46.0,,,,97.0,,-785.2,-946.2,,,,,,,,False,,False,False,,,,
05011,428,712.0,,,,461.0,,582.6,43.2,,,,,284.0,,,,33.0,,154.6,-384.8,,,,,,,,True,,True,False,,,,
05013,173,176.0,,,,195.0,,142.5,0.3,,,,,3.0,,,,22.0,,-30.5,-172.7,,,,,,,,False,,False,False,,,,
05015,712,752.0,,,,712.0,,342.3,187.9,,,,,40.0,,,,0.0,,-369.7,-524.1,,,,,,,,True,,False,False,,,,
05017,201,320.0,,,,466.0,,51.9,0.0,,,,,119.0,,,,265.0,,-149.1,-201.0,,,,,,,,False,,False,False,,,,
05019,691,848.0,,,,870.0,,587.1,151.6,,,,,157.0,,,,179.0,,-103.9,-539.4,,,,,,,,False,,True,False,,,,
05021,394,568.0,,,,659.0,,95.5,0.0,,,,,174.0,,,,265.0,,-298.5,-394.0,,,,,,,,False,,False,False,,,,
05023,736,888.0,,,,1033.0,,684.9,156.1,,,,,152.0,,,,297.0,,-51.1,-579.9,,,,,,,,False,,True,False,,,,
05025,373,232.0,,,,291.0,,85.5,0.0,,,,,-141.0,,,,-82.0,,-287.5,-373.0,,,,,,,,True,,False,False,,,,
05027,609,688.0,,,,1006.0,,235.7,143.6,,,,,79.0,,,,397.0,,-373.3,-465.4,,,,,,,,False,,False,False,,,,
05029,917,1184.0,,,,1058.0,,856.0,85.5,,,,,267.0,,,,141.0,,-61.0,-831.5,,,,,,,,True,,True,False,,,,
05031,3078,4352.0,,,,5339.0,,1972.8,1119.5,,2838.3,,,1274.0,,,,2261.0,,-1105.2,-1958.5,,-239.7,,,,,,False,,True,False,,True,,
05033,2464,2000.0,,,,3817.0,,1193.0,315.0,,,,,-464.0,,,,1353.0,,-1271.0,-2149.0,,,,,,,,False,,False,False,,,,
05035,1441,1864.0,,,,1964.0,,734.2,153.3,,1668.7,,,423.0,,,,523.0,,-706.8,-1287.7,,227.7,,,,,,False,,False,False,,True,,
05037,580,816.0,,,,832.0,,664.9,113.2,,,,,236.0,,,,252.0,,84.9,-466.8,,,,,,,,False,,True,False,,,,
05039,251,320.0,,,,281.0,,135.7,20.0,,,,,69.0,,,,30.0,,-115.3,-231.0,,,,,,,,True,,False,False,,,,
05041,395,640.0,,,,423.0,,284.7,48.7,,,,,245.0,,,,28.0,,-110.3,-346.3,,,,,,,,True,,True,False,,,,
05043,539,968.0,,,,786.0,,251.2,0.0,,,,,429.0,,,,247.0,,-287.8,-539.0,,,,,,,,True,,True,False,,,,
05045,4472,4488.0,,,,5031.0,,2502.5,914.5,,5345.6,,,16.0,,,,559.0,,-1969.5,-3557.5,,873.6,,,,,,False,,False,False,,False,,
05047,555,432.0,,,,902.0,,115.4,0.0,,,,,-123.0,,,,347.0,,-439.6,-555.0,,,,,,,,False,,False,False,,,,
05049,229,616.0,,,,362.0,,1820.2,83.4,,,,,387.0,,,,133.0,,1591.2,-145.6,,,,,,,,True,,False,True,,,,
05051,4051,3360.0,,,,4742.0,,2194.3,479.8,,4302.0,,,-691.0,,,,691.0,,-1856.7,-3571.2,,251.0,,,,,,False,,False,False,,True,,
05053,560,1048.0,,,,727.0,,927.5,85.5,,,,,488.0,,,,167.0,,367.5,-474.5,,,,,,,,True,,True,True,,,,
05055,1491,2080.0,,,,2299.0,,408.8,0.0,,3176.3,,,589.0,,,,808.0,,-1082.2,-1491.0,,1685.3,,,,,,False,,False,False,,False,,
05057,606,712.0,,,,894.0,,362.4,132.0,,,,,106.0,,,,288.0,,-243.6,-474.0,,,,,,,,False,,False,False,,,,
05059,1211,1432.0,,,,1780.0,,1017.0,0.0,,1117.7,,,221.0,,,,569.0,,-194.0,-1211.0,,-93.3,,,,,,False,,True,False,,True,,
05061,439,408.0,,,,520.0,,428.8,116.8,,,,,-31.0,,,,81.0,,-10.2,-322.2,,,,,,,,False,,True,False,,,,
05063,1002,1264.0,,,,2261.0,,463.5,0.0,,587.5,,,262.0,,,,1259.0,,-538.5,-1002.0,,-414.5,,,,,,False,,False,False,,False,,
05065,427,600.0,,,,469.0,,452.5,0.0,,,,,173.0,,,,42.0,,25.5,-427.0,,,,,,,,True,,True,False,,,,
05067,379,664.0,,,,856.0,,337.9,0.0,,,,,285.0,,,,477.0,,-41.1,-379.0,,,,,,,,False,,True,False,,,,
05069,2003,2776.0,,,,2661.0,,4641.0,337.7,,635.8,,,773.0,,,,658.0,,2638.0,-1665.3,,-1367.2,,,,,,True,,False,False,,False,,
05071,952,960.0,,,,1507.0,,1293.7,105.5,,,,,8.0,,,,555.0,,341.7,-846.5,,,,,,,,False,,False,False,,,,
05073,167,128.0,,,,212.0,,146.4,0.0,,,,,-39.0,,,,45.0,,-20.6,-167.0,,,,,,,,False,,True,False,,,,
05075,494,888.0,,,,807.0,,227.7,131.8,,,,,394.0,,,,313.0,,-266.3,-362.2,,,,,,,,True,,True,True,,,,
05077,223,384.0,,,,420.0,,82.8,0.0,,,,,161.0,,,,197.0,,-140.2,-223.0,,,,,,,,False,,True,False,,,,
05079,340,512.0,,,,536.0,,71.2,0.0,,170.7,,,172.0,,,,196.0,,-268.8,-340.0,,-169.3,,,,,,False,,False,False,,True,,
05081,344,408.0,,,,527.0,,142.2,0.0,,,,,64.0,,,,183.0,,-201.8,-344.0,,,,,,,,False,,False,False,,,,
05083,811,672.0,,,,1348.0,,270.0,149.2,,,,,-139.0,,,,537.0,,-541.0,-661.8,,,,,,,,False,,False,False,,,,
05085,2769,2392.0,,,,3010.0,,1958.8,587.6,,1725.5,,,-377.0,,,,241.0,,-810.2,-2181.4,,-1043.5,,,,,,True,,False,False,,False,,
05087,419,576.0,,,,584.0,,177.9,0.0,,,,,157.0,,,,165.0,,-241.1,-419.0,,,,,,,,False,,False,False,,,,
05089,333,288.0,,,,429.0,,102.3,0.0,,,,,-45.0,,,,96.0,,-230.7,-333.0,,,,,,,,False,,False,False,,,,
05091,1089,1528.0,,,,1627.0,,727.0,213.3,,777.8,,,439.0,,,,538.0,,-362.0,-875.7,,-311.2,,,,,,False,,True,False,,True,,
05093,1279,1688.0,,,,2240.0,,535.4,0.0,,637.5,,,409.0,,,,961.0,,-743.6,-1279.0,,-641.5,,,,,,False,,False,False,,False,,
05095,374,360.0,,,,296.0,,200.5,8.6,,,,,-14.0,,,,-78.0,,-173.5,-365.4,,,,,,,,False,,False,False,,,,
05097,252,264.0,,,,361.0,,78.7,0.0,,,,,12.0,,,,109.0,,-173.3,-252.0,,,,,,,,False,,False,False,,,,
05099,179,304.0,,,,415.0,,110.0,21.7,,,,,125.0,,,,236.0,,-69.0,-157.3,,,,,,,,False,,True,False,,,,
05101,137,208.0,,,,254.0,,33.7,0.0,,,,,71.0,,,,117.0,,-103.3,-137.0,,,,,,,,False,,False,False,,,,
05103,846,888.0,,,,999.0,,217.6,0.0,,,,,42.0,,,,153.0,,-628.4,-846.0,,,,,,,,False,,False,False,,,,
05105,384,392.0,,,,386.0,,290.3,19.0,,,,,8.0,,,,2.0,,-93.7,-365.0,,,,,,,,True,,False,False,,,,
05107,439,568.0,,,,915.0,,667.6,43.7,,,,,129.0,,,,476.0,,228.6,-395.3,,,,,,,,False,,False,False,,,,
05109,298,760.0,,,,463.0,,304.5,37.1,,,,,462.0,,,,165.0,,6.5,-260.9,,,,,,,,True,,True,True,,,,
05111,753,1392.0,,,,1398.0,,903.0,182.8,,677.1,,,639.0,,,,645.0,,150.0,-570.2,,-75.9,,,,,,False,,True,True,,True,,
05113,681,528.0,,,,1000.0,,122.6,0.0,,,,,-153.0,,,,319.0,,-558.4,-681.0,,,,,,,,False,,False,False,,,,
05115,2425,3352.0,,,,3015.0,,2188.5,404.9,,758.8,,,927.0,,,,590.0,,-236.5,-2020.1,,-1666.2,,,,,,True,,True,False,,False,,
05117,345,504.0,,,,341.0,,744.0,25.8,,,,,159.0,,,,-4.0,,399.0,-319.2,,,,,,,,True,,False,False,,,,
05119,13560,12760.0,,,,15087.0,,10031.3,2366.8,,3330.6,5650.0,,-800.0,,,,1527.0,,-3528.7,-11193.2,,-10229.4,-7910.0,,,,,False,,False,False,,False,False,
05121,558,584.0,,,,805.0,,234.7,77.7,,,,,26.0,,,,247.0,,-323.3,-480.3,,,,,,,,False,,False,False,,,,
05123,748,1032.0,,,,1262.0,,546.0,0.0,,540.5,,,284.0,,,,514.0,,-202.0,-748.0,,-207.5,,,,,,False,,True,False,,True,,
05125,4094,3744.0,,,,6177.0,,1513.1,1068.1,,2948.8,,,-350.0,,,,2083.0,,-2580.9,-3025.9,,-1145.2,,,,,,False,,False,False,,False,,
05127,399,240.0,,,,533.0,,39.2,0.0,,,,,-159.0,,,,134.0,,-359.8,-399.0,,,,,,,,True,,False,False,,,,
