,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
27113,360,104.0,,,,260.0,,12.9,0.0,,,,,-256.0,,,,-100.0,,-347.1,-360.0,,,,,,,,True,,False,False,,,,
27115,442,768.0,,,,752.0,,726.0,0.0,,3417.9,,,326.0,,,,310.0,,284.0,-442.0,,2975.9,,,,,,True,,True,False,,False,,
27117,144,80.0,,,,275.0,,10.4,0.0,,,,,-64.0,,,,131.0,,-133.6,-144.0,,,,,,,,False,,False,False,,,,
27119,238,400.0,,,,669.0,,55.4,0.5,,197.3,,,162.0,,,,431.0,,-182.6,-237.5,,-40.7,,,,,,False,,False,False,,True,,
27121,105,120.0,,,,297.0,,14.9,0.0,,,,,15.0,,,,192.0,,-90.1,-105.0,,,,,,,,False,,False,False,,,,
27123,6195,9048.0,,,,11586.0,,1944.5,0.8,,5431.6,1866.0,,2853.0,,,,5391.0,,-4250.5,-6194.2,,-763.4,-4329.0,,,,,False,,False,False,,True,False,
27125,45,112.0,,,,38.0,,12.8,0.0,,,,,67.0,,,,-7.0,,-32.2,-45.0,,,,,,,,True,,True,True,,,,
27127,160,312.0,,,,425.0,,56.5,0.0,,,,,152.0,,,,265.0,,-103.5,-160.0,,,,,,,,False,,True,False,,,,
27129,194,384.0,,,,422.0,,55.8,0.0,,,,,190.0,,,,228.0,,-138.2,-194.0,,,,,,,,False,,True,False,,,,
27131,1271,1664.0,,,,1694.0,,405.4,0.9,,875.6,,,393.0,,,,423.0,,-865.6,-1270.1,,-395.4,,,,,,False,,False,False,,False,,
27133,142,136.0,,,,224.0,,20.3,0.0,,,,,-6.0,,,,82.0,,-121.7,-142.0,,,,,,,,False,,False,False,,,,
27135,178,240.0,,,,188.0,,40.4,0.0,,,,,62.0,,,,10.0,,-137.6,-178.0,,,,,,,,True,,False,False,,,,
27137,2437,3664.0,,,,4365.0,,568.7,0.1,,6396.9,953.0,,1227.0,,,,1928.0,,-1868.3,-2436.9,,3959.9,-1484.0,,,,,False,,False,False,,False,False,
27139,2267,2472.0,,,,3422.0,,351.6,0.2,,1607.7,598.0,,205.0,,,,1155.0,,-1915.4,-2266.8,,-659.3,-1669.0,,,,,False,,False,False,,False,False,
27141,1129,1544.0,,,,2297.0,,315.6,0.0,,1522.5,,,415.0,,,,1168.0,,-813.4,-1129.0,,393.5,,,,,,False,,False,False,,True,,
27143,165,280.0,,,,427.0,,25.0,0.0,,,,,115.0,,,,262.0,,-140.0,-165.0,,,,,,,,False,,False,False,,,,
27145,1914,2776.0,,,,4308.0,,318.9,0.1,,3051.5,543.0,,862.0,,,,2394.0,,-1595.1,-1913.9,,1137.5,-1371.0,,,,,False,,False,False,,False,False,
27147,496,456.0,,,,1066.0,,57.2,0.1,,725.8,,,-40.0,,,,570.0,,-438.8,-495.9,,229.8,,,,,,False,,False,False,,False,,
27149,77,192.0,,,,250.0,,29.3,0.0,,,,,115.0,,,,173.0,,-47.7,-77.0,,,,,,,,False,,True,True,,,,
27151,90,128.0,,,,265.0,,19.3,0.0,,,,,38.0,,,,175.0,,-70.7,-90.0,,,,,,,,False,,False,False,,,,
27153,216,232.0,,,,754.0,,77.3,0.0,,74.8,,,16.0,,,,538.0,,-138.7,-216.0,,-141.2,,,,,,False,,False,False,,False,,
27155,99,48.0,,,,54.0,,37.9,0.0,,,,,-51.0,,,,-45.0,,-61.1,-99.0,,,,,,,,True,,False,False,,,,
27157,395,472.0,,,,542.0,,132.1,0.0,,,,,77.0,,,,147.0,,-262.9,-395.0,,,,,,,,False,,False,False,,,,
27159,179,328.0,,,,329.0,,52.9,0.0,,,,,149.0,,,,150.0,,-126.1,-179.0,,,,,,,,False,,True,False,,,,
27161,354,512.0,,,,513.0,,200.9,0.3,,,,,158.0,,,,159.0,,-153.1,-353.7,,,,,,,,False,,True,False,,,,
27163,3633,4144.0,,,,5403.0,,812.2,0.3,,2698.7,972.0,,511.0,,,,1770.0,,-2820.8,-3632.7,,-934.3,-2661.0,,,,,False,,False,False,,False,False,
27165,122,40.0,,,,395.0,,13.0,0.0,,,,,-82.0,,,,273.0,,-109.0,-122.0,,,,,,,,False,,False,False,,,,
27167,87,120.0,,,,154.0,,24.7,0.0,,,,,33.0,,,,67.0,,-62.3,-87.0,,,,,,,,False,,False,False,,,,
27169,633,736.0,,,,1252.0,,122.1,0.0,,2702.3,,,103.0,,,,619.0,,-510.9,-633.0,,2069.3,,,,,,False,,False,False,,False,,
27171,1736,2632.0,,,,3434.0,,374.6,0.3,,1628.7,556.0,,896.0,,,,1698.0,,-1361.4,-1735.7,,-107.3,-1180.0,,,,,False,,False,False,,True,False,
27173,128,192.0,,,,208.0,,28.1,0.0,,,,,64.0,,,,80.0,,-99.9,-128.0,,,,,,,,False,,False,False,,,,
28001,571,496.0,,,,985.0,,378.9,45.7,,,,,-75.0,,,,414.0,,-192.1,-525.3,,,,,,,,False,,False,False,,,,
28003,848,928.0,,,,2310.0,,546.4,90.1,,,,,80.0,,,,1462.0,,-301.6,-757.9,,,,,,,,False,,False,False,,,,
28005,280,288.0,,,,325.0,,90.3,0.0,,,,,8.0,,,,45.0,,-189.7,-280.0,,,,,,,,False,,False,False,,,,
28007,404,1080.0,,,,686.0,,339.1,34.2,,,,,676.0,,,,282.0,,-64.9,-369.8,,,,,,,,True,,True,True,,,,
28009,281,352.0,,,,488.0,,510.5,38.9,,,,,71.0,,,,207.0,,229.5,-242.1,,,,,,,,False,,False,False,,,,
28011,1315,1872.0,,,,1033.0,,1193.2,81.1,,960.6,,,557.0,,,,-282.0,,-121.8,-1233.9,,-354.4,,,,,,True,,True,False,,True,,
28013,455,912.0,,,,817.0,,307.6,48.1,,,,,457.0,,,,362.0,,-147.4,-406.9,,,,,,,,True,,True,True,,,,
28015,259,192.0,,,,379.0,,45.4,0.1,,,,,-67.0,,,,120.0,,-213.6,-258.9,,,,,,,,False,,False,False,,,,
28017,480,848.0,,,,842.0,,1071.6,80.8,,,,,368.0,,,,362.0,,591.6,-399.2,,,,,,,,True,,False,False,,,,
28019,214,256.0,,,,359.0,,36.8,0.0,,,,,42.0,,,,145.0,,-177.2,-214.0,,,,,,,,False,,False,False,,,,
28021,283,384.0,,,,182.0,,1165.9,0.0,,,,,101.0,,,,-101.0,,882.9,-283.0,,,,,,,,False,,False,False,,,,
28023,519,360.0,,,,558.0,,239.5,60.1,,,,,-159.0,,,,39.0,,-279.5,-458.9,,,,,,,,True,,False,False,,,,
28025,514,640.0,,,,700.0,,442.0,45.7,,,,,126.0,,,,186.0,,-72.0,-468.3,,,,,,,,False,,True,False,,,,
28027,825,744.0,,,,844.0,,306.6,0.0,,,,,-81.0,,,,19.0,,-518.4,-825.0,,,,,,,,True,,False,False,,,,
28029,606,696.0,,,,970.0,,292.9,0.1,,130.1,,,90.0,,,,364.0,,-313.1,-605.9,,-475.9,,,,,,False,,False,False,,False,,
28031,694,752.0,,,,603.0,,252.3,0.0,,,,,58.0,,,,-91.0,,-441.7,-694.0,,,,,,,,False,,False,False,,,,
28033,5457,8632.0,,,,9651.0,,5325.0,1343.9,,2820.5,5320.0,,3175.0,,,,4194.0,,-132.0,-4113.1,,-2636.5,-137.0,,,,,False,,True,False,,True,True,
28035,1963,2328.0,,,,2103.0,,1447.7,682.3,,2235.9,,,365.0,,,,140.0,,-515.3,-1280.7,,272.9,,,,,,True,,False,False,,True,,
28037,194,336.0,,,,233.0,,285.7,35.3,,,,,142.0,,,,39.0,,91.7,-158.7,,,,,,,,True,,True,False,,,,
28039,627,704.0,,,,893.0,,278.2,0.0,,,,,77.0,,,,266.0,,-348.8,-627.0,,,,,,,,False,,False,False,,,,
28041,304,360.0,,,,480.0,,206.3,0.0,,,,,56.0,,,,176.0,,-97.7,-304.0,,,,,,,,False,,False,False,,,,
28043,529,688.0,,,,905.0,,965.7,0.0,,,,,159.0,,,,376.0,,436.7,-529.0,,,,,,,,False,,False,False,,,,
28045,1481,1720.0,,,,1584.0,,1556.2,283.7,,,,,239.0,,,,103.0,,75.2,-1197.3,,,,,,,,True,,True,False,,,,
28047,6182,5832.0,,,,6014.0,,5208.3,1637.1,,5950.7,3147.0,,-350.0,,,,-168.0,,-973.7,-4544.9,,-231.3,-3035.0,,,,,True,,False,False,,True,False,
28049,5125,5800.0,,,,6178.0,,4448.1,1559.3,,3922.5,2021.0,,675.0,,,,1053.0,,-676.9,-3565.7,,-1202.5,-3104.0,,,,,False,,False,False,,False,False,
28051,258,288.0,,,,486.0,,67.4,0.0,,,,,30.0,,,,228.0,,-190.6,-258.0,,,,,,,,False,,False,False,,,,
28053,207,304.0,,,,227.0,,210.2,3.9,,,,,97.0,,,,20.0,,3.2,-203.1,,,,,,,,True,,True,False,,,,
28055,22,40.0,,,,60.0,,8.7,0.0,,,,,18.0,,,,38.0,,-13.3,-22.0,,,,,,,,False,,True,False,,,,
28057,717,1424.0,,,,1226.0,,701.7,198.5,,,,,707.0,,,,509.0,,-15.3,-518.5,,,,,,,,True,,True,True,,,,
28059,3986,4192.0,,,,4756.0,,2794.8,1327.6,,4218.0,1718.0,,206.0,,,,770.0,,-1191.2,-2658.4,,232.0,-2268.0,,,,,False,,False,False,,False,False,
28061,793,1112.0,,,,614.0,,1135.5,62.4,,,,,319.0,,,,-179.0,,342.5,-730.6,,,,,,,,True,,False,False,,,,
28063,149,88.0,,,,175.0,,60.0,0.0,,,,,-61.0,,,,26.0,,-89.0,-149.0,,,,,,,,True,,False,False,,,,
28065,260,232.0,,,,310.0,,179.5,11.2,,,,,-28.0,,,,50.0,,-80.5,-248.8,,,,,,,,False,,False,False,,,,
28067,2843,2416.0,,,,3148.0,,1257.1,232.6,,512.0,,,-427.0,,,,305.0,,-1585.9,-2610.4,,-2331.0,,,,,,True,,False,False,,False,,
28069,249,136.0,,,,362.0,,32.2,0.0,,,,,-113.0,,,,113.0,,-216.8,-249.0,,,,,,,,False,,False,False,,,,
28071,1608,2064.0,,,,1921.0,,475.1,1084.8,,1456.2,,,456.0,,,,313.0,,-1132.9,-523.2,,-151.8,,,,,,True,,False,False,,True,,
28073,1853,1912.0,,,,1777.0,,1114.4,421.4,,1606.4,,,59.0,,,,-76.0,,-738.6,-1431.6,,-246.6,,,,,,False,,False,False,,False,,
28075,2030,2024.0,,,,3206.0,,949.0,571.9,,1898.5,,,-6.0,,,,1176.0,,-1081.0,-1458.1,,-131.5,,,,,,False,,False,False,,False,,
28077,278,232.0,,,,369.0,,140.7,0.0,,,,,-46.0,,,,91.0,,-137.3,-278.0,,,,,,,,False,,False,False,,,,
28079,575,1440.0,,,,1010.0,,970.6,86.1,,,,,865.0,,,,435.0,,395.6,-488.9,,,,,,,,True,,True,True,,,,
28081,2372,3792.0,,,,4547.0,,2349.7,529.5,,2670.3,,,1420.0,,,,2175.0,,-22.3,-1842.5,,298.3,,,,,,False,,True,False,,True,,
28083,806,872.0,,,,1083.0,,380.4,0.0,,662.0,,,66.0,,,,277.0,,-425.6,-806.0,,-144.0,,,,,,False,,False,False,,False,,
28085,982,1080.0,,,,1247.0,,462.6,79.0,,1031.2,,,98.0,,,,265.0,,-519.4,-903.0,,49.2,,,,,,False,,False,False,,True,,
28087,1869,3640.0,,,,2357.0,,3652.2,358.2,,2680.9,,,1771.0,,,,488.0,,1783.2,-1510.8,,811.9,,,,,,True,,False,True,,True,,
28089,2521,3488.0,,,,3034.0,,2392.1,651.9,,1903.6,,,967.0,,,,513.0,,-128.9,-1869.1,,-617.4,,,,,,True,,True,False,,True,,
28091,802,984.0,,,,803.0,,583.0,85.0,,,,,182.0,,,,1.0,,-219.0,-717.0,,,,,,,,True,,False,False,,,,
28093,1140,1512.0,,,,1496.0,,642.0,270.2,,1120.1,,,372.0,,,,356.0,,-498.0,-869.8,,-19.9,,,,,,True,,False,False,,True,,
28095,1142,1440.0,,,,1740.0,,884.3,95.2,,906.4,,,298.0,,,,598.0,,-257.7,-1046.8,,-235.6,,,,,,False,,True,False,,True,,
28097,250,272.0,,,,445.0,,65.0,0.0,,,,,22.0,,,,195.0,,-185.0,-250.0,,,,,,,,False,,False,False,,,,
28099,861,1304.0,,,,1298.0,,806.8,60.4,,728.1,,,443.0,,,,437.0,,-54.2,-800.6,,-132.9,,,,,,True,,True,False,,True,,
28101,680,968.0,,,,896.0,,576.7,71.0,,,,,288.0,,,,216.0,,-103.3,-609.0,,,,,,,,True,,True,False,,,,
28103,327,352.0,,,,339.0,,203.4,0.0,,,,,25.0,,,,12.0,,-123.6,-327.0,,,,,,,,True,,False,False,,,,
28105,1153,1464.0,,,,1467.0,,878.8,0.0,,862.3,,,311.0,,,,314.0,,-274.2,-1153.0,,-290.7,,,,,,False,,True,False,,True,,
28107,1205,1456.0,,,,1412.0,,494.5,100.4,,428.0,,,251.0,,,,207.0,,-710.5,-1104.6,,-777.0,,,,,,True,,False,False,,False,,
28109,1642,1488.0,,,,1578.0,,1242.5,416.3,,1399.4,,,-154.0,,,,-64.0,,-399.5,-1225.7,,-242.6,,,,,,True,,False,False,,False,,
28111,349,424.0,,,,448.0,,225.7,50.0,,,,,75.0,,,,99.0,,-123.3,-299.0,,,,,,,,False,,False,False,,,,
28113,857,920.0,,,,1237.0,,817.8,125.9,,,,,63.0,,,,380.0,,-39.2,-731.1,,,,,,,,False,,True,False,,,,
28115,1060,2056.0,,,,2058.0,,1204.7,148.7,,743.7,,,996.0,,,,998.0,,144.7,-911.3,,-316.3,,,,,,False,,True,True,,True,,
28117,683,1016.0,,,,1553.0,,453.0,85.1,,,,,333.0,,,,870.0,,-230.0,-597.9,,,,,,,,False,,True,False,,,,
28119,178,200.0,,,,256.0,,99.2,0.0,,,,,22.0,,,,78.0,,-78.8,-178.0,,,,,,,,False,,False,False,,,,
28121,4194,3912.0,,,,6226.0,,1576.4,0.2,,2969.2,1077.0,,-282.0,,,,2032.0,,-2617.6,-4193.8,,-1224.8,-3117.0,,,,,False,,False,False,,False,False,
28123,861,1056.0,,,,1098.0,,408.3,77.8,,,,,195.0,,,,237.0,,-452.7,-783.2,,,,,,,,False,,False,False,,,,
28125,110,72.0,,,,100.0,,34.1,0.0,,,,,-38.0,,,,-10.0,,-75.9,-110.0,,,,,,,,True,,False,False,,,,
28127,743,808.0,,,,993.0,,777.0,166.3,,,,,65.0,,,,250.0,,34.0,-576.7,,,,,,,,False,,True,False,,,,
28129,527,440.0,,,,630.0,,326.3,32.5,,,,,-87.0,,,,103.0,,-200.7,-494.5,,,,,,,,False,,False,False,,,,
28131,593,568.0,,,,590.0,,260.6,165.9,,,,,-25.0,,,,-3.0,,-332.4,-427.1,,,,,,,,True,,False,False,,,,
28133,835,936.0,,,,885.0,,686.7,41.9,,522.4,,,101.0,,,,50.0,,-148.3,-793.1,,-312.6,,,,,,True,,False,False,,False,,
28135,518,344.0,,,,671.0,,169.8,0.0,,,,,-174.0,,,,153.0,,-348.2,-518.0,,,,,,,,True,,False,False,,,,
28137,674,912.0,,,,1311.0,,349.9,0.1,,504.1,,,238.0,,,,637.0,,-324.1,-673.9,,-169.9,,,,,,False,,False,False,,True,,
28139,869,936.0,,,,1321.0,,1119.6,0.0,,,,,67.0,,,,452.0,,250.6,-869.0,,,,,,,,False,,False,False,,,,
28141,602,664.0,,,,1156.0,,574.9,108.4,,,,,62.0,,,,554.0,,-27.1,-493.6,,,,,,,,False,,True,False,,,,
28143,252,264.0,,,,271.0,,92.8,0.0,,,,,12.0,,,,19.0,,-159.2,-252.0,,,,,,,,False,,False,False,,,,
28145,1272,1656.0,,,,1765.0,,1774.0,103.9,,1153.6,,,384.0,,,,493.0,,502.0,-1168.1,,-118.4,,,,,,False,,False,False,,True,,
28147,279,336.0,,,,390.0,,133.0,0.0,,,,,57.0,,,,111.0,,-146.0,-279.0,,,,,,,,False,,False,False,,,,
28149,1596,1480.0,,,,1632.0,,1021.1,301.2,,992.0,,,-116.0,,,,36.0,,-574.9,-1294.8,,-604.0,,,,,,True,,False,False,,False,,
28151,1047,2080.0,,,,1391.0,,493.0,58.9,,905.5,,,1033.0,,,,344.0,,-554.0,-988.1,,-141.5,,,,,,True,,True,True,,True,,
28153,911,400.0,,,,830.0,,321.2,0.0,,,,,-511.0,,,,-81.0,,-589.8,-911.0,,,,,,,,True,,False,False,,,,
28155,384,408.0,,,,519.0,,240.8,0.1,,,,,24.0,,,,135.0,,-143.2,-383.9,,,,,,,,False,,False,False,,,,
28157,108,120.0,,,,243.0,,27.5,0.0,,,,,12.0,,,,135.0,,-80.5,-108.0,,,,,,,,False,,False,False,,,,
28159,444,920.0,,,,670.0,,418.7,97.9,,,,,476.0,,,,226.0,,-25.3,-346.1,,,,,,,,True,,True,True,,,,
28161,473,584.0,,,,579.0,,158.5,50.2,,,,,111.0,,,,106.0,,-314.5,-422.8,,,,,,,,True,,False,False,,,,
28163,812,568.0,,,,936.0,,724.8,55.7,,,,,-244.0,,,,124.0,,-87.2,-756.3,,,,,,,,True,,True,False,,,,
29001,507,1024.0,,,,856.0,,919.1,0.0,,,,,517.0,,,,349.0,,412.1,-507.0,,,,,,,,True,,True,True,,,,
29003,229,368.0,,,,521.0,,129.0,0.5,,,,,139.0,,,,292.0,,-100.0,-228.5,,,,,,,,False,,True,False,,,,
29005,31,32.0,,,,138.0,,2.7,0.0,,,,,1.0,,,,107.0,,-28.3,-31.0,,,,,,,,False,,False,False,,,,
29007,484,880.0,,,,707.0,,490.8,18.7,,,,,396.0,,,,223.0,,6.8,-465.3,,,,,,,,True,,True,False,,,,
29009,425,512.0,,,,1460.0,,257.5,0.0,,,,,87.0,,,,1035.0,,-167.5,-425.0,,,,,,,,False,,False,False,,,,
29011,208,192.0,,,,406.0,,88.7,0.0,,,,,-16.0,,,,198.0,,-119.3,-208.0,,,,,,,,False,,False,False,,,,
29013,295,464.0,,,,581.0,,248.3,0.0,,,,,169.0,,,,286.0,,-46.7,-295.0,,,,,,,,False,,True,False,,,,
29015,287,192.0,,,,510.0,,224.2,0.0,,,,,-95.0,,,,223.0,,-62.8,-287.0,,,,,,,,False,,True,False,,,,
29017,112,128.0,,,,397.0,,16.1,0.0,,,,,16.0,,,,285.0,,-95.9,-112.0,,,,,,,,False,,False,False,,,,
29019,2788,4960.0,,,,3852.0,,2021.0,1.0,,3886.1,1411.0,,2172.0,,,,1064.0,,-767.0,-2787.0,,1098.1,-1377.0,,,,,True,,True,False,,True,True,
29021,1036,1352.0,,,,3125.0,,281.3,0.0,,1079.2,,,316.0,,,,2089.0,,-754.7,-1036.0,,43.2,,,,,,False,,False,False,,True,,
29023,676,856.0,,,,2160.0,,205.0,0.0,,1236.2,,,180.0,,,,1484.0,,-471.0,-676.0,,560.2,,,,,,False,,False,False,,False,,
29025,111,304.0,,,,281.0,,93.6,0.0,,,,,193.0,,,,170.0,,-17.4,-111.0,,,,,,,,True,,True,True,,,,
29027,816,1296.0,,,,1161.0,,349.4,0.0,,2717.0,,,480.0,,,,345.0,,-466.6,-816.0,,1901.0,,,,,,True,,True,False,,False,,
29029,650,1200.0,,,,979.0,,333.4,0.1,,676.6,,,550.0,,,,329.0,,-316.6,-649.9,,26.6,,,,,,True,,True,False,,True,,
29031,1207,1904.0,,,,2668.0,,540.4,0.0,,1606.2,,,697.0,,,,1461.0,,-666.6,-1207.0,,399.2,,,,,,False,,True,False,,True,,
29033,196,352.0,,,,307.0,,132.6,91.4,,,,,156.0,,,,111.0,,-63.4,-104.6,,,,,,,,True,,True,True,,,,
29035,55,104.0,,,,184.0,,20.1,0.0,,,,,49.0,,,,129.0,,-34.9,-55.0,,,,,,,,False,,True,False,,,,
29037,1808,2768.0,,,,3076.0,,1209.6,747.1,,3144.8,,,960.0,,,,1268.0,,-598.4,-1060.9,,1336.8,,,,,,False,,True,False,,False,,
29039,171,96.0,,,,492.0,,43.3,0.0,,,,,-75.0,,,,321.0,,-127.7,-171.0,,,,,,,,False,,False,False,,,,
29041,96,200.0,,,,240.0,,58.5,0.0,,,,,104.0,,,,144.0,,-37.5,-96.0,,,,,,,,False,,True,True,,,,
29043,1557,2360.0,,,,2403.0,,1557.1,644.8,,786.6,,,803.0,,,,846.0,,0.1,-912.2,,-770.4,,,,,,False,,True,False,,True,,
29045,106,160.0,,,,165.0,,6.8,0.0,,,,,54.0,,,,59.0,,-99.2,-106.0,,,,,,,,False,,False,False,,,,
29047,1751,2704.0,,,,7550.0,,808.8,0.2,,1691.9,1052.0,,953.0,,,,5799.0,,-942.2,-1750.8,,-59.1,-699.0,,,,,False,,True,False,,True,True,
29049,316,504.0,,,,689.0,,202.0,0.1,,,,,188.0,,,,373.0,,-114.0,-315.9,,,,,,,,False,,True,False,,,,
29051,1132,1952.0,,,,1828.0,,307.6,0.1,,2537.3,,,820.0,,,,696.0,,-824.4,-1131.9,,1405.3,,,,,,True,,False,False,,False,,
29053,227,488.0,,,,522.0,,300.2,0.1,,,,,261.0,,,,295.0,,73.2,-226.9,,,,,,,,False,,True,True,,,,
29055,405,1208.0,,,,625.0,,455.3,109.9,,,,,803.0,,,,220.0,,50.3,-295.1,,,,,,,,True,,True,True,,,,
29057,64,176.0,,,,203.0,,90.9,0.0,,,,,112.0,,,,139.0,,26.9,-64.0,,,,,,,,False,,True,True,,,,
29059,141,72.0,,,,448.0,,80.9,0.0,,,,,-69.0,,,,307.0,,-60.1,-141.0,,,,,,,,False,,True,False,,,,
29061,132,232.0,,,,281.0,,73.4,18.7,,,,,100.0,,,,149.0,,-58.6,-113.3,,,,,,,,False,,True,False,,,,
29063,174,200.0,,,,355.0,,36.8,0.0,,,,,26.0,,,,181.0,,-137.2,-174.0,,,,,,,,False,,False,False,,,,
29065,136,288.0,,,,469.0,,84.0,0.0,,,,,152.0,,,,333.0,,-52.0,-136.0,,,,,,,,False,,True,True,,,,
29067,168,336.0,,,,443.0,,282.7,13.2,,,,,168.0,,,,275.0,,114.7,-154.8,,,,,,,,False,,True,True,,,,
29069,375,432.0,,,,2032.0,,414.2,0.0,,,,,57.0,,,,1657.0,,39.2,-375.0,,,,,,,,False,,True,False,,,,
29071,2040,2704.0,,,,2728.0,,1157.1,0.2,,3189.9,,,664.0,,,,688.0,,-882.9,-2039.8,,1149.9,,,,,,False,,False,False,,False,,
29073,220,344.0,,,,357.0,,103.6,0.0,,,,,124.0,,,,137.0,,-116.4,-220.0,,,,,,,,False,,True,False,,,,
29075,146,232.0,,,,207.0,,62.2,0.0,,,,,86.0,,,,61.0,,-83.8,-146.0,,,,,,,,True,,True,False,,,,
29077,5100,7104.0,,,,8561.0,,3908.0,2770.5,,2645.9,1411.0,,2004.0,,,,3461.0,,-1192.0,-2329.5,,-2454.1,-3689.0,,,,,False,,True,False,,False,False,
29079,173,256.0,,,,384.0,,75.3,0.0,,,,,83.0,,,,211.0,,-97.7,-173.0,,,,,,,,False,,False,False,,,,
29081,226,256.0,,,,274.0,,114.8,0.0,,,,,30.0,,,,48.0,,-111.2,-226.0,,,,,,,,False,,False,False,,,,
29083,331,384.0,,,,734.0,,216.6,0.0,,,,,53.0,,,,403.0,,-114.4,-331.0,,,,,,,,False,,False,False,,,,
29085,46,80.0,,,,201.0,,15.2,0.0,,,,,34.0,,,,155.0,,-30.8,-46.0,,,,,,,,False,,True,False,,,,
29087,43,56.0,,,,112.0,,6.6,0.0,,,,,13.0,,,,69.0,,-36.4,-43.0,,,,,,,,False,,False,False,,,,
29089,103,144.0,,,,267.0,,43.9,0.0,,,,,41.0,,,,164.0,,-59.1,-103.0,,,,,,,,False,,False,False,,,,
29091,557,872.0,,,,1659.0,,1422.7,0.0,,,,,315.0,,,,1102.0,,865.7,-557.0,,,,,,,,False,,False,False,,,,
29093,91,456.0,,,,272.0,,572.2,21.1,,,,,365.0,,,,181.0,,481.2,-69.9,,,,,,,,True,,False,True,,,,
29095,7191,10000.0,,,,18480.0,,2626.2,1.0,,8037.2,5509.0,,2809.0,,,,11289.0,,-4564.8,-7190.0,,846.2,-1682.0,,,,,False,,False,False,,True,True,
29097,2419,2376.0,,,,4617.0,,739.3,0.2,,1382.6,,,-43.0,,,,2198.0,,-1679.7,-2418.8,,-1036.4,,,,,,False,,False,False,,False,,
29099,4295,5480.0,,,,5895.0,,1664.5,0.5,,6186.0,1532.0,,1185.0,,,,1600.0,,-2630.5,-4294.5,,1891.0,-2763.0,,,,,False,,False,False,,False,False,
29101,673,1168.0,,,,1411.0,,381.8,0.1,,1899.5,,,495.0,,,,738.0,,-291.2,-672.9,,1226.5,,,,,,False,,True,False,,False,,
29103,29,24.0,,,,91.0,,22.6,0.0,,,,,-5.0,,,,62.0,,-6.4,-29.0,,,,,,,,False,,False,False,,,,
29105,474,928.0,,,,985.0,,308.5,0.0,,,,,454.0,,,,511.0,,-165.5,-474.0,,,,,,,,False,,True,False,,,,
29107,530,1048.0,,,,1057.0,,368.0,299.8,,,,,518.0,,,,527.0,,-162.0,-230.2,,,,,,,,False,,True,True,,,,
29109,521,544.0,,,,1463.0,,193.3,0.1,,,,,23.0,,,,942.0,,-327.7,-520.9,,,,,,,,False,,False,False,,,,
29111,108,176.0,,,,262.0,,38.0,0.0,,,,,68.0,,,,154.0,,-70.0,-108.0,,,,,,,,False,,False,False,,,,
29113,826,1704.0,,,,1364.0,,783.6,0.1,,1590.3,,,878.0,,,,538.0,,-42.4,-825.9,,764.3,,,,,,True,,True,True,,True,,
29115,145,88.0,,,,388.0,,23.2,0.0,,,,,-57.0,,,,243.0,,-121.8,-145.0,,,,,,,,False,,False,False,,,,
29117,329,408.0,,,,509.0,,359.4,0.2,,,,,79.0,,,,180.0,,30.4,-328.8,,,,,,,,False,,True,False,,,,
29119,294,512.0,,,,1118.0,,303.0,0.0,,,,,218.0,,,,824.0,,9.0,-294.0,,,,,,,,False,,True,False,,,,
29121,314,344.0,,,,446.0,,234.6,0.0,,,,,30.0,,,,132.0,,-79.4,-314.0,,,,,,,,False,,False,False,,,,
29123,197,440.0,,,,412.0,,120.5,0.2,,,,,243.0,,,,215.0,,-76.5,-196.8,,,,,,,,True,,True,True,,,,
29125,82,152.0,,,,210.0,,26.2,0.0,,,,,70.0,,,,128.0,,-55.8,-82.0,,,,,,,,False,,True,False,,,,
29127,381,632.0,,,,798.0,,181.2,0.0,,,,,251.0,,,,417.0,,-199.8,-381.0,,,,,,,,False,,True,False,,,,
29129,55,64.0,,,,81.0,,135.9,0.0,,,,,9.0,,,,26.0,,80.9,-55.0,,,,,,,,False,,False,False,,,,
29131,337,672.0,,,,646.0,,356.0,231.0,,,,,335.0,,,,309.0,,19.0,-106.0,,,,,,,,True,,True,True,,,,
29133,149,168.0,,,,582.0,,43.5,0.0,,,,,19.0,,,,433.0,,-105.5,-149.0,,,,,,,,False,,False,False,,,,
29135,223,304.0,,,,437.0,,95.0,0.2,,,,,81.0,,,,214.0,,-128.0,-222.8,,,,,,,,False,,False,False,,,,
