,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29207,110,152.0,,155.7,,158.0,94.0,,,,,136.2,,140.9,,,377.0,59.1,129.1,151.5,,153.0,140.0,,,,312.0,206.7,,,,,,157.6,,,,194.8,255.1,42.0,,45.7,,48.0,-16.0,,,,,26.2,,30.9,,,267.0,-50.9,19.1,41.5,,43.0,30.0,,,,202.0,96.7,,,,,,47.6,,,,84.8,145.1,,False,,False,True,,,,,True,,True,,,False,False,True,True,,False,True,,,,False,False,,,,,,False,,,,False,False
29209,144,164.0,,186.9,,184.0,46.0,,,,,158.8,,133.2,,,352.0,66.2,175.6,208.5,,136.0,134.6,,,,258.0,240.6,,,,,,,,,,187.4,299.2,20.0,,42.9,,40.0,-98.0,,,,,14.8,,-10.8,,,208.0,-77.8,31.6,64.5,,-8.0,-9.4,,,,114.0,96.6,,,,,,,,,,43.4,155.2,,False,,False,False,,,,,True,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,,,,,False,False
29211,13,68.0,,64.1,,60.0,18.0,,,,,35.4,,31.5,,,106.0,18.4,60.9,,,61.0,44.6,,,,85.0,69.6,,,,,,,,,,75.1,83.0,55.0,,51.1,,47.0,5.0,,,,,22.4,,18.5,,,93.0,5.4,47.9,,,48.0,31.6,,,,72.0,56.6,,,,,,,,,,62.1,70.0,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29213,237,468.0,,459.0,,428.0,208.0,,,,,399.5,,242.1,,,660.0,113.4,448.7,432.0,,172.0,312.6,,,,591.0,533.0,,,,,,593.4,,,,643.7,436.8,231.0,,222.0,,191.0,-29.0,,,,,162.5,,5.1,,,423.0,-123.6,211.7,195.0,,-65.0,75.6,,,,354.0,296.0,,,,,,356.4,,,,406.7,199.8,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,False,,,,,,False,,,,False,True
29215,51,84.0,,85.7,,101.0,28.0,,,,,104.2,,90.4,,,245.0,32.9,115.3,,,12.0,74.5,,,,236.0,167.1,,,,,,,,,,130.6,223.6,33.0,,34.7,,50.0,-23.0,,,,,53.2,,39.4,,,194.0,-18.1,64.3,,,-39.0,23.5,,,,185.0,116.1,,,,,,,,,,79.6,172.6,,False,,False,True,,,,,False,,False,,,False,True,False,,,False,True,,,,False,False,,,,,,,,,,False,False
29217,77,140.0,,167.9,,141.0,30.0,,,,,106.2,,124.4,,,329.0,31.2,149.4,,,20.0,94.8,,,,208.0,228.5,,,,,,,,,,192.5,154.0,63.0,,90.9,,64.0,-47.0,,,,,29.2,,47.4,,,252.0,-45.8,72.4,,,-57.0,17.8,,,,131.0,151.5,,,,,,,,,,115.5,77.0,,False,,False,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
29219,148,300.0,,295.8,,269.0,283.0,,,,,179.4,,182.9,,,241.0,72.1,271.7,915.5,,204.0,201.3,,,,367.0,281.9,,,,,,,,,,333.6,357.8,152.0,,147.8,,121.0,135.0,,,,,31.4,,34.9,,,93.0,-75.9,123.7,767.5,,56.0,53.3,,,,219.0,133.9,,,,,,,,,,185.6,209.8,,True,,True,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,True,,,,,,,,,,False,False
29221,94,176.0,,165.2,,161.0,37.0,,,,,116.5,,119.5,,,243.0,61.6,188.3,,,132.0,133.7,,,,317.0,271.3,,,,,,,,,,209.4,211.2,82.0,,71.2,,67.0,-57.0,,,,,22.5,,25.5,,,149.0,-32.4,94.3,,,38.0,39.7,,,,223.0,177.3,,,,,,,,,,115.4,117.2,,True,,True,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
29223,45,96.0,,98.5,,83.0,33.0,,,,,55.0,,52.3,,,131.0,39.5,93.2,,,54.0,64.9,,,,127.0,107.3,,,,,,,,,,130.8,,51.0,,53.5,,38.0,-12.0,,,,,10.0,,7.3,,,86.0,-5.5,48.2,,,9.0,19.9,,,,82.0,62.3,,,,,,,,,,85.8,,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,
29225,134,308.0,,356.6,,304.0,83.0,,,,,241.8,,242.9,,,393.0,92.4,290.2,394.0,,260.0,244.5,,,,439.0,432.5,,,,,,188.4,,,,343.0,371.9,174.0,,222.6,,170.0,-51.0,,,,,107.8,,108.9,,,259.0,-41.6,156.2,260.0,,126.0,110.5,,,,305.0,298.5,,,,,,54.4,,,,209.0,237.9,,False,,True,True,,,,,True,,True,,,False,True,True,False,,True,True,,,,False,False,,,,,,True,,,,False,False
29227,6,16.0,,17.6,,15.0,0.0,,,,,7.6,,19.5,,,28.0,4.0,8.4,,,23.0,6.7,,,,20.0,13.9,,,,,,,,,,17.3,19.6,10.0,,11.6,,9.0,-6.0,,,,,1.6,,13.5,,,22.0,-2.0,2.4,,,17.0,0.7,,,,14.0,7.9,,,,,,,,,,11.3,13.6,,False,,True,True,,,,,True,,False,,,False,True,True,,,False,True,,,,False,True,,,,,,,,,,False,False
29229,73,148.0,,167.1,,127.0,43.0,,,,,108.6,,108.7,,,181.0,48.0,159.7,,,68.0,95.3,,,,230.0,210.1,,,,,,,,,,155.6,119.3,75.0,,94.1,,54.0,-30.0,,,,,35.6,,35.7,,,108.0,-25.0,86.7,,,-5.0,22.3,,,,157.0,137.1,,,,,,,,,,82.6,46.3,,False,,True,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,True
29510,1294,1552.0,,1446.1,,1748.0,15.0,,,,,1455.4,,1160.8,,2327.8,2179.0,129.4,1504.5,4759.5,,4255.0,1129.9,,,,,2127.9,,,,,,2063.6,3259.0,,,2019.2,,258.0,,152.1,,454.0,-1279.0,,,,,161.4,,-133.2,,1033.8,885.0,-1164.6,210.5,3465.5,,2961.0,-164.1,,,,,833.9,,,,,,769.6,1965.0,,,725.2,,,True,,False,False,,,,,True,,True,,False,False,False,True,False,,False,True,,,,,False,,,,,,False,False,,,False,
30001,18,52.0,,53.4,,61.0,,,,,,49.7,,53.3,,,76.0,9.2,48.7,,,64.0,35.4,,,,88.0,154.9,,,,,,,,,,60.8,129.9,34.0,,35.4,,43.0,,,,,,31.7,,35.3,,,58.0,-8.8,30.7,,,46.0,17.4,,,,70.0,136.9,,,,,,,,,,42.8,111.9,,False,,False,,,,,,True,,False,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,False,False
30003,85,120.0,,62.3,,108.0,0.0,,,,,121.4,,88.9,,,106.0,10.4,118.5,,,107.0,82.0,,,,173.0,314.8,,,,,,,,,,157.5,326.1,35.0,,-22.7,,23.0,-85.0,,,,,36.4,,3.9,,,21.0,-74.6,33.5,,,22.0,-3.0,,,,88.0,229.8,,,,,,,,,,72.5,241.1,,True,,True,False,,,,,False,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,,,False,False
30005,65,32.0,,29.5,,28.0,,,,,,32.9,,45.7,,,36.0,0.8,24.1,,,27.0,11.9,,,,63.0,76.7,,,,,,,,,,49.0,,-33.0,,-35.5,,-37.0,,,,,,-32.1,,-19.3,,,-29.0,-64.2,-40.9,,,-38.0,-53.1,,,,-2.0,11.7,,,,,,,,,,-16.0,,,False,,False,,,,,,True,,True,,,True,False,False,,,False,False,,,,True,True,,,,,,,,,,True,
30007,56,48.0,,38.9,,31.0,10.0,,,,,24.1,,46.1,,,62.0,8.8,20.1,,,27.0,29.1,,,,55.0,,,,,,,,,,,43.8,47.0,-8.0,,-17.1,,-25.0,-46.0,,,,,-31.9,,-9.9,,,6.0,-47.2,-35.9,,,-29.0,-26.9,,,,-1.0,,,,,,,,,,,-12.2,-9.0,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,,,,True,,,,,,,,,,,False,False
30009,70,56.0,,39.8,,56.0,23.0,,,,,45.9,,64.0,,,113.0,33.1,55.9,,,60.0,53.7,,,,109.0,101.7,,,,,,,,,,83.0,101.9,-14.0,,-30.2,,-14.0,-47.0,,,,,-24.1,,-6.0,,,43.0,-36.9,-14.1,,,-10.0,-16.3,,,,39.0,31.7,,,,,,,,,,13.0,31.9,,False,,False,False,,,,,False,,True,,,False,False,False,,,True,False,,,,False,False,,,,,,,,,,True,False
30011,5,0.0,,3.6,,3.0,0.0,,,,,7.0,,4.8,,,31.0,0.0,3.6,,,8.0,0.9,,,,10.0,16.5,,,,,,,,,,3.1,,-5.0,,-1.4,,-2.0,-5.0,,,,,2.0,,-0.2,,,26.0,-5.0,-1.4,,,3.0,-4.1,,,,5.0,11.5,,,,,,,,,,-1.9,,,True,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,True,
30013,455,324.0,,303.8,,375.0,214.0,,,,,430.7,,433.1,,,893.0,248.4,499.4,418.5,,374.0,366.9,,,,567.0,941.4,,,,,,255.0,,,,634.0,672.4,-131.0,,-151.2,,-80.0,-241.0,,,,,-24.3,,-21.9,,,438.0,-206.6,44.4,-36.5,,-81.0,-88.1,,,,112.0,486.4,,,,,,-200.0,,,,179.0,217.4,,False,,True,False,,,,,True,,True,,,False,False,True,True,,True,True,,,,True,False,,,,,,False,,,,False,False
30015,56,24.0,,28.4,,25.0,,,,,,27.7,,33.9,,,33.0,10.3,34.4,,,5.0,19.1,,,,52.0,83.7,,,,,,,,,,23.3,,-32.0,,-27.6,,-31.0,,,,,,-28.3,,-22.1,,,-23.0,-45.7,-21.6,,,-51.0,-36.9,,,,-4.0,27.7,,,,,,,,,,-32.7,,,True,,True,,,,,,True,,True,,,True,False,True,,,False,False,,,,True,True,,,,,,,,,,False,
30017,40,40.0,,45.0,,52.0,,,,,,70.4,,75.7,,,127.0,27.0,87.2,,,15.0,39.1,,,,76.0,162.2,,,,,,,,,,91.3,,0.0,,5.0,,12.0,,,,,,30.4,,35.7,,,87.0,-13.0,47.2,,,-25.0,-0.9,,,,36.0,122.2,,,,,,,,,,51.3,,,False,,False,,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,
30019,14,52.0,,53.8,,34.0,,,,,,11.9,,19.6,,,29.0,29.0,39.1,,,82.0,35.9,,,,37.0,27.3,,,,,,,,,,56.1,,38.0,,39.8,,20.0,,,,,,-2.1,,5.6,,,15.0,15.0,25.1,,,68.0,21.9,,,,23.0,13.3,,,,,,,,,,42.1,,,False,,True,,,,,,True,,True,,,True,True,True,,,False,True,,,,True,True,,,,,,,,,,False,
30021,60,84.0,,75.6,,55.0,19.0,,,,,63.2,,67.8,,,84.0,11.0,52.2,,,28.5,38.2,,,,97.0,129.8,,,,,,,,,,108.2,,24.0,,15.6,,-5.0,-41.0,,,,,3.2,,7.8,,,24.0,-49.0,-7.8,,,-31.5,-21.8,,,,37.0,69.8,,,,,,,,,,48.2,,,True,,True,False,,,,,True,,True,,,False,False,True,,,False,True,,,,False,False,,,,,,,,,,False,
30023,79,176.0,,179.5,,99.0,11.0,,,,,52.2,,80.9,,,87.0,38.6,53.8,,,93.0,112.6,,,,132.0,110.6,,,,,,,,,,188.5,179.7,97.0,,100.5,,20.0,-68.0,,,,,-26.8,,1.9,,,8.0,-40.4,-25.2,,,14.0,33.6,,,,53.0,31.6,,,,,,,,,,109.5,100.7,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,False
30025,6,0.0,,0.6,,4.0,0.0,,,,,12.1,,11.2,,,39.0,0.0,1.4,,,4.0,5.6,,,,18.0,9.9,,,,,,,,,,12.4,,-6.0,,-5.4,,-2.0,-6.0,,,,,6.1,,5.2,,,33.0,-6.0,-4.6,,,-2.0,-0.4,,,,12.0,3.9,,,,,,,,,,6.4,,,True,,True,False,,,,,False,,True,,,False,False,True,,,True,True,,,,False,True,,,,,,,,,,False,
30027,83,32.0,,31.3,,43.0,,,,,,56.2,,64.8,,,46.0,33.0,49.9,,,2.0,37.7,,,,96.0,161.5,,,,,,,,,,62.6,104.4,-51.0,,-51.7,,-40.0,,,,,,-26.8,,-18.2,,,-37.0,-50.0,-33.1,,,-81.0,-45.3,,,,13.0,78.5,,,,,,,,,,-20.4,21.4,,False,,True,,,,,,True,,True,,,True,True,True,,,False,True,,,,True,False,,,,,,,,,,True,True
30029,914,1384.0,,1445.5,,1068.0,1767.0,,,,,540.4,,791.1,,1273.7,1074.0,338.3,914.1,810.0,,1069.0,876.2,,,,1399.0,1441.4,,,,,,843.1,,,,883.6,1121.8,470.0,,531.5,,154.0,853.0,,,,,-373.6,,-122.9,,359.7,160.0,-575.7,0.1,-104.0,,155.0,-37.8,,,,485.0,527.4,,,,,,-70.9,,,,-30.4,207.8,,False,,True,False,,,,,True,,True,,True,True,False,True,True,,True,True,,,,False,False,,,,,,True,,,,True,True
30031,991,1580.0,,1472.8,,1330.0,855.0,,,,,756.4,,902.0,,1526.4,1013.0,511.1,1048.4,1640.5,,1094.5,1044.4,,,,1522.0,2263.3,,,,,,1386.1,,,,1353.7,1869.3,589.0,,481.8,,339.0,-136.0,,,,,-234.6,,-89.0,,535.4,22.0,-479.9,57.4,649.5,,103.5,53.4,,,,531.0,1272.3,,,,,,395.1,,,,362.7,878.3,,True,,True,True,,,,,True,,True,,True,True,True,True,False,,True,True,,,,True,False,,,,,,True,,,,True,False
30033,2,0.0,,0.0,,1.0,0.0,,,,,3.1,,4.7,,,20.0,1.6,2.6,,,0.0,0.9,,,,6.0,9.4,,,,,,,,,,2.9,,-2.0,,-2.0,,-1.0,-2.0,,,,,1.1,,2.7,,,18.0,-0.4,0.6,,,-2.0,-1.1,,,,4.0,7.4,,,,,,,,,,0.9,,,True,,True,False,,,,,True,,False,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,True,
30035,102,132.0,,132.5,,101.0,68.0,,,,,75.6,,74.9,,,172.0,34.1,70.9,,,71.0,71.7,,,,143.0,193.6,,,,,,,,,,122.3,258.3,30.0,,30.5,,-1.0,-34.0,,,,,-26.4,,-27.1,,,70.0,-67.9,-31.1,,,-31.0,-30.3,,,,41.0,91.6,,,,,,,,,,20.3,156.3,,False,,True,False,,,,,True,,True,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,True,False
30037,2,0.0,,1.4,,3.0,0.0,,,,,3.1,,3.9,,,7.0,0.6,2.5,,,7.0,1.1,,,,6.0,,,,,,,,,,,5.4,,-2.0,,-0.6,,1.0,-2.0,,,,,1.1,,1.9,,,5.0,-1.4,0.5,,,5.0,-0.9,,,,4.0,,,,,,,,,,,3.4,,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,False,,,,,,,,,,,False,
30039,8,12.0,,15.1,,12.0,0.0,,,,,10.5,,17.1,,,28.0,1.9,11.9,,,20.0,5.8,,,,22.0,32.2,,,,,,,,,,12.1,,4.0,,7.1,,4.0,-8.0,,,,,2.5,,9.1,,,20.0,-6.1,3.9,,,12.0,-2.2,,,,14.0,24.2,,,,,,,,,,4.1,,,False,,False,False,,,,,True,,False,,,False,False,True,,,False,True,,,,False,False,,,,,,,,,,False,
30041,97,56.0,,44.9,,77.0,33.0,,,,,104.2,,82.2,,,192.0,12.3,103.1,,,23.0,68.2,,,,154.0,212.0,,,,,,,,,,86.5,189.9,-41.0,,-52.1,,-20.0,-64.0,,,,,7.2,,-14.8,,,95.0,-84.7,6.1,,,-74.0,-28.8,,,,57.0,115.0,,,,,,,,,,-10.5,92.9,,False,,True,False,,,,,True,,True,,,False,False,True,,,False,True,,,,False,False,,,,,,,,,,True,False
30043,75,144.0,,133.1,,99.0,48.0,,,,,67.7,,104.4,,,104.0,27.2,81.9,,,116.0,86.3,,,,134.0,132.5,,,,,,,,,,152.8,111.1,69.0,,58.1,,24.0,-27.0,,,,,-7.3,,29.4,,,29.0,-47.8,6.9,,,41.0,11.3,,,,59.0,57.5,,,,,,,,,,77.8,36.1,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
30045,3,8.0,,7.8,,4.0,0.0,,,,,4.0,,10.1,,,12.0,2.0,4.9,,,4.0,4.3,,,,11.0,14.3,,,,,,,,,,8.7,,5.0,,4.8,,1.0,-3.0,,,,,1.0,,7.1,,,9.0,-1.0,1.9,,,1.0,1.3,,,,8.0,11.3,,,,,,,,,,5.7,,,True,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,
30047,121,144.0,,129.9,,145.0,47.0,,,,,126.6,,180.5,,,257.0,73.5,180.6,235.0,,43.0,143.7,,,,311.0,351.7,,,,,,,,,,199.5,238.3,23.0,,8.9,,24.0,-74.0,,,,,5.6,,59.5,,,136.0,-47.5,59.6,114.0,,-78.0,22.7,,,,190.0,230.7,,,,,,,,,,78.5,117.3,,True,,False,False,,,,,True,,False,,,False,False,False,False,,False,True,,,,False,False,,,,,,,,,,False,False
30049,561,752.0,,676.2,,631.0,664.0,,,,,431.2,,526.1,,,749.0,182.0,511.2,687.0,,476.5,522.6,,,,771.0,935.9,,,,,,1043.8,,,,411.6,721.9,191.0,,115.2,,70.0,103.0,,,,,-129.8,,-34.9,,,188.0,-379.0,-49.8,126.0,,-84.5,-38.4,,,,210.0,374.9,,,,,,482.8,,,,-149.4,160.9,,True,,True,True,,,,,True,,True,,,True,False,True,True,,True,True,,,,False,False,,,,,,False,,,,True,True
30051,15,0.0,,0.0,,4.0,0.0,,,,,4.8,,8.8,,,32.0,25.1,1.5,,,4.0,2.5,,,,16.0,15.3,,,,,,,,,,6.7,,-15.0,,-15.0,,-11.0,-15.0,,,,,-10.2,,-6.2,,,17.0,10.1,-13.5,,,-11.0,-12.5,,,,1.0,0.3,,,,,,,,,,-8.3,,,False,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,,,,,,,,,,True,
30053,117,328.0,,292.8,,264.0,342.0,,,,,100.0,,218.4,,,266.0,115.7,155.2,,,230.0,240.6,,,,281.0,297.4,,,,,,,,,,363.5,288.4,211.0,,175.8,,147.0,225.0,,,,,-17.0,,101.4,,,149.0,-1.3,38.2,,,113.0,123.6,,,,164.0,180.4,,,,,,,,,,246.5,171.4,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
30055,23,12.0,,11.3,,11.0,0.0,,,,,9.0,,13.1,,,20.0,0.4,6.8,,,15.0,4.1,,,,18.0,31.2,,,,,,,,,,11.3,,-11.0,,-11.7,,-12.0,-23.0,,,,,-14.0,,-9.9,,,-3.0,-22.6,-16.2,,,-8.0,-18.9,,,,-5.0,8.2,,,,,,,,,,-11.7,,,False,,False,False,,,,,False,,True,,,True,False,False,,,True,False,,,,True,True,,,,,,,,,,False,
30057,53,104.0,,89.7,,89.0,,,,,,43.7,,62.2,,,56.0,71.1,59.7,,,110.0,81.6,,,,106.0,115.1,,,,,,,,,,118.7,106.9,51.0,,36.7,,36.0,,,,,,-9.3,,9.2,,,3.0,18.1,6.7,,,57.0,28.6,,,,53.0,62.1,,,,,,,,,,65.7,53.9,,True,,True,,,,,,True,,True,,,True,True,True,,,False,True,,,,False,False,,,,,,,,,,False,False
30059,10,0.0,,0.0,,4.0,0.0,,,,,5.4,,6.6,,,22.0,0.7,0.3,,,4.0,3.0,,,,9.0,11.5,,,,,,,,,,2.8,13.0,-10.0,,-10.0,,-6.0,-10.0,,,,,-4.6,,-3.4,,,12.0,-9.3,-9.7,,,-6.0,-7.0,,,,-1.0,1.5,,,,,,,,,,-7.2,3.0,,True,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,,,,,,,,,,True,True
30061,17,12.0,,11.1,,11.0,0.0,,,,,17.4,,24.2,,,39.0,8.0,18.1,,,0.0,6.1,,,,33.0,42.0,,,,,,,,,,18.9,,-5.0,,-5.9,,-6.0,-17.0,,,,,0.4,,7.2,,,22.0,-9.0,1.1,,,-17.0,-10.9,,,,16.0,25.0,,,,,,,,,,1.9,,,False,,False,False,,,,,True,,False,,,False,False,True,,,False,False,,,,False,False,,,,,,,,,,True,
30063,594,1256.0,,1188.2,,940.0,999.0,,,,,556.9,,811.6,,,1037.0,407.6,908.1,1092.5,,909.0,913.0,,,,1195.0,1490.0,,,,,,612.5,,,,849.4,987.1,662.0,,594.2,,346.0,405.0,,,,,-37.1,,217.6,,,443.0,-186.4,314.1,498.5,,315.0,319.0,,,,601.0,896.0,,,,,,18.5,,,,255.4,393.1,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
30065,26,4.0,,0.1,,13.0,0.0,,,,,13.9,,21.2,,,40.0,13.1,9.3,,,15.0,9.4,,,,35.0,37.4,,,,,,,,,,5.9,38.9,-22.0,,-25.9,,-13.0,-26.0,,,,,-12.1,,-4.8,,,14.0,-12.9,-16.7,,,-11.0,-16.6,,,,9.0,11.4,,,,,,,,,,-20.1,12.9,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,True,True
30067,94,120.0,,116.6,,105.0,70.0,,,,,67.1,,116.5,,,158.0,69.4,100.0,,,59.0,89.6,,,,164.0,163.4,,,,,,,,,,142.9,153.3,26.0,,22.6,,11.0,-24.0,,,,,-26.9,,22.5,,,64.0,-24.6,6.0,,,-35.0,-4.4,,,,70.0,69.4,,,,,,,,,,48.9,59.3,,True,,True,True,,,,,False,,True,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,False,False
30069,1,0.0,,0.2,,0.0,0.0,,,,,0.0,,1.5,,,4.0,0.0,1.0,,,0.0,0.2,,,,4.0,,,,,,,,,,,3.0,,-1.0,,-0.8,,-1.0,-1.0,,,,,-1.0,,0.5,,,3.0,-1.0,0.0,,,-1.0,-0.8,,,,3.0,,,,,,,,,,,2.0,,,True,,False,False,,,,,True,,True,,,False,False,True,,,False,True,,,,False,,,,,,,,,,,False,
30071,30,68.0,,77.6,,45.0,,,,,,31.0,,33.8,,,40.0,2.2,12.6,,,50.0,26.9,,,,54.0,106.4,,,,,,,,,,63.0,,38.0,,47.6,,15.0,,,,,,1.0,,3.8,,,10.0,-27.8,-17.4,,,20.0,-3.1,,,,24.0,76.4,,,,,,,,,,33.0,,,False,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,,,,,,,,,,True,
30073,32,60.0,,61.4,,49.0,0.0,,,,,23.3,,45.1,,,124.0,47.3,26.5,,,20.0,42.8,,,,73.0,116.9,,,,,,,,,,66.1,46.4,28.0,,29.4,,17.0,-32.0,,,,,-8.7,,13.1,,,92.0,15.3,-5.5,,,-12.0,10.8,,,,41.0,84.9,,,,,,,,,,34.1,14.4,,False,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
30075,2,8.0,,7.5,,8.0,0.0,,,,,5.5,,8.6,,,16.0,3.2,6.6,,,8.0,3.4,,,,13.0,20.4,,,,,,,,,,8.2,,6.0,,5.5,,6.0,-2.0,,,,,3.5,,6.6,,,14.0,1.2,4.6,,,6.0,1.4,,,,11.0,18.4,,,,,,,,,,6.2,,,True,,False,True,,,,,True,,False,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,False,
30077,40,60.0,,61.6,,53.0,0.0,,,,,47.2,,32.5,,,70.0,7.4,30.7,,,43.0,62.6,,,,77.0,66.3,,,,,,,,,,118.1,,20.0,,21.6,,13.0,-40.0,,,,,7.2,,-7.5,,,30.0,-32.6,-9.3,,,3.0,22.6,,,,37.0,26.3,,,,,,,,,,78.1,,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,False,,,,False,False,,,,,,,,,,False,
30079,3,0.0,,0.9,,0.0,0.0,,,,,6.5,,5.4,,,8.0,0.0,0.5,,,0.0,1.1,,,,7.0,20.5,,,,,,,,,,4.7,,-3.0,,-2.1,,-3.0,-3.0,,,,,3.5,,2.4,,,5.0,-3.0,-2.5,,,-3.0,-1.9,,,,4.0,17.5,,,,,,,,,,1.7,,,True,,False,False,,,,,False,,True,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,True,
30081,228,188.0,,174.6,,164.0,54.0,,,,,149.5,,231.2,,,301.0,45.1,157.2,214.0,,127.5,138.8,,,,309.0,259.2,,,,,,,,,,212.0,318.6,-40.0,,-53.4,,-64.0,-174.0,,,,,-78.5,,3.2,,,73.0,-182.9,-70.8,-14.0,,-100.5,-89.2,,,,81.0,31.2,,,,,,,,,,-16.0,90.6,,False,,False,False,,,,,False,,True,,,False,False,False,True,,False,False,,,,False,True,,,,,,,,,,True,False
