,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
05031,1173,2800.0,1464.0,,,,,3103.0,1453.1,1971.5,,2247.0,,,1793.9,,,1627.0,291.0,,,,,1930.0,280.1,798.5,,1074.0,,,620.9,,,True,,,,,False,True,True,,True,,,True,,
05033,1144,2550.0,3788.0,,,,,2393.0,1608.5,1582.7,,2143.0,,,,,,1406.0,2644.0,,,,,1249.0,464.5,438.7,,999.0,,,,,,False,,,,,True,True,True,,True,,,,,
05035,595,1585.0,1507.0,,,,,992.0,1167.8,938.0,,1411.5,,,1096.1,,,990.0,912.0,,,,,397.0,572.8,343.0,,816.5,,,501.1,,,True,,,,,True,True,True,,True,,,True,,
05037,193,530.0,386.0,,,,,485.0,210.3,332.7,,403.0,,,,,,337.0,193.0,,,,,292.0,17.3,139.7,,210.0,,,,,,True,,,,,True,True,True,,True,,,,,
05039,105,320.0,393.0,,,,,209.0,230.0,138.1,,249.0,,,,,,215.0,288.0,,,,,104.0,125.0,33.1,,144.0,,,,,,False,,,,,True,True,True,,True,,,,,
05041,218,270.0,69.0,,,,,250.0,89.4,181.1,,132.0,,,,,,52.0,-149.0,,,,,32.0,-128.6,-36.9,,-86.0,,,,,,False,,,,,True,False,True,,False,,,,,
05043,242,485.0,574.0,,,,,602.0,288.5,254.8,,486.0,,,,,,243.0,332.0,,,,,360.0,46.5,12.8,,244.0,,,,,,False,,,,,False,True,True,,False,,,,,
05045,1993,3480.0,1656.0,,,,,3400.0,2126.8,2268.3,,2414.0,,,4829.7,,,1487.0,-337.0,,,,,1407.0,133.8,275.3,,421.0,,,2836.7,,,True,,,,,True,True,True,,True,,,False,,
05047,271,550.0,737.0,,,,,567.0,492.7,301.0,,515.0,,,,,,279.0,466.0,,,,,296.0,221.7,30.0,,244.0,,,,,,False,,,,,False,True,True,,True,,,,,
05049,61,130.0,33.0,,,,,229.0,58.0,163.8,,39.0,,,,,,69.0,-28.0,,,,,168.0,-3.0,102.8,,-22.0,,,,,,True,,,,,False,True,False,,True,,,,,
05051,1995,3975.0,3978.0,,,,,3292.0,3702.9,2356.5,,3098.5,,,1990.7,,,1980.0,1983.0,,,,,1297.0,1707.9,361.5,,1103.5,,,-4.3,,,False,,,,,True,True,True,,True,,,True,,
05053,270,385.0,173.0,,,,,509.0,70.4,268.4,,310.0,,,,,,115.0,-97.0,,,,,239.0,-199.6,-1.6,,40.0,,,,,,True,,,,,False,False,True,,True,,,,,
05055,675,1270.0,1253.0,,,,,1204.0,947.0,843.9,,949.0,,,848.5,,,595.0,578.0,,,,,529.0,272.0,168.9,,274.0,,,173.5,,,True,,,,,True,True,True,,True,,,True,,
05057,340,440.0,452.0,,,,,718.0,387.9,328.9,,404.0,,,,,,100.0,112.0,,,,,378.0,47.9,-11.1,,64.0,,,,,,False,,,,,False,True,True,,True,,,,,
05059,631,905.0,792.0,,,,,1224.0,408.0,674.6,,913.0,,,288.3,,,274.0,161.0,,,,,593.0,-223.0,43.6,,282.0,,,-342.7,,,True,,,,,False,True,True,,False,,,False,,
05061,261,255.0,181.0,,,,,413.0,145.9,182.2,,169.0,,,,,,-6.0,-80.0,,,,,152.0,-115.1,-78.8,,-92.0,,,,,,False,,,,,False,False,False,,False,,,,,
05063,394,885.0,1130.0,,,,,1236.0,590.6,592.9,,752.5,,,390.5,,,491.0,736.0,,,,,842.0,196.6,198.9,,358.5,,,-3.5,,,False,,,,,False,True,True,,True,,,True,,
05065,166,225.0,61.0,,,,,223.0,46.4,248.7,,65.0,,,,,,59.0,-105.0,,,,,57.0,-119.6,82.7,,-101.0,,,,,,False,,,,,True,False,False,,False,,,,,
05067,147,250.0,58.0,,,,,430.0,150.5,212.4,,89.0,,,,,,103.0,-89.0,,,,,283.0,3.5,65.4,,-58.0,,,,,,True,,,,,False,True,True,,True,,,,,
05069,1086,1420.0,1850.0,,,,,1765.0,489.5,1053.7,,848.0,,,1220.8,,,334.0,764.0,,,,,679.0,-596.5,-32.3,,-238.0,,,134.8,,,False,,,,,False,False,True,,True,,,True,,
05071,400,770.0,660.0,,,,,830.0,596.3,522.3,,700.0,,,1002.7,,,370.0,260.0,,,,,430.0,196.3,122.3,,300.0,,,602.7,,,True,,,,,False,True,True,,True,,,False,,
05073,101,110.0,10.0,,,,,177.0,49.5,76.7,,105.0,,,,,,9.0,-91.0,,,,,76.0,-51.5,-24.3,,4.0,,,,,,False,,,,,False,False,False,,True,,,,,
05075,195,420.0,231.0,,,,,460.0,174.7,325.5,,323.0,,,,,,225.0,36.0,,,,,265.0,-20.3,130.5,,128.0,,,,,,True,,,,,False,True,True,,True,,,,,
05077,82,195.0,183.0,,,,,206.0,68.2,132.9,,279.0,,,,,,113.0,101.0,,,,,124.0,-13.8,50.9,,197.0,,,,,,True,,,,,False,True,True,,False,,,,,
05079,178,245.0,57.0,,,,,377.0,57.9,251.3,,91.0,,,182.5,,,67.0,-121.0,,,,,199.0,-120.1,73.3,,-87.0,,,4.5,,,False,,,,,False,False,False,,False,,,True,,
05081,166,270.0,238.0,,,,,403.0,110.2,211.8,,314.0,,,,,,104.0,72.0,,,,,237.0,-55.8,45.8,,148.0,,,,,,True,,,,,False,True,True,,False,,,,,
05083,370,730.0,553.0,,,,,783.0,549.8,484.1,,609.0,,,,,,360.0,183.0,,,,,413.0,179.8,114.1,,239.0,,,,,,True,,,,,False,True,True,,True,,,,,
05085,1413,1970.0,1377.0,,,,,1957.0,1723.8,1562.7,,1875.5,,,1230.8,,,557.0,-36.0,,,,,544.0,310.8,149.7,,462.5,,,-182.2,,,True,,,,,True,True,True,,True,,,True,,
05087,198,310.0,207.0,,,,,422.0,179.9,308.9,,277.0,,,,,,112.0,9.0,,,,,224.0,-18.1,110.9,,79.0,,,,,,True,,,,,False,True,True,,True,,,,,
05089,132,325.0,260.0,,,,,241.0,191.5,209.2,,278.0,,,,,,193.0,128.0,,,,,109.0,59.5,77.2,,146.0,,,,,,True,,,,,True,True,True,,True,,,,,
05091,606,740.0,754.0,,,,,1350.0,361.2,510.5,,744.0,,,415.1,,,134.0,148.0,,,,,744.0,-244.8,-95.5,,138.0,,,-190.9,,,False,,,,,False,False,True,,False,,,False,,
05093,636,895.0,604.0,,,,,1030.0,545.8,733.9,,691.0,,,520.6,,,259.0,-32.0,,,,,394.0,-90.2,97.9,,55.0,,,-115.4,,,True,,,,,False,True,True,,True,,,True,,
05095,223,245.0,167.0,,,,,205.0,76.9,131.8,,230.0,,,,,,22.0,-56.0,,,,,-18.0,-146.1,-91.2,,7.0,,,,,,False,,,,,True,False,False,,True,,,,,
05097,100,250.0,314.0,,,,,288.0,270.3,129.6,,168.0,,,,,,150.0,214.0,,,,,188.0,170.3,29.6,,68.0,,,,,,False,,,,,False,False,True,,True,,,,,
05099,118,100.0,18.0,,,,,296.0,28.4,68.4,,50.0,,,,,,-18.0,-100.0,,,,,178.0,-89.6,-49.6,,-68.0,,,,,,False,,,,,False,False,False,,False,,,,,
05101,73,60.0,,,,,,183.0,110.8,75.7,,30.0,,,,,,-13.0,,,,,,110.0,37.8,2.7,,-43.0,,,,,,,,,,,False,False,True,,False,,,,,
05103,404,735.0,764.0,,,,,774.0,619.2,376.0,,677.0,,,,,,331.0,360.0,,,,,370.0,215.2,-28.0,,273.0,,,,,,False,,,,,False,True,True,,True,,,,,
05105,179,340.0,243.0,,,,,224.0,195.2,227.5,,324.0,,,,,,161.0,64.0,,,,,45.0,16.2,48.5,,145.0,,,,,,True,,,,,True,True,True,,True,,,,,
05107,193,460.0,94.0,,,,,489.0,861.3,294.7,,355.0,,,,,,267.0,-99.0,,,,,296.0,668.3,101.7,,162.0,,,,,,True,,,,,False,False,True,,True,,,,,
05109,113,330.0,224.0,,,,,397.0,116.5,204.0,,280.0,,,,,,217.0,111.0,,,,,284.0,3.5,91.0,,167.0,,,,,,True,,,,,False,True,True,,True,,,,,
05111,326,610.0,30.0,,,,,595.0,324.5,439.8,,396.0,,,340.0,,,284.0,-296.0,,,,,269.0,-1.5,113.8,,70.0,,,14.0,,,False,,,,,True,True,True,,True,,,True,,
05113,320,545.0,499.0,,,,,689.0,329.4,342.5,,488.0,,,,,,225.0,179.0,,,,,369.0,9.4,22.5,,168.0,,,,,,True,,,,,False,True,True,,True,,,,,
05115,991,2090.0,1249.0,,,,,1777.0,888.7,1233.7,,1493.0,,,1837.2,,,1099.0,258.0,,,,,786.0,-102.3,242.7,,502.0,,,846.2,,,True,,,,,True,True,True,,True,,,True,,
05117,197,285.0,218.0,,,,,208.0,62.1,153.9,,270.5,,,,,,88.0,21.0,,,,,11.0,-134.9,-43.1,,73.5,,,,,,True,,,,,True,False,True,,True,,,,,
05119,6525,10480.0,5659.0,,,,,10050.0,5452.6,7663.3,,9680.0,,,12734.9,5653.0,,3955.0,-866.0,,,,,3525.0,-1072.4,1138.3,,3155.0,,,6209.9,-872.0,,True,,,,,True,True,True,,True,,,False,True,
05121,195,565.0,208.0,,,,,444.0,259.4,317.2,,471.0,,,,,,370.0,13.0,,,,,249.0,64.4,122.2,,276.0,,,,,,True,,,,,True,True,True,,True,,,,,
05123,280,820.0,1262.0,,,,,592.0,532.8,544.5,,815.5,,,547.1,,,540.0,982.0,,,,,312.0,252.8,264.5,,535.5,,,267.1,,,False,,,,,True,True,True,,True,,,True,,
05125,1838,3740.0,2449.0,,,,,3979.0,2559.6,2245.6,,3502.5,,,2014.9,,,1902.0,611.0,,,,,2141.0,721.6,407.6,,1664.5,,,176.9,,,True,,,,,False,True,True,,True,,,True,,
05127,145,375.0,404.0,,,,,388.0,233.5,223.0,,235.0,,,,,,230.0,259.0,,,,,243.0,88.5,78.0,,90.0,,,,,,False,,,,,False,True,True,,True,,,,,
05129,73,155.0,27.0,,,,,179.0,30.5,81.7,,109.0,,,,,,82.0,-46.0,,,,,106.0,-42.5,8.7,,36.0,,,,,,True,,,,,False,True,True,,True,,,,,
05131,2134,7035.0,7261.0,,,,,5002.0,5037.9,2985.3,,4929.0,,,2464.7,,,4901.0,5127.0,,,,,2868.0,2903.9,851.3,,2795.0,,,330.7,,,False,,,,,True,True,True,,True,,,True,,
05133,299,425.0,612.0,,,,,671.0,109.9,261.6,,306.0,,,256.9,,,126.0,313.0,,,,,372.0,-189.1,-37.4,,7.0,,,-42.1,,,False,,,,,False,False,True,,True,,,True,,
05135,138,390.0,186.0,,,,,347.0,252.0,307.3,,278.0,,,,,,252.0,48.0,,,,,209.0,114.0,169.3,,140.0,,,,,,True,,,,,True,True,True,,True,,,,,
05137,83,225.0,209.0,,,,,260.0,100.7,156.0,,225.0,,,,,,142.0,126.0,,,,,177.0,17.7,73.0,,142.0,,,,,,True,,,,,False,True,True,,False,,,,,
05139,644,985.0,649.0,,,,,1323.0,295.0,749.8,,673.5,,,462.9,,,341.0,5.0,,,,,679.0,-349.0,105.8,,29.5,,,-181.1,,,True,,,,,False,False,True,,True,,,True,,
05141,222,470.0,905.0,,,,,354.0,422.5,225.0,,486.0,,,,,,248.0,683.0,,,,,132.0,200.5,3.0,,264.0,,,,,,False,,,,,True,True,True,,False,,,,,
05143,3462,8690.0,6263.0,,,,,7421.0,4930.9,4649.6,,7293.0,,,6977.1,5136.0,,5228.0,2801.0,,,,,3959.0,1468.9,1187.6,,3831.0,,,3515.1,1674.0,,True,,,,,True,True,True,,True,,,True,True,
05145,1153,1825.0,546.0,,,,,2461.0,742.4,1282.1,,1004.5,,,1503.2,,,672.0,-607.0,,,,,1308.0,-410.6,129.1,,-148.5,,,350.2,,,True,,,,,False,True,True,,True,,,True,,
05147,127,235.0,148.0,,,,,139.0,85.1,110.4,,212.0,,,,,,108.0,21.0,,,,,12.0,-41.9,-16.6,,85.0,,,,,,True,,,,,True,True,True,,True,,,,,
05149,471,685.0,460.0,,,,,676.0,368.9,595.5,,480.0,,,,,,214.0,-11.0,,,,,205.0,-102.1,124.5,,9.0,,,,,,True,,,,,True,True,True,,True,,,,,
06001,16920,32535.0,19605.0,,,,,31964.0,18881.3,35154.8,,32179.5,,,26038.0,15768.0,,15615.0,2685.0,,,,,15044.0,1961.3,18234.8,,15259.5,,,9118.0,-1152.0,,True,,,,,True,True,False,,True,,,True,True,
06003,13,5.0,0.0,,,,,20.0,9.8,1.9,,10.0,,,,,,-8.0,-13.0,,,,,7.0,-3.2,-11.1,,-3.0,,,,,,False,,,,,True,True,False,,True,,,,,
06005,462,770.0,560.0,,,,,714.0,204.3,329.8,,344.0,,,,,,308.0,98.0,,,,,252.0,-257.7,-132.2,,-118.0,,,,,,True,,,,,True,True,True,,True,,,,,
06007,1590,4015.0,1598.0,,,,,4047.0,2696.2,3314.6,,3059.5,,,2780.6,2140.0,,2425.0,8.0,,,,,2457.0,1106.2,1724.6,,1469.5,,,1190.6,550.0,,True,,,,,False,True,True,,True,,,True,True,
06009,363,765.0,561.0,,,,,909.0,760.7,436.3,,746.0,,,,,,402.0,198.0,,,,,546.0,397.7,73.3,,383.0,,,,,,True,,,,,False,True,True,,True,,,,,
06011,426,630.0,516.0,,,,,709.0,1530.1,467.3,,161.5,,,,,,204.0,90.0,,,,,283.0,1104.1,41.3,,-264.5,,,,,,True,,,,,False,False,True,,False,,,,,
06013,9896,24775.0,8865.0,,,,,22841.0,25192.7,20734.8,,25566.0,,,18266.0,23715.0,,14879.0,-1031.0,,,,,12945.0,15296.7,10838.8,,15670.0,,,8370.0,13819.0,,True,,,,,True,False,True,,False,,,True,True,
06015,106,185.0,61.0,,,,,196.0,64.1,148.1,,78.0,,,,,,79.0,-45.0,,,,,90.0,-41.9,42.1,,-28.0,,,,,,True,,,,,False,True,True,,True,,,,,
06017,1502,4125.0,2227.0,,,,,3246.0,5285.5,2800.1,,3496.0,,,3143.2,1420.0,,2623.0,725.0,,,,,1744.0,3783.5,1298.1,,1994.0,,,1641.2,-82.0,,True,,,,,True,False,True,,True,,,True,True,
06019,14023,31305.0,10659.0,,,,,28207.0,15883.5,20869.8,,29309.5,,,14088.9,29955.0,,17282.0,-3364.0,,,,,14184.0,1860.5,6846.8,,15286.5,,,65.9,15932.0,,True,,,,,True,True,True,,True,,,True,True,
06021,375,720.0,671.0,,,,,913.0,587.2,398.8,,884.0,,,,,,345.0,296.0,,,,,538.0,212.2,23.8,,509.0,,,,,,True,,,,,False,True,True,,False,,,,,
06023,804,1160.0,960.0,,,,,1202.0,643.9,1173.0,,1095.0,,,1164.8,470.0,,356.0,156.0,,,,,398.0,-160.1,369.0,,291.0,,,360.8,-334.0,,True,,,,,False,True,False,,True,,,False,True,
06025,1896,5965.0,3716.0,,,,,5725.0,3324.9,3474.0,,5105.0,,,4328.6,2964.0,,4069.0,1820.0,,,,,3829.0,1428.9,1578.0,,3209.0,,,2432.6,1068.0,,True,,,,,True,True,True,,True,,,True,True,
06027,319,565.0,,,,,,260.0,1289.3,231.1,,140.0,,,,,,246.0,,,,,,-59.0,970.3,-87.9,,-179.0,,,,,,,,,,,True,False,True,,True,,,,,
06029,16969,33845.0,22602.0,,,,,36413.0,27008.5,22717.5,,28484.0,,,11385.3,19329.0,,16876.0,5633.0,,,,,19444.0,10039.5,5748.5,,11515.0,,,-5583.7,2360.0,,True,,,,,False,True,True,,True,,,True,True,
06031,2728,7070.0,9524.0,,,,,6022.0,3919.0,4659.3,,7418.0,,,6587.6,,,4342.0,6796.0,,,,,3294.0,1191.0,1931.3,,4690.0,,,3859.6,,,False,,,,,True,True,True,,False,,,True,,
06033,652,1570.0,6650.0,,,,,1290.0,1362.6,1061.6,,1760.0,,,,,,918.0,5998.0,,,,,638.0,710.6,409.6,,1108.0,,,,,,False,,,,,True,True,True,,False,,,,,
06035,464,610.0,249.0,,,,,429.0,180.4,536.8,,166.0,,,,,,146.0,-215.0,,,,,-35.0,-283.6,72.8,,-298.0,,,,,,False,,,,,True,False,True,,False,,,,,
06037,174456,488080.0,644265.0,,,,,448352.0,285812.0,313216.4,,376990.5,,,263149.6,258835.0,,313624.0,469809.0,,,,,273896.0,111356.0,138760.4,,202534.5,,,88693.6,84379.0,,False,,,,,True,True,True,,True,,,True,True,
06039,2339,5185.0,3951.0,,,,,4310.0,2363.7,2666.5,,4680.0,,,2578.7,3703.0,,2846.0,1612.0,,,,,1971.0,24.7,327.5,,2341.0,,,239.7,1364.0,,True,,,,,True,True,True,,True,,,True,True,
06041,1549,3830.0,4464.0,,,,,3889.0,5501.9,4288.5,,2880.5,,,3156.6,4566.0,,2281.0,2915.0,,,,,2340.0,3952.9,2739.5,,1331.5,,,1607.6,3017.0,,False,,,,,False,False,False,,True,,,True,False,
06043,46,125.0,49.0,,,,,256.0,186.2,155.2,,149.0,,,,,,79.0,3.0,,,,,210.0,140.2,109.2,,103.0,,,,,,True,,,,,False,False,False,,False,,,,,
06045,705,950.0,434.0,,,,,1316.0,1709.1,855.9,,766.5,,,906.9,,,245.0,-271.0,,,,,611.0,1004.1,150.9,,61.5,,,201.9,,,False,,,,,False,False,True,,True,,,True,,
06047,4997,9930.0,17411.0,,,,,10380.0,8301.4,6344.3,,6649.5,,,3657.2,3383.0,,4933.0,12414.0,,,,,5383.0,3304.4,1347.3,,1652.5,,,-1339.8,-1614.0,,False,,,,,False,True,True,,True,,,True,True,
06049,71,95.0,0.0,,,,,134.0,84.7,68.0,,21.0,,,,,,24.0,-71.0,,,,,63.0,13.7,-3.0,,-50.0,,,,,,False,,,,,False,True,True,,False,,,,,
06051,126,570.0,1156.0,,,,,168.0,349.5,118.9,,267.0,,,,,,444.0,1030.0,,,,,42.0,223.5,-7.1,,141.0,,,,,,False,,,,,True,True,True,,True,,,,,
06053,6466,15120.0,17442.0,,,,,13747.0,12002.9,10751.9,,11297.0,,,5643.4,6235.0,,8654.0,10976.0,,,,,7281.0,5536.9,4285.9,,4831.0,,,-822.6,-231.0,,False,,,,,True,True,True,,True,,,True,True,
06055,1668,3435.0,3687.0,,,,,3043.0,1845.7,1890.7,,3128.5,,,3449.7,2627.0,,1767.0,2019.0,,,,,1375.0,177.7,222.7,,1460.5,,,1781.7,959.0,,False,,,,,True,True,True,,True,,,False,True,
06057,764,1055.0,496.0,,,,,1519.0,798.6,625.9,,1008.0,,,1226.3,,,291.0,-268.0,,,,,755.0,34.6,-138.1,,244.0,,,462.3,,,True,,,,,False,True,True,,True,,,False,,
06059,30438,113785.0,86357.0,,,,,107145.0,63376.1,70405.1,,82708.5,,,34549.6,93295.0,,83347.0,55919.0,,,,,76707.0,32938.1,39967.1,,52270.5,,,4111.6,62857.0,,True,,,,,True,True,True,,True,,,True,True,
06061,2759,6535.0,4606.0,,,,,6839.0,3143.7,4195.4,,6435.0,,,5755.0,2954.0,,3776.0,1847.0,,,,,4080.0,384.7,1436.4,,3676.0,,,2996.0,195.0,,True,,,,,False,True,True,,True,,,True,True,
06063,76,145.0,60.0,,,,,249.0,415.8,70.0,,40.0,,,,,,69.0,-16.0,,,,,173.0,339.8,-6.0,,-36.0,,,,,,True,,,,,False,False,True,,True,,,,,
06065,52299,115565.0,165747.0,,,,,108742.0,55498.3,85603.4,,65937.5,,,63080.4,78112.0,,63266.0,113448.0,,,,,56443.0,3199.3,33304.4,,13638.5,,,10781.4,25813.0,,False,,,,,True,True,True,,True,,,True,True,
06067,12693,35170.0,35889.0,,,,,29806.0,23651.6,24117.4,,27683.5,,,26980.1,10746.0,,22477.0,23196.0,,,,,17113.0,10958.6,11424.4,,14990.5,,,14287.1,-1947.0,,False,,,,,True,True,True,,True,,,True,True,
06069,849,2435.0,1968.0,,,,,2158.0,1698.6,460.4,,2211.0,,,681.8,,,1586.0,1119.0,,,,,1309.0,849.6,-388.6,,1362.0,,,-167.2,,,True,,,,,True,True,True,,True,,,True,,
06071,35995,119675.0,662268.0,,,,,88888.0,44316.0,81540.1,,78846.5,,,36282.1,54259.0,,83680.0,626273.0,,,,,52893.0,8321.0,45545.1,,42851.5,,,287.1,18264.0,,False,,,,,True,True,True,,True,,,True,True,
06073,46616,106485.0,39027.0,,,,,90976.0,84923.7,65653.5,,84534.0,,,92621.2,77094.0,,59869.0,-7589.0,,,,,44360.0,38307.7,19037.5,,37918.0,,,46005.2,30478.0,,True,,,,,True,True,True,,True,,,True,True,
06075,5172,10980.0,4180.0,,,,,10992.0,10313.2,10336.4,,10102.0,,,9525.0,9511.0,,5808.0,-992.0,,,,,5820.0,5141.2,5164.4,,4930.0,,,4353.0,4339.0,,True,,,,,False,True,True,,True,,,True,True,
06077,9407,24805.0,31264.0,,,,,20343.0,13770.5,15392.9,,24209.0,,,10158.7,8341.0,,15398.0,21857.0,,,,,10936.0,4363.5,5985.9,,14802.0,,,751.7,-1066.0,,False,,,,,True,True,True,,True,,,True,True,
06079,4221,9215.0,5213.0,,,,,9253.0,12966.0,5679.4,,9526.5,,,7153.8,6187.0,,4994.0,992.0,,,,,5032.0,8745.0,1458.4,,5305.5,,,2932.8,1966.0,,True,,,,,False,False,True,,False,,,True,True,
06081,6965,16095.0,6040.0,,,,,13132.0,14617.8,12803.3,,16958.5,,,14886.0,20939.0,,9130.0,-925.0,,,,,6167.0,7652.8,5838.3,,9993.5,,,7921.0,13974.0,,True,,,,,True,True,True,,False,,,True,False,
06083,7283,17995.0,7609.0,,,,,16969.0,25037.9,13881.2,,21562.0,,,10028.8,19917.0,,10712.0,326.0,,,,,9686.0,17754.9,6598.2,,14279.0,,,2745.8,12634.0,,True,,,,,True,False,True,,False,,,True,False,
06085,17334,46480.0,21399.0,,,,,44390.0,28205.4,29051.8,,36333.5,,,20200.7,32453.0,,29146.0,4065.0,,,,,27056.0,10871.4,11717.8,,18999.5,,,2866.7,15119.0,,True,,,,,True,True,True,,True,,,True,True,
06087,2662,6450.0,2236.0,,,,,4951.0,5202.2,3690.6,,6777.5,,,5202.8,3316.0,,3788.0,-426.0,,,,,2289.0,2540.2,1028.6,,4115.5,,,2540.8,654.0,,True,,,,,True,True,True,,False,,,True,True,
06089,1345,3385.0,4587.0,,,,,2801.0,5449.3,1483.1,,1179.0,,,2575.5,2903.0,,2040.0,3242.0,,,,,1456.0,4104.3,138.1,,-166.0,,,1230.5,1558.0,,False,,,,,True,False,True,,True,,,True,True,
06091,29,35.0,0.0,,,,,91.0,34.9,38.8,,38.0,,,,,,6.0,-29.0,,,,,62.0,5.9,9.8,,9.0,,,,,,False,,,,,False,True,False,,False,,,,,
06093,293,485.0,575.0,,,,,472.0,882.4,289.7,,290.0,,,,,,192.0,282.0,,,,,179.0,589.4,-3.3,,-3.0,,,,,,False,,,,,True,False,True,,True,,,,,
06095,5112,12110.0,21111.0,,,,,10168.0,7717.7,9654.2,,11414.5,,,8678.4,4192.0,,6998.0,15999.0,,,,,5056.0,2605.7,4542.2,,6302.5,,,3566.4,-920.0,,False,,,,,True,True,True,,True,,,True,True,
06097,4345,9985.0,11112.0,,,,,9743.0,7764.9,7057.2,,8766.0,,,6790.3,5505.0,,5640.0,6767.0,,,,,5398.0,3419.9,2712.2,,4421.0,,,2445.3,1160.0,,False,,,,,True,True,True,,True,,,True,True,
06099,9058,17280.0,38149.0,,,,,17418.0,8299.6,12203.1,,15452.5,,,9968.0,10928.0,,8222.0,29091.0,,,,,8360.0,-758.4,3145.1,,6394.5,,,910.0,1870.0,,False,,,,,False,True,True,,True,,,True,True,
06101,1282,2330.0,2160.0,,,,,2477.0,1353.1,1047.9,,1561.5,,,2307.4,,,1048.0,878.0,,,,,1195.0,71.1,-234.1,,279.5,,,1025.4,,,True,,,,,False,True,True,,True,,,True,,
06103,1072,1095.0,423.0,,,,,1440.0,1659.2,1036.4,,318.5,,,,,,23.0,-649.0,,,,,368.0,587.2,-35.6,,-753.5,,,,,,False,,,,,False,False,False,,False,,,,,
06105,38,50.0,9.0,,,,,151.0,100.5,53.3,,73.0,,,,,,12.0,-29.0,,,,,113.0,62.5,15.3,,35.0,,,,,,False,,,,,False,False,False,,False,,,,,
06107,7223,16150.0,27612.0,,,,,14763.0,16910.7,10936.1,,14459.0,,,5422.3,8574.0,,8927.0,20389.0,,,,,7540.0,9687.7,3713.1,,7236.0,,,-1800.7,1351.0,,False,,,,,True,False,True,,True,,,True,True,
06109,566,620.0,406.0,,,,,997.0,338.0,530.0,,264.0,,,,,,54.0,-160.0,,,,,431.0,-228.0,-36.0,,-302.0,,,,,,False,,,,,False,False,True,,False,,,,,
06111,17521,42540.0,17428.0,,,,,36905.0,31463.6,26367.2,,47530.0,,,25108.6,32506.0,,25019.0,-93.0,,,,,19384.0,13942.6,8846.2,,30009.0,,,7587.6,14985.0,,True,,,,,True,True,True,,False,,,True,True,
06113,2366,4245.0,2709.0,,,,,5273.0,3155.4,2704.7,,4085.0,,,3633.1,3194.0,,1879.0,343.0,,,,,2907.0,789.4,338.7,,1719.0,,,1267.1,828.0,,True,,,,,False,True,True,,True,,,True,True,
06115,863,1890.0,1169.0,,,,,1695.0,4073.3,1195.4,,1371.0,,,1108.8,,,1027.0,306.0,,,,,832.0,3210.3,332.4,,508.0,,,245.8,,,True,,,,,True,False,True,,True,,,True,,
08001,3888,6265.0,2764.0,,,,,6847.0,2112.2,6659.1,,5006.0,,,2442.9,2691.0,,2377.0,-1124.0,,,,,2959.0,-1775.8,2771.1,,1118.0,,,-1445.1,-1197.0,,True,,,,,False,True,False,,True,,,True,True,
08003,189,310.0,641.0,,,,,289.0,150.6,202.1,,451.0,,,,,,121.0,452.0,,,,,100.0,-38.4,13.1,,262.0,,,,,,False,,,,,True,True,True,,False,,,,,
08005,5098,8125.0,4455.0,,,,,6681.0,4932.2,8508.3,,4859.5,,,9763.2,4209.0,,3027.0,-643.0,,,,,1583.0,-165.8,3410.3,,-238.5,,,4665.2,-889.0,,True,,,,,True,True,False,,True,,,False,True,
08007,67,130.0,7.0,,,,,181.0,141.2,148.5,,149.0,,,,,,63.0,-60.0,,,,,114.0,74.2,81.5,,82.0,,,,,,True,,,,,False,False,False,,False,,,,,
08009,31,165.0,,,,,,54.0,5.7,61.5,,129.0,,,,,,134.0,,,,,,23.0,-25.3,30.5,,98.0,,,,,,,,,,,True,True,True,,True,,,,,
08011,205,210.0,43.0,,,,,42.0,26.2,114.6,,50.0,,,,,,5.0,-162.0,,,,,-163.0,-178.8,-90.4,,-155.0,,,,,,False,,,,,False,False,False,,False,,,,,
08013,2239,2760.0,1421.0,,,,,3434.0,2054.2,3152.6,,2571.0,,,1926.9,1595.0,,521.0,-818.0,,,,,1195.0,-184.8,913.6,,332.0,,,-312.1,-644.0,,False,,,,,False,True,False,,True,,,True,False,
