,mean_abs_error_2020-09-07_2021-01-23,mean_abs_error_2020-09-14_2021-01-23,mean_abs_error_2020-09-21_2021-01-23,mean_abs_error_2020-09-28_2021-01-23,mean_abs_error_2020-10-05_2021-01-23,mean_abs_error_2020-10-12_2021-01-23,mean_abs_error_2020-10-19_2021-01-23,mean_abs_error_2020-10-26_2021-01-23,mean_abs_error_2020-11-02_2021-01-23,mean_abs_error_2020-11-09_2021-01-23,mean_abs_error_2020-11-16_2021-01-23,mean_abs_error_2020-11-23_2021-01-23,mean_abs_error_2020-11-30_2021-01-23,mean_abs_error_2020-12-07_2021-01-23,mean_abs_error_2020-12-14_2021-01-23,mean_abs_error_2020-12-21_2021-01-23,mean_abs_error_2020-12-28_2021-01-23,mean_abs_error_2021-01-04_2021-01-23,mean_abs_error_2021-01-11_2021-01-23,mean_abs_error_2021-01-18_2021-01-23,mean_sq_abs_error_2020-09-07_2021-01-23,mean_sq_abs_error_2020-09-14_2021-01-23,mean_sq_abs_error_2020-09-21_2021-01-23,mean_sq_abs_error_2020-09-28_2021-01-23,mean_sq_abs_error_2020-10-05_2021-01-23,mean_sq_abs_error_2020-10-12_2021-01-23,mean_sq_abs_error_2020-10-19_2021-01-23,mean_sq_abs_error_2020-10-26_2021-01-23,mean_sq_abs_error_2020-11-02_2021-01-23,mean_sq_abs_error_2020-11-09_2021-01-23,mean_sq_abs_error_2020-11-16_2021-01-23,mean_sq_abs_error_2020-11-23_2021-01-23,mean_sq_abs_error_2020-11-30_2021-01-23,mean_sq_abs_error_2020-12-07_2021-01-23,mean_sq_abs_error_2020-12-14_2021-01-23,mean_sq_abs_error_2020-12-21_2021-01-23,mean_sq_abs_error_2020-12-28_2021-01-23,mean_sq_abs_error_2021-01-04_2021-01-23,mean_sq_abs_error_2021-01-11_2021-01-23,mean_sq_abs_error_2021-01-18_2021-01-23
JHU_IDD-CovidSP,,,,,,,,,,,,,,,876.9,530.6,369.2,333.1,227.9,118.8,,,,,,,,,,,,,,,2174847.9,917297.9,383557.7,340758.1,156678.0,41423.8
UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,397.8,269.8,152.6,74.5,,,,,,,,,,,,,,,,,476900.1,248034.5,59015.4,10205.6
COVIDhub-ensemble,,,,,,,,,,,,,,,,,384.2,343.9,160.0,52.6,,,,,,,,,,,,,,,,,601352.0,450762.0,92414.5,6633.1
LANL-GrowthRate,,,,,,,,,,,,,,,664.7,679.3,569.9,390.8,180.1,78.6,,,,,,,,,,,,,,,1596822.6,2279076.0,1251869.1,599862.6,84404.7,19934.8
Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,333.6,336.8,173.3,72.8,,,,,,,,,,,,,,,,,645108.3,565735.5,146685.8,11683.6
UCLA-SuEIR,,,,,,,3169.9,3056.9,2856.4,2609.8,2511.7,1374.7,1560.0,952.5,885.3,615.7,724.7,417.5,168.5,62.3,,,,,,,21871719.2,20779172.5,19491189.4,16297840.0,15751070.4,7272948.1,8257927.9,3901573.3,3189643.1,1541646.5,2109435.0,639959.8,76561.3,9632.1
UMass-MechBayes,,,,,,,,,,,,,,,,,566.6,340.3,153.0,66.5,,,,,,,,,,,,,,,,,881158.8,429215.4,86727.1,15756.1
LNQ-ens1,,,,,,,,,,,,,,,,,611.0,368.8,131.9,54.4,,,,,,,,,,,,,,,,,990526.9,421679.1,43461.6,6919.5
SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,548.8,321.9,180.5,64.2,,,,,,,,,,,,,,,,,890120.6,380349.8,136155.5,9752.7
Caltech-CS156,,,,,,,,,,,,,,,,,326.1,345.4,225.5,78.2,,,,,,,,,,,,,,,,,363486.7,417945.2,201740.1,22649.2
MIT_CritData-GBCF,,,,,,,,,,,,,,,,,414.5,391.8,153.0,83.6,,,,,,,,,,,,,,,,,750434.7,601841.0,85334.1,15464.5
AIpert-pwllnod,,,,,,,,,,,,,,,,850.0,657.3,305.0,178.9,93.4,,,,,,,,,,,,,,,,2880373.2,2500637.0,245109.5,85094.0,34799.4
IHME-CurveFit,1630.8,,1548.0,1421.1,,,1366.9,1343.6,,,,867.3,,681.0,743.4,474.4,424.6,,,219.9,15818572.7,,10174842.5,10025633.6,,,4186236.1,5187523.8,,,,3164098.0,,1148992.3,1623702.7,571096.0,378898.4,,,140680.9
CovidAnalytics-DELPHI,,,,,,,,,,,,,,,843.9,447.5,588.5,464.6,302.9,281.6,,,,,,,,,,,,,,,3836391.7,677796.9,1082957.8,766249.2,376647.7,245141.7
CEID-Walk,,,,,,,,,,,,,,,,,512.8,363.2,180.7,73.8,,,,,,,,,,,,,,,,,1144871.6,455917.1,85270.6,13662.2
CMU-TimeSeries,,,,,,,,,,,,,,,,,463.2,347.2,200.8,77.0,,,,,,,,,,,,,,,,,1079154.3,371071.2,132527.7,16176.6
USC-SI_kJalpha,,,,,,,,,,,,,,,,,353.7,422.9,202.8,80.6,,,,,,,,,,,,,,,,,299853.7,586687.0,124918.5,15790.9
JHUAPL-Bucky,,,,,,,,,,,,,1003.0,749.8,521.9,772.4,809.5,506.9,456.5,,,,,,,,,,,,,,2231334.7,1540080.5,610816.1,2076433.4,1399207.6,1130890.3,904326.4,
Columbia_UNC-SurvCon,,,,,,,,,,,,,2603.8,1384.8,1028.3,1084.9,454.0,528.1,,73.7,,,,,,,,,,,,,36104827.0,4471974.2,4091558.4,8646166.0,522846.7,898704.6,,12349.7
BPagano-RtDriven,,,,,,,,,,,,,,,,,295.9,380.9,328.8,247.1,,,,,,,,,,,,,,,,,235898.6,698760.7,501042.3,175690.7
UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,175.5,45.1,,,,,,,,,,,,,,,,,,,56023.2,5351.7
RobertWalraven-ESG,,,,,,,,,,,,,,,,,770.7,514.2,177.9,66.8,,,,,,,,,,,,,,,,,1946747.9,822194.2,74516.7,8925.0
UCSB-ACTS,,,,,,,,,,,,,,,,,351.3,403.8,266.3,208.0,,,,,,,,,,,,,,,,,331724.2,435184.4,197676.5,75292.8
epiforecasts-ensemble1,,,,,,,,,,,,,,,,,461.9,381.3,219.4,132.0,,,,,,,,,,,,,,,,,669325.6,563505.6,166547.3,67445.1
Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,1203.9,1270.7,1124.3,,353.9,,,,,,,,,,,,,,,,4405683.9,5216879.4,3297362.5,,494585.0,,
JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,415.0,,202.6,90.9,,,,,,,,,,,,,,,,,1396253.5,,162793.5,22478.3
PSI-DRAFT,,,,,,,,,,,,,,,2013.1,783.4,586.1,424.8,280.5,120.4,,,,,,,,,,,,,,,29142277.6,2456756.1,930814.7,668865.9,303626.2,60601.6
UA-EpiCovDA,,,,,,,,,,,,,,,,,929.3,444.6,169.6,85.0,,,,,,,,,,,,,,,,,2528974.4,698675.7,78577.6,16890.7
UMich-RidgeTfReg,,,,,,,,,,,,,,,,,636.7,374.7,253.4,115.6,,,,,,,,,,,,,,,,,1580832.3,417120.0,169232.8,41466.0
NotreDame-mobility,,,,,,,,,,,,,,,1559.2,,,,,,,,,,,,,,,,,,,,8325043.6,,,,,
DDS-NBDS,,,,,,,,,,,,,,,,,602.5,441.6,231.0,155.7,,,,,,,,,,,,,,,,,1060148.4,671961.4,135452.2,59203.6
TTU-squider,,,,,,,,,,,,,,,,,583.0,458.6,454.5,347.2,,,,,,,,,,,,,,,,,895533.5,525167.5,507725.5,297437.4
UT-Mobility,,,,,,,,,,,,,,,,,,,183.9,,,,,,,,,,,,,,,,,,,,92857.3,
CU-select,,,,,,,,,,,,,,,,,781.5,644.7,351.9,136.9,,,,,,,,,,,,,,,,,1828670.7,1251762.3,459972.9,60126.8
Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,,,,,,,,,,32235.4
WalmartLabsML-LogForecasting,,,,,,,,,,,,,2547.9,2213.9,1868.9,1556.4,,953.2,599.6,269.2,,,,,,,,,,,,,15324844.5,12259984.7,9490362.9,6978897.8,,2956893.9,1208682.6,242142.1
MITCovAlliance-SIR,,,,,,,,,,,,,,,,,,588.5,373.9,,,,,,,,,,,,,,,,,,,1749202.9,768591.0,
USACE-ERDC_SEIR,,,,,,,,,,,,,1854.7,,,,,,,,,,,,,,,,,,,,12686160.5,,,,,,,
