,mean_abs_error_2020-05-25_2020-10-10,mean_abs_error_2020-06-01_2020-10-10,mean_abs_error_2020-06-08_2020-10-10,mean_abs_error_2020-06-15_2020-10-10,mean_abs_error_2020-06-22_2020-10-10,mean_abs_error_2020-06-29_2020-10-10,mean_abs_error_2020-07-06_2020-10-10,mean_abs_error_2020-07-13_2020-10-10,mean_abs_error_2020-07-20_2020-10-10,mean_abs_error_2020-07-27_2020-10-10,mean_abs_error_2020-08-03_2020-10-10,mean_abs_error_2020-08-10_2020-10-10,mean_abs_error_2020-08-17_2020-10-10,mean_abs_error_2020-08-24_2020-10-10,mean_abs_error_2020-08-31_2020-10-10,mean_abs_error_2020-09-07_2020-10-10,mean_abs_error_2020-09-14_2020-10-10,mean_abs_error_2020-09-21_2020-10-10,mean_abs_error_2020-09-28_2020-10-10,mean_abs_error_2020-10-05_2020-10-10,mean_sq_abs_error_2020-05-25_2020-10-10,mean_sq_abs_error_2020-06-01_2020-10-10,mean_sq_abs_error_2020-06-08_2020-10-10,mean_sq_abs_error_2020-06-15_2020-10-10,mean_sq_abs_error_2020-06-22_2020-10-10,mean_sq_abs_error_2020-06-29_2020-10-10,mean_sq_abs_error_2020-07-06_2020-10-10,mean_sq_abs_error_2020-07-13_2020-10-10,mean_sq_abs_error_2020-07-20_2020-10-10,mean_sq_abs_error_2020-07-27_2020-10-10,mean_sq_abs_error_2020-08-03_2020-10-10,mean_sq_abs_error_2020-08-10_2020-10-10,mean_sq_abs_error_2020-08-17_2020-10-10,mean_sq_abs_error_2020-08-24_2020-10-10,mean_sq_abs_error_2020-08-31_2020-10-10,mean_sq_abs_error_2020-09-07_2020-10-10,mean_sq_abs_error_2020-09-14_2020-10-10,mean_sq_abs_error_2020-09-21_2020-10-10,mean_sq_abs_error_2020-09-28_2020-10-10,mean_sq_abs_error_2020-10-05_2020-10-10
CMU-TimeSeries,,,,,,,,,,,,,,,,,96.5,62.7,39.8,19.3,,,,,,,,,,,,,,,,,21758.3,9152.0,3650.6,877.8
Covid19Sim-Simulator,1327.1,1315.7,1248.9,974.6,871.4,1174.6,983.7,743.9,532.9,429.0,291.0,,,424.5,141.1,143.3,98.9,87.4,58.1,46.6,8028102.3,7654364.2,7025915.5,4683980.8,3390423.3,14716333.5,10992912.5,4258355.7,1627170.8,974819.2,228427.5,,,855084.3,99182.5,108684.0,34465.6,22128.7,8232.9,4932.9
SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,75.9,55.3,57.3,22.5,,,,,,,,,,,,,,,,,14772.4,7786.7,10022.6,1125.9
CovidAnalytics-DELPHI,,,,,,,,,,,,,,256.5,202.8,161.2,123.2,87.6,55.2,23.3,,,,,,,,,,,,,,277174.1,157635.3,71764.9,36063.2,17477.1,5618.1,1389.3
IowaStateLW-STEM,,,1534.9,1203.9,1094.2,1122.6,836.3,710.9,497.9,506.5,430.6,,336.3,316.1,183.2,151.5,97.0,110.2,50.1,29.0,,,9661329.6,6292974.4,4757476.9,6292166.2,2971705.7,2019431.5,602252.2,856226.0,998058.1,,501839.6,516084.7,133166.1,70190.5,24749.1,28836.4,6015.7,2434.0
OliverWyman-Navigator,,,,,,,,,,,,,,,,,85.1,65.9,50.3,20.8,,,,,,,,,,,,,,,,,18453.3,10811.4,8028.7,1140.5
LANL-GrowthRate,,,,,,,,,,,,,,320.8,228.1,182.7,134.7,76.3,46.8,27.5,,,,,,,,,,,,,,342741.5,186586.3,115509.7,45202.8,14238.9,5727.9,3027.6
GT-DeepCOVID,,,,,,,,,,,,,,,,,96.8,71.9,42.3,20.3,,,,,,,,,,,,,,,,,29077.2,15865.6,5558.6,1009.4
MIT_CritData-GBCF,,,,,,,,,,,,,,,,,120.7,54.0,41.7,24.8,,,,,,,,,,,,,,,,,53818.1,7748.7,3281.3,1143.6
NotreDame-mobility,,,,,,,,,,,,,,,167.1,166.7,161.9,104.1,59.6,24.7,,,,,,,,,,,,,,,67206.5,82388.1,73501.0,44316.9,9122.0,1554.8
CEID-Walk,,,,,,,,,,,,,,,,,100.3,85.2,47.6,19.1,,,,,,,,,,,,,,,,,26750.4,18345.6,5896.9,820.3
COVIDhub-baseline,,,,,,,,,,,,,,,,,97.0,85.5,46.7,19.5,,,,,,,,,,,,,,,,,26013.9,19093.5,5304.6,909.1
DDS-NBDS,,,,,,,,,,,,,,,,,110.2,66.3,48.8,25.5,,,,,,,,,,,,,,,,,43346.7,11149.7,7652.9,2444.4
UA-EpiCovDA,,,,,,,,,,,,,,,,,156.5,82.2,50.9,21.3,,,,,,,,,,,,,,,,,164275.3,13830.9,7134.6,1066.0
PSI-DRAFT,,,,,,,,,,,,,,,296.7,278.0,141.2,81.1,55.2,32.4,,,,,,,,,,,,,,,313446.5,377294.3,56988.1,17863.6,6356.4,2588.7
MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,129.0,83.6,72.1,28.3,,,,,,,,,,,,,,,,,62006.7,22590.2,18504.1,3001.1
MITCovAlliance-SIR,,,,,,,,,,,,,703.1,,,221.3,205.5,161.1,49.4,,,,,,,,,,,,,,2324547.8,,,240294.1,207493.5,122706.6,6053.6,
Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,257.1,144.1,146.8,72.2,26.9,,,,,,,,,,,,,,,,286182.8,64977.2,126237.5,37556.6,1725.9
UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,115.0,91.4,80.0,28.5,,,,,,,,,,,,,,,,,41730.0,24684.9,25390.5,3065.6
UT-Mobility,,,,,,,,,,,,,,,,,148.0,98.2,78.0,27.7,,,,,,,,,,,,,,,,,75115.2,25324.3,17815.7,2211.4
IHME-CurveFit,,,1523.5,1046.1,699.3,725.3,678.5,,511.7,414.6,395.2,385.2,,461.9,391.7,240.3,,99.5,92.5,,,,7308188.5,4725271.0,1725652.8,2029046.1,1603652.5,,633486.1,321252.0,504931.9,503242.8,,1106825.1,848201.0,156601.8,,27015.2,23637.1,
CU-select,,,,,,,,,,,,,,,,,137.0,108.6,79.5,33.1,,,,,,,,,,,,,,,,,53266.6,36886.1,17883.9,2794.3
IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,57.5,22.6,,,,,,,,,,,,,,,,,,,10656.0,1366.8
RobertWalraven-ESG,,,,,,,,,,,,,394.4,344.5,276.6,260.8,219.8,160.9,97.8,31.0,,,,,,,,,,,,,465118.8,355514.9,220758.6,218265.7,150742.9,92374.0,31448.0,2468.1
Google_Harvard-CPF,,,,,,,,,,,,,,,,,,137.7,49.0,38.9,,,,,,,,,,,,,,,,,,56375.1,8831.6,4100.5
UMich-RidgeTfReg,,,,,,,,,,,,,,,,,251.6,194.0,72.1,25.6,,,,,,,,,,,,,,,,,397155.0,218821.3,17106.4,1978.4
Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,,,,,,1095.6
WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,251.8,195.3,153.1,109.6,79.1,,,,,,,,,,,,,,,,156993.6,92534.5,64972.9,43475.5,35240.4
JHUAPL-Bucky,,,,,,,,,,,,,,,,,206.3,130.1,91.8,36.6,,,,,,,,,,,,,,,,,159679.5,65705.7,29761.1,3514.7
USACE-ERDC_SEIR,,,,,,,,,,,,,482.6,364.1,342.8,275.0,217.6,171.1,118.6,,,,,,,,,,,,,,696837.1,430722.9,325002.5,258793.6,135529.2,84467.4,39591.7,
epiforecasts-ensemble1,,,,,,,,,,,,,,,,,163.8,159.9,122.3,85.1,,,,,,,,,,,,,,,,,112036.3,83991.9,50012.9,21998.6
JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,1484.5
BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,2575.7
TTU-squider,,,,,,,,,,,,,,,,,653.4,,498.5,224.6,,,,,,,,,,,,,,,,,2685375.1,,1558150.5,154413.6
Auquan-SEIR,,,,,,,,,,,,,268.2,206.9,,,,,,,,,,,,,,,,,,,201498.2,144515.0,,,,,,
