,mean_abs_error_2020-07-06_2020-11-21,mean_abs_error_2020-07-13_2020-11-21,mean_abs_error_2020-07-20_2020-11-21,mean_abs_error_2020-07-27_2020-11-21,mean_abs_error_2020-08-03_2020-11-21,mean_abs_error_2020-08-10_2020-11-21,mean_abs_error_2020-08-17_2020-11-21,mean_abs_error_2020-08-24_2020-11-21,mean_abs_error_2020-08-31_2020-11-21,mean_abs_error_2020-09-07_2020-11-21,mean_abs_error_2020-09-14_2020-11-21,mean_abs_error_2020-09-21_2020-11-21,mean_abs_error_2020-09-28_2020-11-21,mean_abs_error_2020-10-05_2020-11-21,mean_abs_error_2020-10-12_2020-11-21,mean_abs_error_2020-10-19_2020-11-21,mean_abs_error_2020-10-26_2020-11-21,mean_abs_error_2020-11-02_2020-11-21,mean_abs_error_2020-11-09_2020-11-21,mean_abs_error_2020-11-16_2020-11-21,mean_sq_abs_error_2020-07-06_2020-11-21,mean_sq_abs_error_2020-07-13_2020-11-21,mean_sq_abs_error_2020-07-20_2020-11-21,mean_sq_abs_error_2020-07-27_2020-11-21,mean_sq_abs_error_2020-08-03_2020-11-21,mean_sq_abs_error_2020-08-10_2020-11-21,mean_sq_abs_error_2020-08-17_2020-11-21,mean_sq_abs_error_2020-08-24_2020-11-21,mean_sq_abs_error_2020-08-31_2020-11-21,mean_sq_abs_error_2020-09-07_2020-11-21,mean_sq_abs_error_2020-09-14_2020-11-21,mean_sq_abs_error_2020-09-21_2020-11-21,mean_sq_abs_error_2020-09-28_2020-11-21,mean_sq_abs_error_2020-10-05_2020-11-21,mean_sq_abs_error_2020-10-12_2020-11-21,mean_sq_abs_error_2020-10-19_2020-11-21,mean_sq_abs_error_2020-10-26_2020-11-21,mean_sq_abs_error_2020-11-02_2020-11-21,mean_sq_abs_error_2020-11-09_2020-11-21,mean_sq_abs_error_2020-11-16_2020-11-21
GT-DeepCOVID,,,,,,,,,,,,,,,,,222.2,146.6,95.2,56.9,,,,,,,,,,,,,,,,,108964.6,57940.4,29052.0,8185.5
LANL-GrowthRate,,,,,,,,,,,,,,579.2,483.6,411.6,321.5,165.6,90.7,51.3,,,,,,,,,,,,,,686213.7,483521.4,338249.4,248431.5,73293.3,20254.3,6717.3
MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,173.9,177.5,93.6,57.6,,,,,,,,,,,,,,,,,76267.8,90246.2,26087.5,9006.1
Caltech-CS156,,,,,,,,,,,,,,,,,,158.1,76.0,49.2,,,,,,,,,,,,,,,,,,84189.6,20911.7,6576.3
UA-EpiCovDA,,,,,,,,,,,,,,,,,198.2,174.8,106.4,58.1,,,,,,,,,,,,,,,,,110748.4,78978.7,31934.2,8528.3
JHU_IDD-CovidSP,,,,,,,,,,,,,,,341.7,318.6,300.5,272.1,216.1,54.1,,,,,,,,,,,,,,,251348.3,211039.6,197903.5,175845.8,106818.5,7770.9
IHME-CurveFit,1011.7,,1088.5,881.5,800.5,1008.1,,1153.2,1113.7,1017.9,,619.3,628.5,,,296.6,271.5,,,,2062647.5,,2827779.1,1608857.9,1779176.8,3485377.6,,8316759.0,5991788.5,3877320.1,,1306947.0,1526434.5,,,222193.4,225278.3,,,
CMU-TimeSeries,,,,,,,,,,,,,,,,,228.8,163.9,95.7,69.8,,,,,,,,,,,,,,,,,127234.3,75830.8,24726.2,12397.2
UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,69.8,53.8,,,,,,,,,,,,,,,,,,,12625.7,7457.7
JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,196.1,186.0,120.8,73.6,,,,,,,,,,,,,,,,,112625.7,110868.1,38173.2,13917.4
CEID-Walk,,,,,,,,,,,,,,,,,240.6,189.5,117.1,65.4,,,,,,,,,,,,,,,,,133685.2,110542.1,35412.2,10652.7
MIT_CritData-GBCF,,,,,,,,,,,,,,,,,256.2,187.2,112.1,68.5,,,,,,,,,,,,,,,,,182244.0,113045.5,38670.7,12663.9
UT-Mobility,,,,,,,,,,,,,,,,,235.4,199.4,122.2,67.3,,,,,,,,,,,,,,,,,152367.5,116642.1,40077.9,10314.3
UCLA-SuEIR,,,,,,,799.3,645.3,588.3,567.1,552.4,500.8,450.6,444.5,403.4,388.8,293.5,219.6,132.6,85.1,,,,,,,1309963.8,793674.2,670373.2,600153.2,598806.0,519607.9,424362.6,408126.5,345529.7,312905.1,197270.0,140734.5,41645.1,21737.5
UMich-RidgeTfReg,,,,,,,,,,,,,,,,,237.2,208.5,131.5,68.0,,,,,,,,,,,,,,,,,129277.9,114785.0,46949.5,12752.0
DDS-NBDS,,,,,,,,,,,,,,,,,249.3,218.2,119.0,68.2,,,,,,,,,,,,,,,,,170294.4,133089.2,42145.4,11971.2
CovidAnalytics-DELPHI,,,,,,,,,,,,,,,414.2,445.6,272.2,212.9,147.6,74.3,,,,,,,,,,,,,,,396295.6,414722.7,180062.8,121636.4,58924.9,15915.9
MITCovAlliance-SIR,,,,,,,,,,,,,367.4,,,348.1,,,,,,,,,,,,,,,,,317338.4,,,282241.7,,,,
epiforecasts-ensemble1,,,,,,,,,,,,,,,,,259.1,193.6,119.0,83.3,,,,,,,,,,,,,,,,,169769.6,116056.6,41195.4,22327.0
NotreDame-mobility,,,,,,,,,,,,,,,433.9,383.4,287.1,226.1,174.2,88.6,,,,,,,,,,,,,,,405485.1,317738.6,213087.9,138674.0,79116.0,18258.2
UCSB-ACTS,,,,,,,,,,,,,,,,,317.2,182.0,141.5,70.3,,,,,,,,,,,,,,,,,238977.2,92424.6,63588.7,15599.5
PSI-DRAFT,,,,,,,,,,,,,,,468.1,425.6,313.7,212.1,170.0,80.6,,,,,,,,,,,,,,,428183.9,404370.7,257570.2,121721.7,79967.0,17817.8
USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,187.8,116.9,,,,,,,,,,,,,,,,,,,117465.3,46968.3,
RobertWalraven-ESG,,,,,,,,,,,,,792.2,663.3,,,401.0,335.8,103.9,71.7,,,,,,,,,,,,,1286014.7,796053.4,,,345777.8,250410.2,22914.6,14449.3
JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,279.0,215.1,167.2,,,,,,,,,,,,,,,,,,281557.1,166110.6,98814.0,
IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,127.7,66.0,,,,,,,,,,,,,,,,,,,41229.3,10560.9
Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,63.3,,,,,,,,,,,,,,,,,,,,12376.1
USACE-ERDC_SEIR,,,,,,,,,,,,,460.4,,427.6,,355.7,,,129.8,,,,,,,,,,,,,629775.7,,636178.5,,425593.0,,,58306.4
WalmartLabsML-LogForecasting,,,,,,,,,,,,,703.7,637.6,567.8,482.9,411.4,316.6,254.3,156.2,,,,,,,,,,,,,958515.6,789737.7,625847.6,478058.0,359655.4,242346.9,138637.3,49761.3
TTU-squider,,,,,,,,,,,,,,,,,326.2,455.4,384.5,264.3,,,,,,,,,,,,,,,,,347375.8,731055.7,662645.9,207404.5
